chu_lemma|orv_lemma|pos|lcs_lemma|conj_type
ненависть|ненависть|Nb|nenavistь|fem_i
пожѧти|пожати|V-|požęti|16
дꙑханиѥ|дыхание|Nb|dyxanьje|nt_jo
пльзати|пълзати|V-|pĺ̥zati|52_abl
прѣльщати|прѣльщати|V-|perlьšћǢti|54
блѧсти|блясти|V-|blęsti|11
стенаниѥ|стенание|Nb|stenanьje|nt_jo
чловѣчьство|человѣчьство|Nb|čьlověčьstvo|nt_o
въсточьнъ|въсточьныи|A-|vъstočьnъ|adj_hard
слоути|слути|V-|sluti|uti
ѥже|еже|Dq|ježe|
възградити|възградити|V-|vъzgorditi|40
ратьнъ|ротьныи|A-|ortьnъ|adj_hard
чиститель|чиститель|Nb|čistiteĺь|masc_tel
свѣтъ|свѣтъ|Nb|světъ|masc_o
иеремиꙗ|иеремия|Ne|ijeremijǢ|masc_ja
прѣнести|перенести|V-|pernesti|11
острогъ|острогъ|Nb|ostrogъ|masc_o
насилиѥ|насилие|Nb|nasilьje|nt_jo
любъ|любыи|A-|ĺubъ|adj_hard
оконьчати|оконьчати|V-|okonьčǢti|54
папежь|папежь|Nb|papežь|masc_jo
радостьнъ|радостьныи|A-|radostьnъ|adj_hard
любодѣꙗньнъ|любодѣиныи|A-|ĺubodějьnъ|adj_hard
глаголаниѥ|глаголание|Nb|golgolanьje|nt_jo
прѧсти|прясти|V-|pręsti|11
одѣꙗти|одѣяти|V-|odějǢti|53
тъща|тьща|Nb|tьščǢ|fem_ja
платъ|платъ|Nb|poltъ|masc_o
въсхꙑтати|въсхытати|V-|vъsxytati|54
снопъ|снопъ|Nb|snopъ|masc_o
коупьць|купьць|Nb|kupьkь|masc_o_PV3
неводъ|неводъ|Nb|nevodъ|masc_o
осиꙗти|осияти|V-|osьjǢti|54
каженикъ|каженикъ|Nb|kaženikъ|masc_o
исказити|исказити|V-|jьskaziti|40
наѩти|наяти|V-|najęti|12
биѥниѥ|биение|Nb|bьjenьje|nt_jo
рѣзати|рѣзати|V-|rězati|52
обльстити|обльстити|V-|oblьstiti|40
законооучитель|законоучитель|Nb|zakonoučiteĺь|masc_tel
затварꙗти|затваряти|V-|zatvaŕǢti|54
соуша|суша|Nb|sušǢ|fem_ja
възвѣсити|възвѣсити|V-|vъzvěsiti|40
оутолити|утолити|V-|utoliti|40
нeдѫжьнъ|недужьныи|A-|nedǫžьnъ|adj_hard
проносити|проносити|V-|pronositi|40
прокопати|прокопати|V-|prokopati|54
срьпъ|сьрпъ|Nb|sŕ̥pъ|masc_o
озирати|озирати|V-|ozirati|54
обоути|обути|V-|obuti|čuti
валꙗти|валяти|V-|vaĺǢti|54
сланъ|солоныи|A-|solnъ|adj_hard
изгънаниѥ|изгънание|Nb|jьzgъnanьje|nt_jo
помрачити|помрачити|V-|pomorčiti|40
прикрꙑвати|прикрывати|V-|prikryvati|54
трьновъ|тьрновыи|A-|tŕ̥novъ|adj_hard
послѣдьствовати|послѣдьствовати|V-|poslědьstvovati|61
чинити|чинити|V-|činiti|40
самовидьць|самовидьць|Nb|samovidьkь|masc_o_PV3
иѥреискъ|иереискыи|A-|ijerejьskъ|adj_hard
сълагати|сълагати|V-|sъlagati|54
пророчица|пророчица|Nb|proročika|fem_a_PV3
гладъкъ|гладъкыи|A-|gladъkъ|adj_hard
прѣтъкнѫти|прѣтъкнути|V-|pertъknǫti|21
прозьрѣниѥ|прозьрѣние|Nb|prozьrěnьje|nt_jo
погрѫжати|погружати|V-|pogrǫžǢti|54
именовати|именовати|V-|jьmenovati|61
властель|властель|Nb|volsteĺь|masc_tel
отрочищь|отрочищь|Nb|otročiščь|masc_jo
правѣ|правѣ|Df|pravě|
токъ|токъ|Nb|tokъ|masc_o
прѣкланꙗти|прѣкланяти|V-|perklańǢti|54
оубоудити|убудити|V-|ubuditi|40
рало|рало|Nb|ordlo|nt_o
разоумѣниѥ|разумѣние|Nb|orzuměnьje|nt_jo
жито|жито|Nb|žito|nt_o
тѫча|туча|Nb|tǫčǢ|fem_ja
сѫпрѫгъ|супругъ|Nb|sǫprǫgъ|masc_o
жителинъ|жителинъ|Nb|žitelinъ|masc_o
избꙑвати|избывати|V-|jьzbyvati|54
засъвѣдѣтельствовати|засъвѣдѣтельствовати|V-|zasъvěděteĺьstvovati|61
лотъ|лотъ|Ne|lotъ|masc_o
прѣлюбодѣи|прѣлюбодѣи|Nb|perĺubodějь|masc_jo
оуброусъ|убрусъ|Nb|ubrusъ|masc_o
възврѣщи|възврѣщи|V-|vъzverћi|14
остоꙗти|объстояти|V-|obъstojǢti|31
издꙑхати|издыхати|V-|jьzdyxati|54
въдварꙗти|въдваряти|V-|vъdvaŕǢti|54
закрꙑти|закрыти|V-|zakryti|18
жалость|жалость|Nb|žǢlostь|fem_i
прѣполовлѥниѥ|прѣполовление|Nb|perpolovĺenьje|nt_jo
поискати|поискати|V-|pojьskati|iskati
распьрꙗ|распьря|Nb|orspьŕǢ|fem_ja
дома|дома|Df|doma|
клепати|клепати|V-|klepati|52
оустрашати|устрашати|V-|ustrašǢti|54
ѥгда|егда|G-|jegъda|
пространити|пространити|V-|prostorniti|40
мьстьникъ|мьстьникъ|Nb|mьstьnikъ|masc_o
польскъ|польскыи|A-|poĺьskъ|adj_hard
благодѣꙗти|благодѣяти|V-|bolgodějǢti|53
обитати|обитати|V-|obvitati|54
дрьжавьнъ|дьржавьныи|A-|dŕ̥žǢvьnъ|adj_hard
съкровьнъ|съкровьныи|A-|sъkrovьnъ|adj_hard
трепетьнъ|трепетьныи|A-|trepetьnъ|adj_hard
летѣти|летѣти|V-|letěti|31
наоучати|научати|V-|naučǢti|54
истънити|истънити|V-|jьstьniti|40
исполинъ|исполинъ|Nb|jьspolinъ|masc_o_in
благословениѥ|благословление|Nb|bolgoslovĺenьje|nt_jo
излити|излити|V-|jьzliti|17
зълобивъ|зълобивыи|A-|zъlobivъ|adj_hard
пьсии|пьсии|A-|pьsьjь|adj_ij
свѧщениѥ|священие|Nb|svęћenьje|nt_jo
ближика|ближика|Nb|bližika|masc_a
онѣмѣти|онѣмѣти|V-|oněměti|32
паѫчина|паучина|Nb|paǫčina|fem_a
дивьно|дивьно|Df|divьno|
рѣчьнъ|рѣчьныи|A-|rěčьnъ|adj_hard
пѧта|пята|Nb|pęta|fem_a
козьлъ|козьлъ|Nb|kozьlъ|masc_o
прѣселити|прѣселити|V-|persedliti|40
измѣнѥниѥ|измѣнение|Nb|jьzměńenьje|nt_jo
чьтоже|чьтоже|Px|čьtože|čьtože
оумилѥниѥ|умиление|Nb|umiĺenьje|nt_jo
манасии|манасии|Ne|manasiji|masc_ji
оунꙑти|уныти|V-|unyti|18
обогатити|обогатити|V-|obogatiti|40
овьнъ|овьнъ|Nb|ovьnъ|masc_o
съмѧтениѥ|съмятение|Nb|sъmętenьje|nt_jo
кадило|кадило|Nb|kadidlo|nt_o
въселꙗти|въселяти|V-|vъsedĺǢti|54
величьствиѥ|величьствие|Nb|veličьstvьje|nt_jo
провести|провести|V-|provesti|11
моуха|муха|Nb|muxa|fem_a
прѫгъ|пругъ|Nb|prǫgъ|masc_o
рьвьниѥ|рьвьние|Nb|rьvьnьje|nt_jo
веньꙗминъ|венияминъ|Ne|venijǢminъ|masc_o
сльзьнъ|сльзьныи|A-|slьzьnъ|adj_hard
пѧтъкъ|пятъкъ|Nb|pętъkъ|masc_o
прославлꙗти|прославляти|V-|proslavĺǢti|54
отокъ|отокъ|Nb|otokъ|masc_o
исправлꙗти|исправляти|V-|jьspravĺǢti|54
поустꙑньнъ|пустыньныи|A-|pustyńьnъ|adj_hard
низъврѣщи|низъврѣщи|V-|nizъverћi|14
кожа|кожа|Nb|kožǢ|fem_ja
палити|палити|V-|paliti|40
поглътити|поглътити|V-|poglъtiti|40
обонꙗти|обоняти|V-|obvońǢti|54
пространьство|простороньство|Nb|prostornьstvo|nt_o
работьнъ|работьныи|A-|orbotьnъ|adj_hard
оувꙑ|увы|I-|uvy|
роса|роса|Nb|rosa|fem_a
чоудесьнъ|чудесьныи|A-|čudesьnъ|adj_hard
голиадъ|голиядъ|Ne|golijǢdъ|masc_o
посꙑпати|посыпати|V-|posypati|52
прѣвꙑшьнь|прѣвышьнии|A-|pervyšьńь|adj_soft
рѫчьнъ|ручьныи|A-|rǫčьnъ|adj_hard
прѣмъногъ|прѣмъногыи|A-|permъnogъ|adj_hard
пещьница|пещьница|Nb|peћьnika|fem_a_PV3
избѣжати|избѣжати|V-|jьzběžǢti|31
блѫдьникъ|блудьникъ|Nb|blǫdьnikъ|masc_o
опалꙗти|опаляти|V-|opaĺǢti|54
влъхвованиѥ|вълхвование|Nb|vl̥xvovanьje|nt_jo
тъкати|тъкати|V-|tъkati|51
точити|точити|V-|točiti|40
мрачьнъ|мрачьныи|A-|morčьnъ|adj_hard
болꙗрьскъ|болярьскыи|A-|boĺǢrьskъ|adj_hard
начѧльнъ|начальныи|A-|načęlьnъ|adj_hard
чародѣи#1|чародѣи|Nb|čǢrodějь|masc_jo
мꙑти|мыти|V-|myti|18
варити#2|варити|V-|variti|40
въстѧѕати#1|въстязати|V-|vъstęgati|52
агнѧ|агня|Nb|agnę|nt_NT
прѣбрати|перебороти|V-|perborti|16
прочисти|прочисти|V-|pročisti|ьt
нѫждати|нужати|V-|nǫђǢti|54
лозиѥ|лозие|Nb|lozьje|nt_jo
растворѥниѥ|растворение|Nb|orstvoŕenьje|nt_jo
причѧстьнъ|причастьныи|A-|pričęstьnъ|adj_hard
намѣстьникъ|намѣстьникъ|Nb|naměstьnikъ|masc_o
соушити|сушити|V-|sušiti|40
чрьнъ|чьрныи|A-|čŕ̥nъ|adj_hard
нѫждьникъ|нужьникъ|Nb|nǫђьnikъ|masc_o
содома|содомъ|Ne|sodomъ|masc_o
обрѣменити|обрѣменити|V-|obermeniti|40
прътъ|пъртъ|Nb|pr̥tъ|masc_o
ведро|ведро|Nb|vedro|nt_o
расѫждати|рассуждати|V-|orssǫђǢti|54
давити|давити|V-|daviti|40
съжалити|съжалити|V-|sъžǢliti|40
доконьчати|доконьчати|V-|dokonьčǢti|54
вѣтвиѥ|вѣтвие|Nb|větvьje|nt_jo
оубиица|убиица|Nb|ubьjika|masc_a_PV3
свѧщати|свящати|V-|svęћǢti|54
нечистота|нечистота|Nb|nečistota|fem_a
пиꙗница|пияница|Nb|pьjǢnika|masc_a_PV3
наоустити|наустити|V-|naustiti|40
възвалити|възвалити|V-|vъzvaliti|40
промъкнѫти|промъкнути|V-|promъknǫti|21
оусниꙗнъ|уснияныи|A-|usnьjǢnъ|adj_hard
разводити|розводити|V-|orzvoditi|40
съвѣсити|съвѣсити|V-|sъvěsiti|40
лиꙗти|лияти|V-|lьjǢti|53_abl
приплодити|приплодити|V-|priploditi|40
оустати|устати|V-|ustati|stati
прѣтръѕати|прѣтьрзати|V-|pertŕ̥gati|54
покѫпати|покупати|V-|pokǫpati|52
котьлъ|котьлъ|Nb|kotьlъ|masc_o
домови|домови|Df|domovi|
прѣизлиха|прѣизлиха|Df|per+jьzlixa|
разбивати|розбивати|V-|orzbivati|54
съмꙑсльно|съмысльно|Df|sъmyslьno|
сънѧтиѥ|сънятие|Nb|sъnętьje|nt_jo
нерѫкотворѥнъ|нерукотвореныи|A-|nerǫkotvoŕenъ|adj_hard
али|али|C-|ali|
привалити|привалити|V-|privaliti|40
вьсѫдѣ|вьсюдѣ|Df|vьxǫdě|
извѣстовати|извѣстовати|V-|jьzvěstovati|61
покадити|покадити|V-|pokaditi|40
величити|величити|V-|veličiti|40
богатити|богатити|V-|bogatiti|40
дъщица|дъщица|Nb|dъščika|fem_a_PV3
прѣподобиѥ|прѣподобие|Nb|perpodobьje|nt_jo
оброкъ|оброкъ|Nb|obrokъ|masc_o
разгънѫти|разгънути|V-|orzgъnǫti|22
плакати#2|плакати|V-|plakati|52
извести#2|извести|V-|jьzvesti|11
назьрѣти|назьрѣти|V-|nazьrěti|31
приразити|приразити|V-|priraziti|40
наинъ|наинъ|Ne|najinъ|masc_o
подълагати|подълагати|V-|podъlagati|54
отѧгъчити|отягъчити|V-|otęgъčiti|40
приключаи|приключаи|Nb|prikĺučǢjь|masc_jo
богатѣти|богатѣти|V-|bogatěti|32
оупивати|упивати|V-|upivati|54
осꙑпати|осыпати|V-|osypati|52
шьстиѥ|шьствие|Nb|šьstvьje|nt_jo
трѫдъ|трудъ|Nb|trǫdъ|masc_o
посѣсти|посѣсти|V-|posěsti|infix_11
домовьнъ|домовьныи|A-|domovьnъ|adj_hard
строѥниѥ|строение|Nb|strojenьje|nt_jo
икономъ|икономъ|Nb|ikonomъ|masc_o
облизати|облизати|V-|oblizati|52
възмагати|възмагати|V-|vъzmagati|54
орати|орати|V-|orati|52
саждати|сажати|V-|saђǢti|54
осѣсти|осѣсти|V-|osěsti|infix_11
състати|състати|V-|sъstati|stati
нестроѥниѥ|нестроение|Nb|nestrojenьje|nt_jo
страхованиѥ|страхование|Nb|straxovanьje|nt_jo
посѫдити|посудити|V-|posǫditi|40
сꙑръ|сырыи|A-|syrъ|adj_hard
сънѣдьнъ|сънѣдьныи|A-|sъnědьnъ|adj_hard
бъчела|бъчела|Nb|bъčela|fem_a
врьвь|вьрвь|Nb|vŕ̥vь|fem_i
тъгдажде|тъгдаже|Df|tъgъdaђe|
ѩчьнъ|ячьныи|A-|jęčьnъ|adj_hard
пиво|пиво|Nb|pivo|nt_o
литра|литра|Nb|litra|fem_a
тьсть|тьсть|Nb|tьstь|masc_i
истъкати|истъкати|V-|jьstъkati|51
съвити|съвити|V-|sъviti|17
доунѫти|дунути|V-|dunǫti|22
лъживъ|лъживыи|A-|lъživъ|adj_hard
оутроудити|утрудити|V-|utruditi|40
посѣщати|посѣщати|V-|posěћǢti|54
гръдость|гърдость|Nb|gr̥dostь|fem_i
оскврьнꙗти|осквьрняти|V-|oskvŕ̥ńǢti|54
прѣсѣдѣти|пересѣдѣти|V-|persěděti|31
мꙑто|мыто|Nb|myto|nt_o
зѣница|зѣница|Nb|zěnika|fem_a_PV3
възгрьмѣти|възгрьмѣти|V-|vъzgrьměti|31
озълоблѥниѥ|озълобление|Nb|ozъlobĺenьje|nt_jo
погладити|погладити|V-|pogladiti|40
възвеличати|възвеличати|V-|vъzveličǢti|54
ѩзꙑчьнъ|язычьныи|A-|języčьnъ|adj_hard
покоинъ|покоиныи|A-|pokojьnъ|adj_hard
незълобивъ|незълобивыи|A-|nezъlobivъ|adj_hard
въселѥниѥ|въселение|Nb|vъsedĺenьje|nt_jo
въплъчити|въпълчити|V-|vъpl̥čiti|40
ниже|ниже|C-|niže|
отѧготѣти|отяготѣти|V-|otęgotěti|32
трьнъ|тьрнъ|Nb|tŕ̥nъ|masc_o
челюсть|челюсть|Nb|čeĺustь|fem_i
въстѧгнѫти|въстягнути|V-|vъstęgnǫti|21
оплъчити|опълчити|V-|opl̥čiti|40
населити|населити|V-|nasedliti|40
въспоминаниѥ|въспоминание|Nb|vъspominanьje|nt_jo
прѣвъзити|прѣвъзити|V-|pervъzjьti|jьti
лъжьнъ|лъжьныи|A-|lъžьnъ|adj_hard
оумрьщвлꙗти|умьрщвляти|V-|umŕ̥ћvĺǢti|54
позлатити|позолотити|V-|pozoltiti|40
въшоумѣти|въшумѣти|V-|vъšuměti|32
разбогатѣти|разбогатѣти|V-|orzbogatěti|32
клеветати|клеветати|V-|klevetati|52
истьлити|истьлити|V-|jьstьliti|40
поръпътати|поръпътати|V-|porъpъtati|52
размѣрити|размѣрити|V-|orzměriti|40
оутрьнѫти|утьрпнути|V-|utŕ̥pnǫti|21
бразда|бразда|Nb|borzda|fem_a
позьрѣти|позьрѣти|V-|pozьrěti|31
ѥлико|елико|Dq|jeliko|
западьнъ|западьныи|A-|zapadьnъ|adj_hard
перьнатъ|перьнатыи|A-|perьnatъ|adj_hard
станъ|станъ|Nb|stanъ|masc_o
жаба|жаба|Nb|žǢba|fem_a
чрьница|чьрница|Nb|čŕ̥nika|fem_a_PV3
посъланиѥ|посълание|Nb|posъlanьje|nt_jo
оплакати|оплакати|V-|oplakati|52
доилица|доилица|Nb|dojidlika|fem_a_PV3
подрьжати|подьржати|V-|podŕ̥žǢti|31
въхождениѥ|въхождение|Nb|vъxoђenьje|nt_jo
ловьчь|ловьчии|A-|lovьčь|adj_soft
маститъ|маститыи|A-|mastitъ|adj_hard
избивати|избивати|V-|jьzbivati|54
растварꙗти|растваряти|V-|orstvaŕǢti|54
окови|оковъ|Nb|okovъ|masc_o
пиꙗнъ|пияныи|A-|pьjǢnъ|adj_hard
насѣꙗти|насѣяти|V-|nasějǢti|53
житьнъ|житьныи|A-|žitьnъ|adj_hard
дьньница|дьньница|Nb|dьnьnika|fem_a_PV3
расъмотрити|расъмотрити|V-|orssъmotriti|40
варъваръ|варъваръ|Nb|varъvarъ|masc_o
отъставити|отъставити|V-|otъstaviti|40
глоумлѥниѥ|глумление|Nb|glumĺenьje|nt_jo
прѣстѫпьникъ|прѣступьникъ|Nb|perstǫpьnikъ|masc_o
направлꙗти|направляти|V-|napravĺǢti|54
клевета|клевета|Nb|kleveta|fem_a
причѧстиѥ|причастие|Nb|pričęstьje|nt_jo
отъдоити|отъдоити|V-|otъdojiti|40
кивотъ|кивотъ|Nb|ḱivotъ|masc_o
брада|борода|Nb|borda|fem_a
врьбиѥ|вьрбие|Nb|vŕ̥bьje|nt_jo
оплъчати|опълчати|V-|opl̥čǢti|54
коньскъ|коньскыи|A-|końьskъ|adj_hard
мьгла|мьгла|Nb|mьgla|fem_a
томлѥниѥ|томление|Nb|tomĺenьje|nt_jo
владꙑчица|владычица|Nb|voldyčika|fem_a_PV3
подъстьлати|подъстьлати|V-|podъstьlati|52_abl
влъшьбьнъ|вълшьбьныи|A-|vl̥šьbьnъ|adj_hard
похотѣти|похотѣти|V-|poxotěti|will
оуспѣвати|успѣвати|V-|uspěvati|54
окрѫгъ|округъ|R-|okrǫgъ|
пожалити|пожалити|V-|požǢliti|40
въобразити|въобразити|V-|vъobraziti|40
никъто|никъто|Px|nikъto|kъto
клати|колоти|V-|kolti|16
дожьдати|дожьдати|V-|dožьdati|51_abl
вести#2|вести|V-|vesti|11
одьрати|одьрати|V-|odьrati|51_abl
льгъкъ|льгъкыи|A-|lьgъkъ|adj_hard
градьскъ|городьскыи|A-|gordьskъ|adj_hard
привести#2|привести|V-|privesti|11
възвѣщениѥ|възвѣщение|Nb|vъzvěšћenьje|nt_jo
приготовити|приготовити|V-|prigotoviti|40
опоустѣти|опустѣти|V-|opustěti|32
говорити|говорити|V-|govoriti|40
дъждевъ|дъждевыи|A-|dъžђevъ|adj_hard
прѣтрьти|перетьрти|V-|pertŕ̥ti|rti
не вѣдѣти|невѣдѣти|V-|nevěděti|wote
пронꙑрьство|пронырьство|Nb|pronyrьstvo|nt_o
стьлати|стьлати|V-|stьlati|52_abl
въстѧѕати#2|въстязати|V-|vъstęgati|54
добро|добро|Df|dobro|
ꙗдро|ядро|Nb|jǢdro|nt_o
лаꙗти#2|лаяти|V-|lajǢti|53
мѣсѧчьнъ|мѣсячьныи|A-|měsęčьnъ|adj_hard
поустошь|пустошь|Nb|pustošь|fem_i
ꙗдѣниѥ|ядение|Nb|jǢdenьje|nt_jo
съпаниѥ|съпание|Nb|sъpanьje|nt_jo
оутѧгнѫти|утягнути|V-|utęgnǫti|21
мѫченица|мученица|Nb|mǫčenika|fem_a_PV3
отъплатити|отъплатити|V-|otъplatiti|40
жаль|жаль|Nb|žǢlь|fem_i
легъкъ|льгъкыи|A-|lьgъkъ|adj_hard
тѧгота|тягота|Nb|tęgota|fem_a
зажещи|зажечи|V-|zažeћi|11
раширꙗти|раширяти|V-|orsšiŕǢti|54
сълежати|сълежати|V-|sъležǢti|31
извъноу|извъну|Df|jьzvъnu|
поспѣшьствовати|поспѣшьствовати|V-|pospěšьstvovati|61
благодатьнъ|благодатьныи|A-|bolgodatьnъ|adj_hard
съгънѫти|съгънути|V-|sъgъnǫti|22
приѩтьнъ|приятьныи|A-|prijętьnъ|adj_hard
пронести|пронести|V-|pronesti|11
челѣдь|челядь|Nb|čeĺǢdь|fem_i
корьць|корьць|Nb|korьkь|masc_o_PV3
моръ|моръ|Nb|morъ|masc_o
отѧжати|отяжати|V-|otęžǢti|54
помрькнѫти|помьркнути|V-|pomŕ̥knǫti|21
опроврѣщи|опроврѣщи|V-|oproverћi|14
коупльнъ|купльныи|A-|kupĺьnъ|adj_hard
искрь|искрь|R-|jьskrь|
плавъ|половыи|A-|polvъ|adj_hard
движениѥ|движение|Nb|dviženьje|nt_jo
грети|грети|V-|greti|11
обрѣзати#2|обрѣзати|V-|obrězati|54
распѫдити|распудити|V-|orspǫditi|40
осьль|осьлии|A-|osьĺь|adj_soft
съзирати|съзирати|V-|sъzirati|54
погꙑбѣльнъ|погыбѣльныи|A-|pogybělьnъ|adj_hard
съмѣшениѥ|съмѣшение|Nb|sъměšenьje|nt_jo
шѧтати|шатати|V-|šętati|54
законодавьць|законодавьць|Nb|zakonodavьkь|masc_o_PV3
възгарати|възгарати|V-|vъzgarati|54
съмѣрьнъ|съмѣрьныи|A-|sъměrьnъ|adj_hard
врабии|воробии|Nb|vorbьjь|masc_jo
тоулъ|тулъ|Nb|tulъ|masc_o
прѣдъзьрѣти|прѣдъзьрѣти|V-|perdъzьrěti|31
защищениѥ|защищение|Nb|zaščiћenьje|nt_jo
прильнѫти|прильпнути|V-|prilьpnǫti|21
невѣждьство|невѣжьство|Nb|nevěђьstvo|nt_o
мирьно|мирьно|Df|mirьno|
заимати|заимати|V-|zajьmati|52_abl
вꙑсити|высити|V-|vysiti|40
съгнити|съгнити|V-|sъgniti|32
съгрѣти|съгрѣти|V-|sъgrěti|32
съвитъкъ|съвитъкъ|Nb|sъvitъkъ|masc_o
вꙑврѣщи|выврѣщи|V-|vyverћi|14
потопьнъ|потопьныи|A-|potopьnъ|adj_hard
маслина|маслина|Nb|maslina|fem_a
полетѣти|полетѣти|V-|poletěti|31
мимотещи|мимотещи|V-|mimoteћi|11
мѣрило|мѣрило|Nb|měridlo|nt_o
посъпати|посъпати|V-|posъpati|sleep
срамота|соромота|Nb|sormota|fem_a
издѣꙗти|издѣяти|V-|jьzdějǢti|53
изнемагати|изнемагати|V-|jьznemagati|54
оудалꙗти|удаляти|V-|udaĺǢti|54
расѣщи|расѣщи|V-|orssěћi|11
сѣчиво|сѣчиво|Nb|sěčivo|nt_o
вꙑгонити|выгонити|V-|vygoniti|40
ожещи|ожещи|V-|ožeћi|11
оущедрити|ущедрити|V-|uščedriti|40
сѣдѣниѥ|сѣдѣние|Nb|sěděnьje|nt_jo
поострити|поострити|V-|poostriti|40
вечерьнии|вечерьнии|A-|večerьńь|adj_soft
оплъчениѥ|опълчение|Nb|opl̥čenьje|nt_jo
тлъстъ|тълстыи|A-|tl̥stъ|adj_hard
съчитати|съчитати|V-|sъčitati|54
облагати|облагати|V-|oblagati|54
дъхнѫти|дъхнути|V-|dъxnǫti|21
строуна|струна|Nb|struna|fem_a
наоучениѥ|научение|Nb|naučenьje|nt_jo
прѣтварꙗти|прѣтваряти|V-|pertvaŕǢti|54
крилатъ|крилатыи|A-|kridlatъ|adj_hard
ѫродъ|уродъ|Nb|ǫrodъ|masc_o
ѥже|еже|Df|ježe|
оутомити|утомити|V-|utomiti|40
дробьнъ|дробьныи|A-|drobьnъ|adj_hard
събити|събити|V-|sъbiti|17
казатель|казатель|Nb|kazateĺь|masc_tel
разлиꙗти|разлияти|V-|orzlьjǢti|53_abl
фараонъ|фараонъ|Nb|faraonъ|masc_o
мокръ|мокрыи|A-|mokrъ|adj_hard
обльгъчити|обльгъчити|V-|oblьgъčiti|40
изметати|изметати|V-|jьzmetati|iskati
зълонравьнъ|зълонравьныи|A-|zъlonorvьnъ|adj_hard
хоть|хоть|Nb|xotь|fem_i
съдѣиствовати|съдѣиствовати|V-|sъdějьstvovati|61
сꙑтъ|сытыи|A-|sytъ|adj_hard
чародѣи#2|чародѣи|Nb|čǢrodějь|masc_jo
издьрати|издьрати|V-|jьzdьrati|51_abl
прѣждереченъ|прѣждереченыи|A-|perђerečenъ|adj_hard
запалити|запалити|V-|zapaliti|40
прѣщедръ|прѣщедрыи|A-|perščedrъ|adj_hard
налиꙗти|налияти|V-|nalьjǢti|53_abl
зачѧтиѥ|зачатие|Nb|začętьje|nt_jo
дрѣводѣлꙗ|дрѣводѣля|Nb|dervoděĺǢ|masc_ja
въспитаниѥ|въспитание|Nb|vъspitanьje|nt_jo
неплодьнъ|неплодьныи|A-|neplodьnъ|adj_hard
сѣнь#2|сѣнь|Nb|sěnь|fem_i
страньнолюбиѥ|страньнолюбие|Nb|stornьnoĺubьje|nt_jo
непрѣмѣньно|непрѣмѣньно|Df|neperměnьno|
съписати#2|съписати|V-|sъpisati|54
о|о|I-|o|
съсѣсти|съсѣсти|V-|sъsěsti|infix_11
позавидѣти|позавидѣти|V-|pozaviděti|viděti
камо|камо|Df|kamo|
срѣда#2|середа|Nb|serda|fem_a
кръмити#2|кърмити|V-|kr̥miti|40
плѣти|полоти|V-|pelti|11
плоути|плути|V-|pluti|uti
цѣсарьскꙑ|цѣсарьскы|Df|kěsaŕьsky|
прибити|прибити|V-|pribiti|17
поити#2|поити|V-|pojiti|40
чьто|чьто|Pr|čьto|
въпадати|въпадати|V-|vъpadati|54
растворити#2|ростворити|V-|orstvoriti|40
оуръвати|уръвати|V-|urъvati|51
роути|рути|V-|ruti|uti
оучоути|учути|V-|učuti|čuti
бъдрость|бъдрость|Nb|bъdrostь|fem_i
вꙑти|выти|V-|vyti|18
обрѣзати|обрѣзати|V-|obrězati|54
оурѣзати#2|урѣзати|V-|urězati|54
мимо|мимо|Df|mimo|
възрасти|възрасти|V-|vъzorsti|11
бръзъ|бързыи|A-|br̥zъ|adj_hard
гасити|гасити|V-|gasiti|40
съмирꙗти|съмиряти|V-|sъmiŕǢti|54
приломити|приломити|V-|prilomiti|40
привести#1|привести|V-|privesti|11
стихъ|стихъ|Nb|stixъ|masc_o
любо|любо|G-|ĺubo|
съписати|съписати|V-|sъpisati|54
плакати|плакати|V-|plakati|52
тѫдѣ|тудѣ|Df|tǫdě|
достати|достати|V-|dostati|stati
привѧзати#2|привязати|V-|privęzati|54
съказати#2|съказати|V-|sъkazati|52
съвѧзати#2|съвязати|V-|sъvęzati|54
въметати#2|въметати|V-|vъmetati|iskati
отъкръвениѥ|отъкръвение|Nb|otъkrъvenьje|nt_jo
оклеветати#2|оклеветати|V-|oklevetati|52
прѣпоꙗсати#2|прѣпоясати|V-|perpojǢsati|54
подвиѕати#2|подвизати|V-|podvigati|52
осѧѕати#2|осязати|V-|osęgati|54
жѧдати#2|жадати|V-|žędati|54
наказати#2|наказати|V-|nakazati|54
оувѧзати#2|увязати|V-|uvęzati|54
въздвиѕати#2|въздвизати|V-|vъzdvigati|54
погꙑбати#2|погыбати|V-|pogybati|54
посꙑпати#2|посыпати|V-|posypati|54
ѫдолиѥ|удолие|Nb|ǫdolьje|nt_jo
прорицати#2|прорицати|V-|prorikati|52
нарицати#2|нарицати|V-|narikati|52
рѫкоѩть|рукоять|Nb|rǫkojętь|fem_i
стопа|стопа|Nb|stopa|fem_a
оуньзнѫти|уньзнути|V-|unьznǫti|21
объстоꙗниѥ|объстояние|Nb|obъstojǢnьje|nt_jo
възискати#2|възискати|V-|vъziskati|54
помѣтати|помѣтати|V-|pomětati|54
