id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
6602,богоавлѥниѥ,Nb,богоавленіе,1,,,,,,supr_fixed,,,,32
6603,скѵѳопольскъ,A-,скуѳопольскъ,1,,,,,,supr_fixed,,,,32
6604,бещиниѥ,Nb,бештініе,1,,,,,,supr_fixed,,,,32
6605,бещиньнъ,A-,бештіньнъ,4,,,,,,supr_fixed,,vit-meth,,160
6606,роувинь,A-,роувінь,1,,,,,,supr_fixed,,,,32
6607,пѧтьдесѧтънъ,Mo,пѧтьдесѧтънъ,1,,,,,,supr_fixed,,,,32
6608,оумьнъ,A-,оумьнъ,2,,,,,,supr_fixed,,,,32
6609,видовати,V-,відоваті,2,,,,,,supr_fixed,,,,32
6610,събираниѥ,Nb,събіраніе,3,,,,,,supr_fixed,,,,32
6611,саморастꙑ,A-,саморастъі,1,,,,,,supr_fixed,,,,32
6612,мелагрии,Nb,мелагріі,2,,,,,,supr_fixed,,,,32
6613,оходьникъ,Nb,оходьнікъ,1,,,,,,supr_fixed,,,,32
6614,хождениѥ,Nb,хожденіе,4,,,,,,supr_fixed,,,,32
6615,съхождениѥ,Nb,съхожденіе,2,,,,,,supr_fixed,,,,32
6616,беспѫтьнъ,A-,беспѫтьнъ,1,,,,,,supr_fixed,,,,32
6617,задоушити,V-,задоушіті,1,,,,,,supr_fixed,,,,32
6618,амбакоумъ,Ne,амбакоумъ,2,,,,,,supr_fixed,,,,32
6619,роува,Ne,роува,3,,,,,,supr_fixed,,,,32
6620,прѣкръмити,V-,прѣкръміті,3,,,,,,supr_fixed,,,,32
6621,изобильнъ,A-,ізобільнъ,1,,,,,,supr_fixed,,,,32
6622,накръмити,V-,накръміті,3,,,,,,supr_fixed,,,,32
6623,страдьба,Nb,страдьба,1,,,,,,supr_fixed,,,,32
6624,насꙑщаниѥ,Nb,насъіштаніе,1,,,,,,supr_fixed,,,,32
6625,нѣкто,Px,нѣкто,4,,,,,,supr_fixed,,,,32
6626,незнаѥмъ,A-,незнаемъ,2,,,,,,supr_fixed,,,,32
6627,сꙑръ,Nb,съіръ,1,,,,,,supr_fixed,,,,32
6628,криница,Nb,крініца,1,,,,,,supr_fixed,,,,32
6629,мрѣти,V-,мрѣті,2,,,,,,supr_fixed,,,,32
6630,поболѣти,V-,поболѣті,1,,,,,,supr_fixed,,,,32
6631,аламоундарь,Ne,аламоундарь,1,,,,,,supr_fixed,,,,32
6632,сисикъ,Ne,сісікъ,1,,,,,,supr_fixed,,,,32
6633,аравиꙗ,Ne,аравіѣ,1,,,,,,supr_fixed,,,,32
6634,палестинъ,Ne,палестінъ,1,,,,,,supr_fixed,,,,32
6635,несъвѣда,Nb,несъвѣда,1,,,,,,supr_fixed,,,,32
6636,амидьскъ,A-,амідьскъ,1,,,,,,supr_fixed,,,,32
6637,мльчании,Nb,мльчаніі,1,,,,,,supr_fixed,,,,32
6638,оубѣжище,Nb,оубѣжіште,1,,,,,,supr_fixed,,,,32
6639,видомъ,A-,відомъ,4,,,,,,supr_fixed,,,,32
6640,дьниѭ,Df,дьніѭ,2,,,,,,supr_fixed,,,,32
6641,отъстѫпати,V-,отъстѫпаті,1,,,,,,supr_fixed,,,,32
6642,отъоумꙑти,V-,отъоумъіті,1,,,,,,supr_fixed,,,,32
6643,скѵѳополь,Ne,скуѳополь,1,,,,,,supr_fixed,,,,32
6644,граждениѥ,Nb,гражденіе,1,,,,,,supr_fixed,,,,32
6645,прихождениѥ,Nb,пріхожденіе,1,,,,,,supr_fixed,,,,32
6646,асиꙗнъ,A-,асіѣнъ,1,,,,,,supr_fixed,,,,32
6647,еѳерии,Ne,еѳеріі,4,,,,,,supr_fixed,,,,32
6648,достоинѣ,Df,достоінѣ,1,,,,,,supr_fixed,,,,32
6649,животворивъ,A-,жівотворівъ,3,,,,,,supr_fixed,,,,32
6650,отьчина,Nb,отьчіна,3,,,,,,supr_fixed,,,,32
6651,отъплоути,V-,отъплоуті,2,,,,,,supr_fixed,,,,32
6652,сѫпротивовѣтриѥ,Nb,сѫпротівовѣтріе,1,,,,,,supr_fixed,,,,32
6653,аскалонъ,Ne,аскалонъ,1,,,,,,supr_fixed,,,,32
6654,побесѣдовати,V-,побесѣдоваті,1,,,,,,supr_fixed,,,,32
6655,своѥвольствьнъ,A-,своевольствьнъ,1,,,,,,supr_fixed,,,,32
6656,мльчальникъ,Nb,мльчальнікъ,1,,,,,,supr_fixed,,,,32
6657,продльжениѥ,Nb,продльженіе,1,,,,,,supr_fixed,,,,32
6658,заклѧти,V-,заклѧті,2,,,,,,supr_fixed,vit-const,,,96
6659,прѣчоудити,V-,прѣчоудіті,1,,,,,,supr_fixed,,,,32
6660,седмьдесѧтьнъ,Mo,седмьдесѧтьнъ,1,,,,,,supr_fixed,,,,32
6661,декѧбръ,Nb,декѧбръ,1,,,,,,supr_fixed,,,,32
6662,оувѣтъ,Nb,оувѣтъ,1,,,,,,supr_fixed,,,,32
6663,виѳлеемь,Ne,віѳлеемь,4,,,,,,supr_fixed,vit-const,,,96
6664,папрьтъ,Nb,папрьтъ,2,,,,,,supr_fixed,,,,32
6665,добровониѥ,Nb,добровоніе,1,,,,,,supr_fixed,,,,32
6666,ливиꙗда,Ne,лівіѣда,1,,,,,,supr_fixed,,,,32
6667,нѣ,Pp,нѣ,1,,,,,,supr_fixed,,,,32
6668,срьбаниѥ,Nb,срьбаніе,1,,,,,,supr_fixed,,,,32
6669,ѳѵмиꙗтосьнь,A-,ѳуміѣтосьнь,1,,,,,,supr_fixed,,,,32
6670,десити,V-,десіті,2,,,,,,supr_fixed,,,,32
6671,затъкнѫти,V-,затъкнѫті,2,,,,,,supr_fixed,,,,32
6672,оукропъ,Nb,оукропъ,1,,,,,,supr_fixed,,,,32
6673,ѳьмьꙗньница,Nb,ѳьмьѣньніца,1,,,,,,supr_fixed,,,,32
6674,исꙑпати#2,V-,ісъіпаті#2,2,,,,,,supr_fixed,,,zogr,288
6675,въпечалити,V-,въпечаліті,1,,,,,,supr_fixed,,,,32
6676,кападокиса,Nb,кападокіса,1,,,,,,supr_fixed,,,,32
6677,василина,Ne,васіліна,3,,,,,,supr_fixed,,,,32
6678,диꙗкониса,Nb,діѣконіса,3,,,,,,supr_fixed,,,,32
6679,самъчии,Nb,самъчіі,1,,,,,,supr_fixed,,,,32
6680,приобьщати,V-,пріобьштаті,2,,,,,,supr_fixed,,,,32
6681,севꙑровъ,A-,севъіровъ,1,,,,,,supr_fixed,,,,32
6682,зъловѣрьство,Nb,зъловѣрьство,1,,,,,,supr_fixed,,,,32
6683,пристроити,V-,прістроіті,1,,,,,,supr_fixed,,,,32
6684,приобьщити,V-,пріобьштіті,5,,,,,,supr_fixed,,,,32
6685,мѫдръствованиѥ,Nb,мѫдръствованіе,1,,,,,,supr_fixed,,,,32
6686,старьчь,A-,старьчь,4,,,,,,supr_fixed,,,,32
6687,прозорьнъ,A-,прозорьнъ,1,,,,,,supr_fixed,,,,32
6688,извѣщаниѥ,Nb,ізвѣштаніе,1,,,,,,supr_fixed,,,,32
6689,дъводоушиѥ,Nb,дъводоушіе,1,,,,,,supr_fixed,,,,32
6690,обавлѥниѥ,Nb,обавленіе,2,,,,,,supr_fixed,,,,32
6691,ключаѥмъ,A-,ключаемъ,1,,,,,,supr_fixed,,,,32
6692,станиѥ,Nb,станіе,1,,,,,,supr_fixed,,,,32
6693,стелꙗ,Nb,стелѣ,1,,,,,,supr_fixed,,,,32
6694,брѣжьнъ,A-,брѣжьнъ,1,,,,,,supr_fixed,,,,32
6695,сѣдати,V-,сѣдаті,2,,,,,,supr_fixed,,,,32
6696,въздрастити,V-,въздрастіті,2,,,,,,supr_fixed,,,,32
6697,показаниѥ,Nb,показаніе,4,,,,,,supr_fixed,,,,32
6698,стропъ,Nb,стропъ,1,,,,,,supr_fixed,,,,32
6699,отъстропити,V-,отъстропіті,1,,,,,,supr_fixed,,,,32
6700,сесь,I-,сесь,1,,,,,,supr_fixed,,,,32
6701,изобати,V-,ізобаті,1,,,,,,supr_fixed,,,,32
6702,расъмащрꙗти,V-,расъмаштрѣті,2,,,,,,supr_fixed,,,,32
6703,въкоренити,V-,въкореніті,4,,,,,,supr_fixed,,,,32
6704,распалина,Nb,распаліна,1,,,,,,supr_fixed,,,,32
6705,вѣдь,Nb,вѣдь,4,,,,,,supr_fixed,,,,32
6706,соухота,Nb,соухота,2,,,,,,supr_fixed,,,,32
6707,лаврьскъ,A-,лаврьскъ,1,,,,,,supr_fixed,,,,32
6708,дѫбиѥ,Nb,дѫбіе,2,,,,,,supr_fixed,,,,32
6709,подъгориѥ,Nb,подъгоріе,1,,,,,,supr_fixed,,,,32
6710,поточьнъ,A-,поточьнъ,1,,,,,,supr_fixed,,,,32
6711,оригенъ,Ne,орігенъ,1,,,,,,supr_fixed,,,,32
6712,момсоуѥстиискъ,A-,момсоуестііскъ,1,,,,,,supr_fixed,,,,32
6713,съписати#2,V-,съпісаті#2,1,,,,,,supr_fixed,,,,32
6714,оумрьтвиѥ,Nb,оумрьтвіе,2,,,,,,supr_fixed,,,,32
6715,спѣшьнъ,A-,спѣшьнъ,2,,,,,,supr_fixed,vit-const,,,96
6716,сътьнъ,Mo,сътьнъ,1,,,,,,supr_fixed,,,,32
6717,пооустьнъ,A-,пооустьнъ,1,,,,,,supr_fixed,,,,32
6718,чьтениѥ,Nb,чьтеніе,1,,,,,,supr_fixed,,,,32
6719,иновѣрьникъ,Nb,іновѣрьнікъ,2,,,,,,supr_fixed,,,,32
6720,зълодѣинъ,A-,зълодѣінъ,1,,,,,,supr_fixed,,,,32
6721,иновѣрьнъ,A-,іновѣрьнъ,1,,,,,,supr_fixed,,,,32
6722,дѣѥши,Du,дѣеші,19,,,,,,supr_fixed,,,,32
6723,извѣтъ,Nb,ізвѣтъ,5,,,,,,supr_fixed,,,,32
6724,лазаровъ,A-,лазаровъ,4,,,,,,supr_fixed,,,,32
6725,невѣсть,Nb,невѣсть,10,,,,,,supr_fixed,,,,32
6726,сѫпротивиѥ,Nb,сѫпротівіе,1,,,,,,supr_fixed,,,,32
6727,пространо,Df,пространо,3,,,,,,supr_fixed,,,,32
6728,каинъ,Ne,каінъ,6,,,,,,supr_fixed,,,,32
6729,крати,Nb,краті,1,,,,,,supr_fixed,,,,32
6730,амосъ,Ne,амосъ,1,,,,,,supr_fixed,,,,32
6731,о,I-,о,1,,,,,,supr_fixed,,,,32
6732,не вѣдѣти,V-,не вѣдѣті,2,,,,,,supr_fixed,,,,32
6733,опасьно,Df,опасьно,3,,,,,,supr_fixed,,,,32
6734,опꙑтати,V-,опъітаті,2,,,,,,supr_fixed,,,,32
6735,казити,V-,казіті,1,,,,,,supr_fixed,,,,32
6736,прорицати,V-,проріцаті,6,,,,,,supr_fixed,vit-const,,,96
6737,абвгдежѕꙁии҄клмнѡ,I-,абвгдежззііклмно,1,,,,,,supr_fixed,,,,32
6738,невѣдѣниѥ,Nb,невѣдѣніе,2,,,,,,supr_fixed,,,,32
6739,опасениѥ,Nb,опасеніе,3,,,,,,supr_fixed,,,,32
6740,или,Du,ілі,4,,,,,,supr_fixed,,,,32
6741,въставлѥниѥ,Nb,въставленіе,1,,,,,,supr_fixed,,,,32
6742,тавиѳа,Ne,тавіѳа,2,,,,,,supr_fixed,,,,32
6743,недѫживъ,A-,недѫжівъ,1,,,,,,supr_fixed,,,,32
6744,цѣльба,Nb,цѣльба,16,,,,,,supr_fixed,,,,32
6745,подрагъ,Nb,подрагъ,4,,,,,,supr_fixed,,,,32
6746,годити,V-,годіті,1,,,,,,supr_fixed,,,,32
6747,сѫпротивь,Df,сѫпротівь,4,,,,,,supr_fixed,,,,32
6748,съплескати,V-,съплескаті,4,,,,,,supr_fixed,,,,32
6749,съплесканиѥ,Nb,съплесканіе,1,,,,,,supr_fixed,,,,32
6750,ацѣ,Df,ацѣ,2,,,,,,supr_fixed,,,,32
6751,вълазъ,Nb,вълазъ,3,,,,,,supr_fixed,,,,32
6752,пламѣнъ,A-,пламѣнъ,2,,,,,,supr_fixed,,,,32
6753,благодарити,V-,благодаріті,9,,,,,,supr_fixed,,,,32
6754,издати,V-,іздаті,2,,,,,,supr_fixed,,,,32
6755,въглашениѥ,Nb,въглашеніе,1,,,,,,supr_fixed,,,,32
6756,опасъ,Nb,опасъ,1,,,,,,supr_fixed,,,,32
6757,господьство,Nb,господьство,2,,,,,,supr_fixed,,,,32
6758,жоупиште,Nb,жоупіште,3,,,,,,supr_fixed,,,,32
6759,ѡле,I-,оле,4,,,,,,supr_fixed,,,,32
6760,разврѣщи,V-,разврѣшті,3,,,,,,supr_fixed,,,,32
6761,нарокъ,Nb,нарокъ,2,,,,,,supr_fixed,,,,32
6762,распоустити,V-,распоустіті,1,,,,,,supr_fixed,,,,32
6763,нꙑнѣчоу,Df,нъінѣчоу,7,,,,,,supr_fixed,,,,32
6764,оувѧзати,V-,оувѧзаті,2,,,,,,supr_fixed,,,,32
6765,веле,I-,веле,13,,,,,,supr_fixed,,,,32
6766,погрибати,V-,погрібаті,2,,,,,,supr_fixed,,,,32
6767,чѧдолюбъ,A-,чѧдолюбъ,2,,,,,,supr_fixed,,,,32
6768,съсъ,Nb,съсъ,5,,,,,,supr_fixed,,,,32
6769,привлачити,V-,прівлачіті,1,,,,,,supr_fixed,,,,32
6770,съсѣсти,V-,съсѣсті,1,,,,,,supr_fixed,,,,32
6771,осꙑрѣти,V-,осъірѣті,1,,,,,,supr_fixed,,,,32
6772,забꙑтиѥ,Nb,забъітіе,1,,,,,,supr_fixed,,,,32
6773,евангелиискъ,A-,евангелііскъ,5,,,,,,supr_fixed,,,,32
6774,печалити,V-,печаліті,1,,,,,,supr_fixed,,,,32
6775,сѣ,I-,сѣ,2,,,,,,supr_fixed,,,,32
6776,потрѣбованиѥ,Nb,потрѣбованіе,1,,,,,,supr_fixed,,,,32
6777,въславити,V-,въславіті,2,,,,,,supr_fixed,,,,32
6778,правитель,Nb,правітель,1,,,,,,supr_fixed,,,,32
6779,сѫпьрьникъ,Nb,сѫпьрьнікъ,2,,,,,,supr_fixed,,,,32
6780,въчѧло,Nb,въчѧло,1,,,,,,supr_fixed,,,,32
6781,благочьстиѥ,Nb,благочьстіе,9,,,,,,supr_fixed,,,,32
6782,съмотрѥниѥ,Nb,съмотреніе,4,,,,,,supr_fixed,vit-const,,,96
6783,прогонити,V-,прогоніті,10,,,,,,supr_fixed,,vit-meth,,160
6784,росити,V-,росіті,1,,,,,,supr_fixed,,,,32
6785,осило,Ne,осіло,1,,,,,,supr_fixed,,,,32
6786,сълоучаи,Nb,сълоучаі,1,,,,,,supr_fixed,,,,32
6787,извѣсть,A-,ізвѣсть,1,,,,,,supr_fixed,,,,32
6788,богочьстьно,Df,богочьстьно,1,,,,,,supr_fixed,,,,32
6789,врачьбьно,Df,врачьбьно,1,,,,,,supr_fixed,,,,32
6790,врѣждати,V-,врѣждаті,2,,,,,,supr_fixed,,,,32
6791,продльжати,V-,продльжаті,3,,,,,,supr_fixed,,,,32
6792,изоуньшина,Nb,ізоуньшіна,1,,,,,,supr_fixed,,,,32
6793,дроужьнь,A-,дроужьнь,1,,,,,,supr_fixed,,,,32
6794,отъдъшениѥ,Nb,отъдъшеніе,1,,,,,,supr_fixed,,,,32
6795,разорѥниѥ,Nb,разореніе,2,,,,,,supr_fixed,,,,32
6796,поспѣшениѥ,Nb,поспѣшеніе,3,,,,,,supr_fixed,,,,32
6797,съкратити,V-,съкратіті,1,,,,,,supr_fixed,,,,32
6798,когда,Dq,когда,1,,,,,,supr_fixed,,,,32
6799,невидомъ,A-,невідомъ,2,,,,,,supr_fixed,,,,32
6800,поспѣшьникъ,Nb,поспѣшьнікъ,3,,,,,,supr_fixed,vit-const,vit-meth,,224
6801,отрѣшениѥ,Nb,отрѣшеніе,2,,,,,,supr_fixed,,,,32
6802,коли,Du,колі,3,,,,,,supr_fixed,,,,32
6803,съмѣшати,V-,съмѣшаті,3,,,,,,supr_fixed,,,,32
6804,чоудодѣниѥ,Nb,чоудодѣніе,3,,,,,,supr_fixed,,,,32
6805,чловѣколюбьствиѥ,Nb,чловѣколюбьствіе,7,,,,,,supr_fixed,,,,32
6806,не просльзити,V-,не просльзіті,1,,,,,,supr_fixed,,,,32
6807,жестость,Nb,жестость,1,,,,,,supr_fixed,,,,32
6808,нечловѣколюбиѥ,Nb,нечловѣколюбіе,1,,,,,,supr_fixed,,,,32
6809,любоплакати,V-,любоплакаті,1,,,,,,supr_fixed,,,,32
6810,немѫжьствьнъ,A-,немѫжьствьнъ,1,,,,,,supr_fixed,,,,32
6811,немогꙑ,A-,немогъі,3,,,,,,supr_fixed,,vit-meth,,160
6812,мьчьтъ,Nb,мьчьтъ,4,,,,,,supr_fixed,,,,32
6813,отъвалѥниѥ,Nb,отъваленіе,1,,,,,,supr_fixed,,,,32
6814,възлюблѥникъ,Nb,възлюбленікъ,3,,,,,,supr_fixed,,,,32
6815,завора,Nb,завора,1,,,,,,supr_fixed,,,,32
6816,тврьдѣль,Nb,тврьдѣль,1,,,,,,supr_fixed,,,,32
6817,исподьнь,A-,ісподьнь,1,,,,,,supr_fixed,,,,32
6818,противъ,Df,протівъ,1,,,,,,supr_fixed,,,,32
6819,тикъ,Nb,тікъ,1,,,,,,supr_fixed,,,,32
6820,врьбьница,Nb,врьбьніца,2,,,,,,supr_fixed,,,,32
6821,притъкъ,Nb,прітъкъ,1,,,,,,supr_fixed,,,,32
6822,любивъ,A-,любівъ,3,,,,,,supr_fixed,,,,32
6823,погꙑбати#2,V-,погъібаті#2,2,,,,,,supr_fixed,,,zogr,288
6824,въскрилити,V-,въскріліті,1,,,,,,supr_fixed,,,,32
6825,алъканиѥ,Nb,алъканіе,4,,,,,,supr_fixed,,vit-meth,,160
6826,побѣдьливъ,A-,побѣдьлівъ,1,,,,,,supr_fixed,,,,32
6827,позъваниѥ,Nb,позъваніе,1,,,,,,supr_fixed,,,,32
6828,ослоушьливъ,A-,ослоушьлівъ,5,,,,,,supr_fixed,,,,32
6829,благодарѥниѥ,Nb,благодареніе,3,,,,,,supr_fixed,,,,32
6830,благословесити,V-,благословесіті,12,,,,,,supr_fixed,,,,32
6831,бѣдити,V-,бѣдіті,3,,,,,,supr_fixed,,vit-meth,,160
6832,новолѣпьнъ,A-,новолѣпьнъ,1,,,,,,supr_fixed,,,,32
6833,неискоусьнъ,A-,неіскоусьнъ,2,,,,,,supr_fixed,,,,32
6834,дѣлꙗ,R-,дѣлѣ,25,,,,,,supr_fixed,,,,32
6835,реть,Nb,реть,2,,,,,,supr_fixed,,,,32
6836,причѧщениѥ,Nb,прічѧштеніе,3,,,,,,supr_fixed,,,,32
6837,боговесельнъ,A-,боговесельнъ,1,,,,,,supr_fixed,,,,32
6838,богонаоученъ,A-,богонаоученъ,2,,,,,,supr_fixed,,,,32
6839,въспоустити,V-,въспоустіті,1,,,,,,supr_fixed,,,,32
6840,привѧзати#2,V-,прівѧзаті#2,1,,,,,,supr_fixed,,,,32
6841,несловесьнъ,A-,несловесьнъ,1,,,,,,supr_fixed,,,,32
6842,възбоуꙗниѥ,Nb,възбоуѣніе,1,,,,,,supr_fixed,,,,32
6843,покорѥниѥ,Nb,покореніе,2,,,,,,supr_fixed,,,,32
6844,познаниѥ,Nb,познаніе,3,,,,,,supr_fixed,,,,32
6845,пророчьскꙑ,Df,пророчьскъі,1,,,,,,supr_fixed,,,,32
6846,дольнь,A-,дольнь,1,,,,,,supr_fixed,,,,32
6847,богословествити,V-,богословествіті,1,,,,,,supr_fixed,,,,32
6848,владꙑчьскъ,A-,владъічьскъ,5,,,,,,supr_fixed,,,,32
6849,бещинаи,A-,бештінаі,1,,,,,,supr_fixed,,,,32
6850,боголѣпьнъ,A-,боголѣпьнъ,2,,,,,,supr_fixed,,,,32
6851,немрьчемъ,A-,немрьчемъ,1,,,,,,supr_fixed,,,,32
6852,глоухъ,Nb,глоухъ,2,,,,,,supr_fixed,,,zogr,288
6853,осльпнѫти,V-,осльпнѫті,3,,,,,,supr_fixed,,,,32
6854,чоудотворьць,Nb,чоудотворьць,1,,,,,,supr_fixed,,,,32
6855,распрѧщи,V-,распрѧшті,1,,,,,,supr_fixed,,,,32
6856,зълобь,Nb,зълобь,12,,,,,,supr_fixed,,,,32
6857,оуходъ,Nb,оуходъ,1,,,,,,supr_fixed,,,,32
6858,недѣланъ,A-,недѣланъ,1,,,,,,supr_fixed,,,,32
6859,винодатиѥ,Nb,вінодатіе,1,,,,,,supr_fixed,,,,32
6860,нетѧжаньнъ,A-,нетѧжаньнъ,1,,,,,,supr_fixed,,,,32
6861,кръмлѥниѥ,Nb,кръмленіе,1,,,,,,supr_fixed,,,,32
6862,прогонѥниѥ,Nb,прогоненіе,1,,,,,,supr_fixed,,,,32
6863,гостиньць,Nb,гостіньць,2,,,,,,supr_fixed,,,,32
6864,несъмꙑшлѥниѥ,Nb,несъмъішленіе,2,,,,,,supr_fixed,,,,32
6865,ханаанъ,Ne,ханаанъ,1,,,,,,supr_fixed,,,,32
6866,бесрамъкъ,Nb,бесрамъкъ,1,,,,,,supr_fixed,,,,32
6867,изоумѣти,V-,ізоумѣті,1,,,,,,supr_fixed,,,,32
6868,богословити,V-,богословіті,3,,,,,,supr_fixed,,,,32
6869,благочьстьно,Df,благочьстьно,1,,,,,,supr_fixed,,,,32
6870,послоуховати,V-,послоуховаті,3,,,,,,supr_fixed,,,,32
6871,ненаоученъ,A-,ненаоученъ,1,,,,,,supr_fixed,,,,32
6872,жестосрьдивъ,A-,жестосрьдівъ,1,,,,,,supr_fixed,,,,32
6873,безъратии,A-,безъратіі,1,,,,,,supr_fixed,,,,32
6874,богословлѥниѥ,Nb,богословленіе,2,,,,,,supr_fixed,,,,32
6875,оусоугоубити,V-,оусоугоубіті,1,,,,,,supr_fixed,,,,32
6876,съмѣжати,V-,съмѣжаті,1,,,,,,supr_fixed,,,,32
6877,съпасовъ,A-,съпасовъ,3,,,,,,supr_fixed,,,,32
6878,нѣмовати,V-,нѣмоваті,1,,,,,,supr_fixed,,,,32
6879,стꙑдѣниѥ,Nb,стъідѣніе,1,,,,,,supr_fixed,,,,32
6880,блажениѥ,Nb,блаженіе,5,,,,,,supr_fixed,,,,32
6881,ооубожати,V-,ооубожаті,1,,,,,,supr_fixed,,,,32
6882,вътороѥ,Df,въторое,1,,,,,,supr_fixed,,,,32
6883,некоуплѥнъ,A-,некоупленъ,1,,,,,,supr_fixed,,,,32
6884,богогодьнъ,A-,богогодьнъ,1,,,,,,supr_fixed,,,,32
6885,обьдо,Nb,обьдо,2,,,,,,supr_fixed,,,,32
6886,начрьпати,V-,начрьпаті,1,,,,,,supr_fixed,,,,32
6887,присносꙑ,A-,прісносъі,2,,,,,,supr_fixed,,,,32
6888,причѧщати,V-,прічѧштаті,4,,,,,,supr_fixed,vit-const,,,96
6889,прибꙑвати,V-,прібъіваті,3,,,,,,supr_fixed,vit-const,,,96
6890,оухоудѣти,V-,оухоудѣті,1,,,,,,supr_fixed,,,,32
6891,самотворьнъ,A-,самотворьнъ,1,,,,,,supr_fixed,,,,32
6892,несъгонимъ,A-,несъгонімъ,1,,,,,,supr_fixed,,,,32
6893,охоудѣти,V-,охоудѣті,1,,,,,,supr_fixed,,,,32
6894,оустѫпити,V-,оустѫпіті,3,,,,,,supr_fixed,,,,32
6895,присность,Nb,прісность,1,,,,,,supr_fixed,,,,32
6896,обьщьство,Nb,обьштьство,1,,,,,,supr_fixed,,,,32
6897,породити,V-,породіті,5,,,,,,supr_fixed,,,,32
6898,вѣрьно,Df,вѣрьно,3,,,,,,supr_fixed,,,,32
6899,приꙗзнивъ,A-,пріѣзнівъ,1,,,,,,supr_fixed,,,,32
6900,отъкѫдоуже,Dq,отъкѫдоуже,1,,,,,,supr_fixed,,,,32
6901,травити,V-,травіті,1,,,,,,supr_fixed,,,,32
6902,лѧцати,V-,лѧцаті,1,,,,,,supr_fixed,,,,32
6903,доушегоубьнъ,A-,доушегоубьнъ,1,,,,,,supr_fixed,,,,32
6904,вьседрьжительство,Nb,вьседрьжітельство,1,,,,,,supr_fixed,,,,32
6905,боуиство,Nb,боуіство,1,,,,,,supr_fixed,,,,32
6906,разграбити,V-,разграбіті,1,,,,,,supr_fixed,,,,32
6907,прокоудьникъ,Nb,прокоудьнікъ,1,,,,,,supr_fixed,,,,32
6908,миротворьць,Nb,міротворьць,1,,,,,,supr_fixed,,,,32
6909,ненавистьникъ,Nb,ненавістьнікъ,1,,,,,,supr_fixed,,,,32
6910,роушити,V-,роушіті,1,,,,,,supr_fixed,,,,32
6911,богопознаниѥ,Nb,богопознаніе,4,,,,,,supr_fixed,,,,32
6912,стꙑдость,Nb,стъідость,2,,,,,,supr_fixed,,,,32
6913,поустошьнъ,A-,поустошьнъ,6,,,,,,supr_fixed,,,,32
6914,благословесьнъ,A-,благословесьнъ,2,,,,,,supr_fixed,,,,32
6915,бесплътьно,Df,бесплътьно,1,,,,,,supr_fixed,,,,32
6916,прѣмѣна,Nb,прѣмѣна,2,,,,,,supr_fixed,,,,32
6917,разлѫка,Nb,разлѫка,1,,,,,,supr_fixed,,,,32
6918,тъщивъ,A-,тъштівъ,1,,,,,,supr_fixed,,,,32
6919,поздьнъ,A-,поздьнъ,1,,,,,,supr_fixed,,,,32
6920,възбѣсьнѣти,V-,възбѣсьнѣті,1,,,,,,supr_fixed,,,,32
6921,обѧщрѥниѥ,Nb,обѧштреніе,2,,,,,,supr_fixed,,,,32
6922,прѣдъизводити,V-,прѣдъізводіті,1,,,,,,supr_fixed,,,,32
6923,въпросъ,Nb,въпросъ,1,,,,,,supr_fixed,,,,32
6924,иже,Pi,іже,1,,,,,,supr_fixed,,,,32
6925,пронꙑрьство,Nb,пронъірьство,2,,,,,,supr_fixed,,,,32
6926,пронꙑрити,V-,пронъіріті,1,,,,,,supr_fixed,,,,32
6927,неразоумьничьнъ,A-,неразоумьнічьнъ,1,,,,,,supr_fixed,,,,32
6928,прѣмлькнѫти,V-,прѣмлькнѫті,1,,,,,,supr_fixed,,,,32
6929,потръгнѫти,V-,потръгнѫті,1,,,,,,supr_fixed,,,,32
6930,проданиѥ,Nb,проданіе,1,,,,,,supr_fixed,,,,32
6931,искоуповати,V-,іскоуповаті,1,,,,,,supr_fixed,,,,32
6932,животворьнъ,A-,жівотворьнъ,1,,,,,,supr_fixed,,,,32
6933,съцѣнити,V-,съцѣніті,2,,,,,,supr_fixed,,,,32
6934,мѣдьница,Nb,мѣдьніца,1,,,,,,supr_fixed,,,,32
6935,прагъ,Nb,прагъ,1,,,,,,supr_fixed,,,,32
6936,прокоуждати,V-,прокоуждаті,1,,,,,,supr_fixed,,,,32
6937,покланити,V-,покланіті,4,,,,,,supr_fixed,,,,32
6938,фотии,Ne,фотіі,2,,,,,,supr_fixed,vit-const,,,96
6939,плескати,V-,плескаті,1,,,,,,supr_fixed,,,,32
6940,сърѣтати,V-,сърѣтаті,2,,,,,,supr_fixed,,,,32
6941,стьлати,V-,стьлаті,2,,,,,,supr_fixed,,,,32
6942,оубои,Nb,оубоі,10,,,,,,supr_fixed,,,,32
6943,лицемѣрьство,Nb,ліцемѣрьство,3,,,,,,supr_fixed,,,,32
6944,горѣ,Df,горѣ,9,,,,,,supr_fixed,vit-const,,,96
6945,ожесточаниѥ,Nb,ожесточаніе,1,,,,,,supr_fixed,,,,32
6946,обѧтрити,V-,обѧтріті,3,,,,,,supr_fixed,,,,32
6947,цѣлѥниѥ,Nb,цѣленіе,1,,,,,,supr_fixed,,,,32
6948,свобождениѥ,Nb,свобожденіе,2,,,,,,supr_fixed,,,,32
6949,вабити,V-,вабіті,1,,,,,,supr_fixed,,,,32
