torot_word|deep_cleaned
ч͗то|что
же|же
ѥ|е
въ|въ
дѣлѣ•|дѣлѣ
ꙗже|ꙗже
дѣтѣльномь|дѣтѣльномь
дѣаниѥмь•|дѣаніемь
ꙁаповѣдьи|заповѣдьі
хв҃ъ•|хв҃ъ
ошаати|ошааті
же|же
сѧ|сѧ
сѫпротивьнꙑхъ•|сѫпротівьнъіхъ
сирѣчь|сірѣчь
пльтьнаго•|пльтьнаго
рекъше|рекъше
диꙗволѧ|діꙗволѧ
мѫдрованьꙗ•|мѫдрованьꙗ
ѥже|еже
ѥсть|есть
любодѣаниѥ•|любодѣаніе
нечистота•|нечістота
идолослѹжениѥ•|ідолослоуженіе
прокажениꙗ•|прокаженіꙗ
вражьдꙑ•|вражьдъі
рьвениꙗ|рьвеніꙗ
ꙁавидꙑ•|завідъі
ꙗрости•|ꙗрості
раꙁдражениꙗ•|раздраженіꙗ
клеветꙑ•|клеветъі
распьрѧ•|распьрѧ
ненависти•|ненавісті
ѹбииства•|оубііства
пиꙗньства•|піꙗньства
игры•|ігръі
скрѣнѧ•|скрѣнѧ
ѭродословьѥ•|ѭродословье
смѣхъ•|смѣхъ
беꙁѹмьѥ•|безоумье
корениꙗ•|кореніꙗ
шьпътꙑ•|шьпътъі
горесть•|горесть
гнѣвъ•|гнѣвъ
хѹлꙑ•|хоулъі
блѧдениꙗ•|блѧденіꙗ
ꙁълобꙑ•|зълобъі
м͗ногословесьꙗ|многословесьꙗ
ꙁъла•|зъла
плетословъꙗ•|плетословъꙗ
лихословъꙗ•|ліхословъꙗ
ѹсильꙗ•|оусільꙗ
несъмѣрениꙗ•|несъмѣреніꙗ
сѫжитиꙗ•|сѫжітіꙗ
приꙁꙑваниꙗ•|прізъіваніꙗ
ѭрождѧ•|ѭрождѧ
дрьлѣниꙗ•|дрьлѣніꙗ
дрочениѥ•|дроченіе
родомь•|родомь
въꙁоромь•|възоромь
страноѭ•|страноѭ
богатьствомь•|богатьствомь
мѫжьствомь•|мѫжьствомь
плътьномь•|плътьномь
словомь•|словомь
рьвениѥ|рьвеніе
съ|съ
побѣдолюбиѥмь•|побѣдолюбіемь
ненависть•|ненавість
памѧти•|памѧті
ꙁълобꙑ•|зълобъі
напрасньѥ•|напраснье
вражьда•|вражьда
льсть•|льсть
въꙁдааниѥ•|въздааніе
лихоꙗдиѥ•|ліхоꙗдіе
несꙑтость•|несъітость
лихоимьѥ•|ліхоімье
ѥже|еже
ѥсть|есть
идолослѹжениѥ•|ідолослоуженіе
сребролюбьѥ•|сребролюбье
корень|корень
в͗семѹ|всемоу
ꙁълѹ•|зълоу
красолюбьѥ•|красолюбье
тъщеславьѥ•|тъщеславье
любосластьѥ•|любосластье
самолюбиѥ•|самолюбіе
шѧтаниѥ•|шѧтаніе
величаниѥ•|велічаніе
ѥже|еже
ꙁоветь|зоветь
сѧ|сѧ
гꙑбѣль•|гъібѣль
прѣꙁорьѥ|прѣзорье
ѥмѹже|емоуже
б҃ъ|б҃ъ
противить|протівіть
сѧ•|сѧ
сии|сіі
же|же
симъ|сімъ
подобна•|подобна
иже|іже
имать|імать
в|в
себѣ|себѣ
плътѧнъ|плътѧнъ
ѥсть•|есть
и|і
сн҃ъ|сн҃ъ
сѫпостащь•|сѫпостащь
рожденоѥ|рожденое
бо|бо
отъ|отъ
плъти|плъті
плъть|плъть
ѥсть•|есть
и|і
отъ|отъ
ꙁемлѧ|землѧ
сꙑ|съі
ꙁемльнаа|земльнаа
гл҃еть•|гл҃еть
ꙁемльнаа|земльнаа
дѣла|дѣла
мѫдрѹѥть•|мѫдроуеть
мѫдрость|мѫдрость
бо|бо
пльнаа•|пльнаа
вражьда|вражьда
на|на
б҃а|б҃а
ѥсть•|есть
ꙁаконѹ|законоу
бо|бо
бж҃ьѭ|бж҃ьѭ
не|не
повинѹѥть|повіноуеть
сѧ•|сѧ
не|не
можеть|можеть
бо•|бо
и|і
въ|въ
таковѣмь|таковѣмь
не|не
живеть|жіветь
дх҃ъ|дх҃ъ
бж҃ьи•|бж҃ьі
не|не
имать|імать
бо|бо
прѣбꙑти|прѣбъіті
рече|рече
дх҃ъ|дх҃ъ
мои•|моі
въ|въ
чл҃цѣхъ|чл҃цѣхъ
сихъ|сіхъ
въ|въ
вѣкъ•|вѣкъ
ꙁане|зане
сѫть|сѫть
плъти•|плъті
иже|іже
не|не
имать|імать
дх҃а|дх҃а
с҃та•|с҃та
то|то
тъ|тъ
нѣсть|нѣсть
того•|того
иже|іже
бо|бо
дх҃ъ|дх҃ъ
бж҃ии|бж҃іі
имать•|імать
дс҃ѣ|дс҃ѣ
бж҃ьи|бж҃ьі
пристаѥть•|прістаеть
и|і
д҃хмъ|д҃хмъ
бж҃ьимь•|бж҃ьімь
дѣаньꙗ|дѣаньꙗ
тѣлесьнаа|тѣлесьнаа
ѹмрьтвѣѥть•|оумрьтвѣеть
живеть|жіветь
бо|бо
б҃ѹ•|б҃оу
въꙁдрьжѧ|въздрьжѧ
и|і
рабощѧꙗ|рабощѧꙗ
плъть•|плъть
да|да
сѧ|сѧ
въселить|въселіть
въ|въ
нь•|нь
с҃тъи|с҃тъі
дх҃ъ|дх҃ъ
мирьнъи•|мірьнъі
и|і
хранимъ|хранімъ
имь|імь
створить|створіть
плодъ|плодъ
вѣрꙑ|вѣръі
добродѣаниꙗ•|добродѣаніꙗ
прѣмѹдости•|прѣмоудості
чистотꙑ•|чістотъі
въꙁдрьжаньꙗ•|въздрьжаньꙗ
любъве•|любъве
бл҃гости•|бл҃гості
трьпѣньѥ•|трьпѣнье
ѹпъваниꙗ•|оупъваніꙗ
ѥдиномꙑсльꙗ•|едіномъісльꙗ
цѣломѫдрьꙗ•|цѣломѫдрьꙗ
хваленьꙗ•|хваленьꙗ
с҃тьбꙑ•|с҃тьбъі
си|сі
и|і
симъ|сімъ
подобнаа•|подобнаа
въводѧть|въводѧть
вь|вь
цр҃ьство|цр҃ьство
нб҃сноѥ•|нб҃сное
а|а
прѣждереченꙑꙗ|прѣждереченъіꙗ
в͗сеꙗ|всеꙗ
плът͗нꙑꙗ|плътнъіꙗ
мѫдрости•|мѫдрості
црс҃твѣ|црс҃твѣ
нб҃снѣмь|нб҃снѣмь
не|не
приближаѭть|прібліжаѭть
сѧ•|сѧ
нъ|нъ
даже|даже
коньца|коньца
не|не
доидеть•|доідеть
прѣдълежѧщеѥ|прѣдълежѧщее
о|о
црс҃твѣ|црс҃твѣ
нбс҃нмь|нбс҃нмь
слово•|слово
нѹждьно|ноуждьно
ми|мі
ꙗвлѧѥть|ꙗвлѧеть
сѧ•|сѧ
повѣстьно|повѣстьно
створи|створі
тебѣ|тебѣ
честьнъи|честьнъі
оч҃е|оч҃е
ѥвъстатиѥ•|евъстатіе
въшедъшеѥ|въшедъшее
ми|мі
нꙑнѣ|нъінѣ
раꙁѹмѣние•|разоумѣніе
такожде|такожде
и|і
се•|се
потрѣб͗но|потрѣбно
же|же
м͗ноѭ|мноѭ
словесьѥ|словесье
ѥже|еже
о|о
црс҃твѣ•|црс҃твѣ
паче|паче
же|же
инѣхъ|інѣхъ
в͗сѣхъ•|всѣхъ
ꙗкоже|ꙗкоже
непьщѫѥть|непьщѫеть
сѧ•|сѧ
ѹспѣшьно|оуспѣшьно
и|і
польꙁьно•|пользьно
ꙁанеже|занеже
беꙁаконениꙗ|безаконеніꙗ
нашѧ|нашѧ
ѹмножишѧ|оумножішѧ
сѧ•|сѧ
и|і
прѣвъꙁидошѧ|прѣвъзідошѧ
главꙑ|главъі
нашѧ•|нашѧ
и|і
не|не
накаꙁахомъ|наказахомъ
сѧ|сѧ
хал͗дѣискоѭ|халдѣіскоѭ
раноѭ•|раноѭ
ни|ні
ѹмѧ|оумѧ
жестокꙑꙗ|жестокъіꙗ
нашеѧ|нашеѧ
вꙑꙗ•|въіꙗ
ꙗромъ|ꙗромъ
ихъ•|іхъ
нъ|нъ
ѥще|еще
паче|паче
о|о
ꙁьлехъ|зьлехъ
мѹжаѥмъ|моужаемъ
сѧ•|сѧ
сего|сего
ради|раді
отъ|отъ
послаблениꙗ|послабленіꙗ
бж҃ьꙗ:|бж҃ьꙗ
принесе|прінесе
намъ|намъ
сотона|сотона
ꙗꙁвѫ•|ꙗзвѫ
могѫщѫѭ|могѫщѫѭ
и|і
ѭтробѫ|ѭтробѫ
костии|костіі
и|і
моꙁговъ|мозговъ
досѧщи•|досѧщі
слꙑшахомъ|слъішахомъ
бо|бо
ѥтера|етера
пришьдъша|прішьдъша
въстокъ•|въстокъ
прѣдътечѧ|прѣдътечѧ
антихрьстова•|антіхрьстова
хотѧща|хотѧща
стола|стола
антиохиискаго|антіохііскаго
обьꙗти•|обьꙗті
атанасѣ|атанасѣ
же|же
наричема•|нарічема
паче|паче
же|же
съмрьть|съмрьть
бесъмрьтиѥ|бесъмрьтіе
аполинаревꙑ•|аполінаревъі
и|і
еутиховъ•|еутіховъ
и|і
севъиринии•|севъірініі
и|і
иꙗковлѧ•|іꙗковлѧ
догматꙑ•|догматъі
проповѣдаѭща•|проповѣдаѭща
се|се
слꙑшаниѥ|слъішаніе
не|не
хѹдѣ|хоудѣ
въꙁмѫти|възмѫті
ст҃аго|ст҃аго
града•|града
православьꙗ|православьꙗ
жителѧ•|жітелѧ
и|і
сѫщаꙗ|сѫщаꙗ
о|о
немь|немь
манастꙑрѧ•|манастъірѧ
а|а
имьже|імьже
ꙗкоже|ꙗкоже
наѱасте|напсасте
ми•|мі
многꙑ|многъі
странꙑ|странъі
и|і
мѣста|мѣста
и|і
остовꙑ|остовъі
по|по
нѹжди•|ноужді
прѣходите|прѣходіте
и|і
полѹчаѥте|полоучаете
сѧ•|сѧ
многамъ|многамъ
ѥресемъ|ересемъ
въ|въ
раꙁличнꙑхъ|разлічнъіхъ
мѣстѣхъ|мѣстѣхъ
бꙑвати•|бъіваті
да|да
нѣкако|нѣкако
отъ|отъ
невѣдѣниꙗ•|невѣдѣніꙗ
въ|въ
нѣкѹѭ|нѣкоуѭ
ихъ|іхъ
въпадете•|въпадете
наꙁнаменахомъ|назнаменахомъ
бо|бо
в͗сѧ|всѧ
ѥреси•|ересі
отъ|отъ
хв҃а|хв҃а
пришьствьꙗ|прішьствьꙗ
до|до
нꙑнѣ•|нъінѣ
да|да
и|і
вꙑ|въі
ꙗко|ꙗко
отъ|отъ
ꙁмиꙗ|зміꙗ
храните|храніте
сѧ|сѧ
отъ|отъ
нихъ•|ніхъ
и|і
иже|іже
съ|съ
вами•|вамі
а|а
како|како
мѹдрѹѥть|моудроуеть
кажда|кажда
ѥресь•|ересь
нѣсть|нѣсть
нынѣ|нъінѣ
врѣмене|врѣмене
гл҃ати•|гл҃аті
се|се
же|же
ти|ті
бѫди|бѫді
ꙁнамениѥ|знаменіе
къ|къ
ѹтврьждениѭ|оутврьжденіѭ
прѣкрасьно•|прѣкрасьно
и|і
иꙁвѣсто•|ізвѣсто
в͗сѧ|всѧ
ѥресь|ересь
въ|въ
имѧ|імѧ
чл҃че|чл҃че
именѹѥма•|іменоуема
ꙗкоже|ꙗкоже
арианѣне•|аріанѣне
несториꙗнѣне•|несторіꙗнѣне
сеѹиринѣне•|сеоуірінѣне
и|і
ини|іні
такожде•|такожде
диꙗволѧ|діꙗволѧ
сѫть|сѫть
ѥреси•|ересі
католичьскаа|католічьскаа
бо|бо
цр҃кꙑ|цр҃къі
нѣсть|нѣсть
наречена|наречена
именемь|іменемь
чл҃чемь•|чл҃чемь
нъ|нъ
в͗си|всі
въ|въ
имѧ|імѧ
г҃а|г҃а
нашего|нашего
і҃у|і҃у
х҃а•|х҃а
крьстьꙗни|крьстьꙗні
именѹѥмъ|іменоуемъ
сѧ•|сѧ
нѣсть|нѣсть
бо|бо
дрѹгаго|дроугаго
имене•|імене
подъ|подъ
нб҃семь|нб҃семь
дана|дана
въ|въ
чловѣцѣхъ•|чловѣцѣхъ
имьже|імьже
нꙑ|нъі
сѧ|сѧ
ѥсть|есть
сп҃сти•|сп҃сті
тъчьѭ|тъчьѭ
ѥдинъ|едінъ
г҃ь|г҃ь
і҃у|і҃у
х҃ъ•|х҃ъ
въ|въ
славѹ|славоу
б҃а|б҃а
о҃ца•|о҃ца
съ|съ
ст҃ꙑимь|ст҃ъіімь
дѫхомь|дѫхомь
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ|вѣкомъ
амінь|амінь
О|о
вѣрѣ|вѣрѣ
рекъше|рекъше
о|о
ѥдиносѫщьи|едіносѫщьі
оц҃а|оц҃а
и|і
сн҃а|сн҃а
и|і
с҃тго|с҃тго
дх҃а•|дх҃а
въ|въ
началѣ|началѣ
книжьнѣ|кніжьнѣ
довольнѣ|довольнѣ
иꙁложихомъ•|ізложіхомъ
нꙑнѣ|нъінѣ
же|же
ꙁа|за
двигъшѫѭ|двігъшѫѭ
сѧ|сѧ
ѥресь•|ересь
дрьꙁновениимь|дрьзновеніімь
исповѣдаѥмъ•|ісповѣдаемъ
и|і
приповѣдаѥмъ|пріповѣдаемъ
г҃а|г҃а
нашего|нашего
і҃у|і҃у
х҃а•|х҃а
ѥдиночадаго|едіночадаго
сн҃а|сн҃а
и|і
слова|слова
оч҃а•|оч҃а
свѣтъ|свѣтъ
отъ|отъ
свѣта•|свѣта
б҃а|б҃а
истин͗на|істінна
отъ|отъ
б҃а|б҃а
истин͗на•|істінна
въплъщьша|въплъщьша
же|же
сѧ|сѧ
и|і
въчл҃чьша|въчл҃чьша
отъ|отъ
ст҃аго|ст҃аго
д҃ха•|д҃ха
и|і
и|і
ст҃ꙑꙗ|ст҃ъіꙗ
славьнꙑꙗ|славьнъіꙗ
приснодѣвꙑ|пріснодѣвъі
мариꙗ•|маріꙗ
б҃а|б҃а
съврьшена•|съврьшена
тогожде|тогожде
и|і
чл҃ка|чл҃ка
съврьшена•|съврьшена
ѥдиного|едіного
и|і
тъчьѭ|тъчьѭ
с҃на•|с҃на
и|і
прѣжде|прѣжде
въплъщениꙗ•|въплъщеніꙗ
и|і
по|по
въплъщеньи•|въплъщеньі
ѥдиносѫщьна|едіносѫщьна
оц҃ю|оц҃ю
по|по
бж҃ствѹ•|бж҃ствоу
и|і
ѥдиносѹщьна|едіносоущьна
по|по
чл҃чствѹ•|чл҃чствоу
по|по
всемѹ|всемоу
подоб͗на|подобна
намъ|намъ
раꙁвѣ|развѣ
грѣха•|грѣха
прѣжде|прѣжде
же|же
вѣкъ|вѣкъ
иꙁ|із
оц҃а|оц҃а
рождена|рождена
по|по
бж҃ствѹ•|бж҃ствоу
на|на
послѣд͗нии|послѣдніі
же|же
д҃нь|д҃нь
тогожде|тогожде
насъ|насъ
ради•|раді
и|і
ꙁа|за
наше|наше
сп҃сениѥ•|сп҃сеніе
иꙁ|із
с҃тꙑꙗ|с҃тъіꙗ
бц҃ѧ•|бц҃ѧ
и|і
приснодв҃ꙑ|пріснодв҃ъі
мариꙗ•|маріꙗ
ѥдиного|едіного
и|і
тъчьѭ|тъчьѭ
с҃на|с҃на
въ|въ
дъвоѭ|дъвоѭ
ѥстьствѹ•|естьствоу
бе-сълитьꙗ|бесълітьꙗ
беꙁ|без
иꙁврата•|ізврата
беꙁ-д-раꙁдѣла|бездраздѣла
ꙁнаѥма•|знаема
дъвѣ|дъвѣ
бо|бо
ѥстьствѣ|естьствѣ
сънидосте|сънідосте
сѧ|сѧ
къ|къ
себѣ•|себѣ
по|по
съвъкѹплениѭ|съвъкоупленіѭ
нерастѹп͗нѹ•|нерастоупноу
нераꙁлѹчнѹ•|неразлоучноу
нераꙁмѣсьнѹ•|неразмѣсьноу
неиꙁвратнѹ•|неізвратноу
плъть|плъть
бо|бо
ѥсть|есть
а|а
не|не
бж҃ство•|бж҃ство
аще|аще
бꙑсть|бъість
бж҃ьꙗ|бж҃ьꙗ
плъть•|плъть
такожде|такожде
и|і
слово•|слово
б҃ъ|б҃ъ
ѥсть|есть
а|а
не|не
плъть•|плъть
аще|аще
и|і
своѭ|своѭ
створилъ|створілъ
плъть|плъть
строительнѣ•|строітельнѣ
дъвѣ|дъвѣ
ѹбо|оубо
естьствѣ|естьствѣ
гл҃емъ•|гл҃емъ
ѥдиногоже|едіногоже
х҃а|х҃а
и|і
сн҃а|сн҃а
и|і
г҃а|г҃а
бж҃ьꙗго|бж҃ьꙗго
слова|слова
въчловѣчьша|въчловѣчьша
сѧ•|сѧ
и|і
въплъщьшѧ•|въплъщьшѧ
имꙑ|імъі
же|же
раꙁлич͗нѣ|разлічнѣ
къ|къ
истиньнѹмѹ|істіньноумоу
ѥдинению•|едіненію
съшьдъши|съшьдъші
сѧ|сѧ
ѥстьствѣ•|естьствѣ
ѥдинъ|едінъ
же|же
иꙁ|із
обоѥго|обоего
х҃ъ|х҃ъ
и|і
с҃нъ•|с҃нъ
не|не
ꙗко|ꙗко
ѥстьствьнѹмѹ|естьствьноумоу
раꙁньствѹ|разньствоу
погѹбленѹ•|погоубленоу
съвъкѹплениѥмь•|съвъкоупленіемь
съврьшевавъ•|съврьшевавъ
ѥѭже|еѭже
подобаѥть|подобаеть
паче|паче
намъ•|намъ
ѥдинаго|едінаго
г҃а|г҃а
і҃у|і҃у
х҃а|х҃а
и|і
сн҃а•|сн҃а
бж҃ства|бж҃ства
и|і
члчс҃тва•|члчс҃тва
ꙁа|за
неиꙁдрекомоѥ|неіздрекомое
и|і
недораꙁѹмѣѥмоѥ•|недоразоумѣемое
къ|къ
ѥдинениѭ|едіненіѭ
сънитиѥ•|сънітіе
тако|тако
и|і
мꙑ|мъі
рекъше|рекъше
събьрана|събьрана
цр҃кꙑ|цр҃къі
вѣрѹѥмъ•|вѣроуемъ
ꙗкоже|ꙗкоже
и|і
великаа|велікаа
свѣтила•|свѣтіла
и|і
ѹчителе|оучітеле
истинꙑ•|істінъі
атанасъ•|атанасъ
василь•|васіль
григоръ•|грігоръ
и|і
иѡанъ•|іоанъ
и|і
курилъ|курілъ
алексан͗дриꙗ•|александріꙗ
великаго|велікаго
града•|града
и|і
не|не
мѹдрѹѭщиихъ|моудроуѭщііхъ
сице•|сіце
отъметаѥмъ•|отъметаемъ
и|і
проклинаѥмъ•|проклінаемъ
съ|съ
подъѱанꙑми|подъпсанъімі
ѥресьми•|ересьмі
въꙁникъшиими•|възнікъшіімі
и|і
по|по
пришьствьи|прішьствьі
гн҃и•|гн҃і
въ|въ
раꙁличнаа|разлічнаа
имена•|імена
ихъже|іхъже
имена|імена
сѫть|сѫть
си•|сі
а҃|а҃
симониани:—|сімоніані
в҃|в҃
менан͗дриани:—|менандріані
г҃|г҃
сатор͗ниани:—|саторніані
д҃|д҃
василдиани:—|васілдіані
е҃|е҃
николати:—|ніколаті
ꙅ҃|з҃
гностици:—|гностіці
ꙁ҃|з҃
карпократаани:—|карпократаані
и҃|і҃
кирунтиани:—|кірунтіані
ѳ҃|ѳ҃
наꙁорѣи:—|назорѣі
ї҃|і҃
аивионѣи:—|аівіонѣі
а҃і|а҃і
ѹален͑тини:—|оуалентіні
в҃і|в҃і
секѹн͑диани:—|секоундіані
г҃і|г҃і
птолемеи:—|птолемеі
д҃і|д҃і
маркосьи:—|маркосьі
е҃і|е҃і
коловатьи:—|коловатьі
ꙅ҃і|з҃і
ираклен͗ти:—|іракленті
ꙁ҃і|з҃і
ѡфити:—|офіті
и҃і|і҃і
каиани:—|каіані
ѳ҃і|ѳ҃і
ситиани:—|сітіані
к҃|к҃
ар͗хонтики:—|архонтікі
а҃к|а҃к
кердониани:—|кердоніані
в҃к|в҃к
маркиѡнисти:—|маркіоністі
г҃к|г҃к
лѹкианисти:—|лоукіаністі
д҃к|д҃к
апеллиани:—|апелліані
к҃е|к҃е
сеѹириани:—|сеоуіріані
к҃ꙅ|к҃з
татиани:—|татіані
к҃ꙁ|к҃з
егкратики:—|егкратікі
к҃и|к҃і
кафрѹагастонъ|кафроуагастонъ
и|і
монтанистонъ•|монтаністонъ
и|і
аскодрѹгитонъ:—|аскодроугітонъ
к҃ѳ|к҃ѳ
пепѹꙁиани|пепоузіані
и|і
прискиллиани|пріскілліані
иже|іже
кекинтилоани•|кекінтілоані
ихъже|іхъже
прѣмѣшаѭть|прѣмѣшаѭть
сѧ•|сѧ
ар͗тотѹрити:—|артотоуріті
л҃|л҃
тессарастъ|тессарастъ
и|і
декатити:—|декатіті
л҃а|л҃а
алоги:—|алогі
л҃в|л҃в
адамиани:—|адаміані
л҃г|л҃г
самѱеи|сампсеі
и|і
кекелисии:—|кекелісіі
л҃д|л҃д
теѡдотиани:—|теодотіані
л҃е|л҃е
мелхисѣдикиани:—|мелхісѣдікіані
л҃ꙅ|л҃з
вардисиани:—|вардісіані
л҃ꙁ|л҃з
нотиаани:—|нотіаані
л҃и|л҃і
ѹалисии:—|оуалісіі
л҃ѳ|л҃ѳ
катари|катарі
съ|съ
мананато:—|мананато
м҃|м҃
ангелици:—|ангеліці
м҃а|м҃а
апостолици|апостоліці
иже|іже
и|і
апотакти:—|апотакті
м҃в|м҃в
савеллиани:—|савелліані
м҃г|м҃г
оригени|орігені
иже|іже
и|і
асхопии:~—|асхопіі
м҃д|м҃д
оригениани|орігеніані
иже|іже
и|і
адамнати:—|адамнаті
м҃е|м҃е
павла|павла
самѹсатеа:—|самоусатеа
м҃ꙅ|м҃з
манихеи:—|маніхеі
м҃ꙁ|м҃з
иѥракити:—|іеракіті
м҃и|м҃і
мелитиани:—|мелітіані
м҃ѳ|м҃ѳ
ариани|аріані
иже|іже
и|і
ариоманити:—|аріоманіті
н҃|н҃
авдиани:—|авдіані
н҃а|н҃а
фотиани:—|фотіані
н҃в|н҃в
маркелиани:—|маркеліані
н҃г|н҃г
имиарии:—|іміаріі
н҃д|н҃д
пнеуматомахи:—|пнеуматомахі
н҃е|н҃е
аѥриани:—|аеріані
н҃ꙅ|н҃з
аѥтеани|аетеані
иже|іже
и|і
аномими|аномімі
и|і
внемиани|внеміані
сев͗ноꙁиани:—|севнозіані
н҃ꙁ|н҃з
димирити|діміріті
иже|іже
и|і
аполинаритеи:—|аполінарітеі
н҃и|н҃і
антидикомариамити|антідікомаріаміті
иже|іже
въ|въ
имѧ|імѧ
тоꙗжде|тоꙗжде
мариꙗ|маріꙗ
коллурида|коллуріда
творѧще:|творѧще
н҇ⷴ|нѳ
месалиани|месаліані
иже|іже
и|і
ѥухити:—|еухіті
До|до
сьде|сьде
ст҃ъи|ст҃ъі
ѥпифанъ|епіфанъ
иꙁложи•|ізложі
потомь|потомь
бꙑшѧ|бъішѧ
ѥѡагрь|еоагрь
и|і
дидѹмосъ|дідоумосъ
ѡр͗ге•|орге
нб҃снаа|нб҃снаа
мѫдрѹѭще•|мѫдроуѭще
прѣждебꙑтьѥ|прѣждебъітье
и|і
ѹстроѥниѥ•|оустроеніе
ѳеѡдоръ|ѳеодоръ
момѱомскъи•|момпсомскъі
и|і
диѡдоръ|діодоръ
и|і
нестории•|несторіі
ѥдиномѫдрьѥ•|едіномѫдрье
дъва|дъва
с҃на|с҃на
гл҃ѫть•|гл҃ѫть
сихъ|сіхъ
пристаѥть|прістаеть
марисъ|марісъ
персисскъи•|персісскъі
и|і
гл҃емаа|гл҃емаа
иава|іава
ѥпистоли•|епістолі
по|по
сихъ|сіхъ
ѥв͗тѹхъ•|евтоухъ
приꙁрачьѥ|прізрачье
и|і
мнѣниѥ|мнѣніе
и|і
съгрѣжениѥ|съгрѣженіе
мѫдрѹꙗ•|мѫдроуꙗ
ѥмѹже|емоуже
мѫдрѹѥ•|мѫдроуе
диоскоръ•|діоскоръ
теѡдосъ•|теодосъ
гаианъ•|гаіанъ
тимотеи•|тімотеі
еллурьскъи•|еллурьскъі
петръ•|петръ
иже|іже
распѧтьѥ|распѧтье
на|на
трист҃оѥ|тріст҃ое
примꙑшль•|прімъішль
петръ|петръ
гѫгнивъи•|гѫгнівъі
сеуиръ|сеуіръ
беꙁглавнъи•|безглавнъі
сотирихъ|сотіріхъ
кесариꙗ•|кесаріꙗ
кападѹкиискꙑꙗ•|кападоукііскъіꙗ
филокъсенꙑ|філокъсенъі
ѥрапольскъи•|ерапольскъі
амфилохъ|амфілохъ
писидиискꙑи•|пісідііскъіі
иꙗковъ|іꙗковъ
суринъ•|сурінъ
и|і
иѭлиꙗнъ•|іѭліꙗнъ
и|і
иже|іже
ихъ|іхъ
таковъжде:—|таковъжде
Се|се
ти|ті
посълахъ|посълахъ
честьнъи|честьнъі
о҃че|о҃че
евстате•|евстате
кажѧ|кажѧ
ꙗко|ꙗко
кааждо|кааждо
ѥресь|ересь
въ|въ
имѧ|імѧ
ѥтера|етера
чл҃ка|чл҃ка
именѹѥма•|іменоуема
отъстѹплениѥ|отъстоупленіе
отъ|отъ
х҃а•|х҃а
ѹчить•|оучіть
не|не
рабѧть|рабѧть
бо|бо
нарицѧти|наріцѧті
сѧ|сѧ
крьстиꙗни•|крьстіꙗні
нъ|нъ
несориани•|несоріані
и|і
сеѹриани•|сеоуріані
и|і
иꙗковити•|іꙗковіті
или|ілі
инѣмь|інѣмь
именемь|іменемь
прѣждеѱанꙑхъ•|прѣждепсанъіхъ
нъ|нъ
иꙁбредѣмъ|ізбредѣмъ
ѭже|ѭже
иꙁ|із
бѹрна|боурна
влънениꙗ•|влъненіꙗ
и|і
нечистъихъ|нечістъіхъ
д҃хъ•|д҃хъ
глѹбинꙑ|глоубінъі
и|і
ѥресии•|ересіі
въ|въ
тихоѥ|тіхое
пристанище|прістаніще
црс҃тва|црс҃тва
нбс҃наго•|нбс҃наго
и|і
въсприимѣмъ|въспріімѣмъ
слово|слово
дꙑханиѥ|дъіханіе
ст҃ааго|ст҃ааго
дх҃а•|дх҃а
идеже|ідеже
оставихомъ•|оставіхомъ
гл҃ахомъ|гл҃ахомъ
бо•|бо
ꙗко|ꙗко
многа|многа
подвига|подвіга
и|і
трѹда|троуда
трѣбѹѥмъ•|трѣбоуемъ
да|да
доидемъ|доідемъ
црс҃тва|црс҃тва
нбс҃наго•|нбс҃наго
не|не
о|о
врѣмен͗нѣмь|врѣменнѣмь
бо•|бо
и|і
прѣставлѧѥмѣмь|прѣставлѧемѣмь
намъ|намъ
ѥсть|есть
слово•|слово
нъ|нъ
о|о
вѣчнѣмь|вѣчнѣмь
житии|жітіі
подвигъ•|подвігъ
и|і
црс҃твѣ|црс҃твѣ
непрѣмѣннѣ•|непрѣмѣннѣ
не|не
рече|рече
бо|бо
данилъ•|данілъ
видѣхъ|відѣхъ
и|і
рогъ|рогъ
тъ•|тъ
творѧше|творѧше
брань|брань
с҃тыми•|с҃тъімі
и|і
въꙁможе|възможе
противѹ|протівоу
имъ•|імъ
дон͗деже|дондеже
приде|пріде
ветъхъи|ветъхъі
дьньми•|дьньмі
и|і
сѫдъ|сѫдъ
да|да
с҃тꙑмъ|с҃тъімъ
вꙑшнѧго•|въішнѧго
и|і
врѣмѧ|врѣмѧ
приспѣ•|пріспѣ
и|і
црс҃тво|црс҃тво
ѹдрьжашѧ|оудрьжашѧ
ст҃ии•|ст҃іі
и|і
црс҃тво|црс҃тво
и|і
власть|власть
и|і
величьство•|велічьство
ц҃рь|ц҃рь
подъ|подъ
всѣмь|всѣмь
нб҃омь•|нб҃омь
дано|дано
бꙑсть|бъість
ст҃ꙑмь|ст҃ъімь
вꙑшнѧго•|въішнѧго
и|і
иѡанъ•|іоанъ
се|се
ѥсть|есть
обѣщаниѥ|обѣщаніе
ѥже|еже
обѣща|обѣща
намъ|намъ
жиꙁнь|жізнь
вѣчьнѹѭ•|вѣчьноуѭ
и|і
павлъ•|павлъ
наше|наше
бо|бо
житьѥ|жітье
на|на
нб҃схъ|нб҃схъ
ѥсть•|есть
отънѫдѹже|отънѫдоуже
и|і
сп҃са|сп҃са
жидемъ•|жідемъ
г҃а|г҃а
нашего|нашего
и҃у|і҃у
