984,vinr,Nb
985,frǽndi,Nb
986,harma,V-
987,þola,V-
988,ǫfund,Nb
989,ringr,Nb
990,úyndi,Nb
991,iarðligr,A-
992,skapari,Nb
993,ǫfunda,V-
994,gagnstaðligr,A-
995,Paradís,Ne
996,brióta,V-
997,sundrþykki,Nb
998,vesalligr,A-
999,auka,V-
1000,ofundsamr,A-
1001,þaðan,Df
1002,broddr,Nb
1003,bíta,V-
1004,ryggva,V-
1005,lǫstr,Nb
1006,prýða,V-
1007,grof,Nb
1008,neðarr,Df
1009,háliga,Df
1010,eiginn,A-
1011,fall,Nb
1012,ór,R-
1013,heimskennandi,Nb
1014,heipt,Nb
1015,bræði,Nb
1016,guðlastan,Nb
1017,stilling,Nb
1018,lauss,A-
1019,miúkligr,A-
1020,svar,Nb
1021,stöðva,V-
1022,herstiligr,A-
1023,þræta,Nb
1024,þolinmóðr,A-
1025,auðveldr,A-
1026,reiða,V-
1027,uppslitinn,A-
1028,endi,Nb
1029,úkyrra,V-
1030,ráð,Nb
1031,kyrrleikr,Nb
1032,hvíla,V-
1033,áhugi,Nb
1034,bróðurligr,A-
1035,rœsni,Nb
1036,mannligr,A-
1037,skrópamaðr,Nb
1038,lasta,V-
1039,ávíta,V-
1040,ógurligr,A-
1041,bolvan,Nb
1042,land,Nb
1043,Paulus,Ne
1044,ǽtla,V-
1045,únýtr,A-
1046,kosta,V-
1047,ifan,Nb
1048,staðfesti,Nb
1049,Iudas,Ne
1050,sviki,Nb
1051,seliari,Nb
1052,hengia,V-
1053,snara,Nb
1054,andskoti,Nb
1055,staðfesta,Nb
1056,staðfesta,V-
1057,laun,Nb
1058,rétta,V-
1059,átta,Py
1060,hofuðlostr,Nb
1061,spretta,V-
1062,rót,Nb
1063,þriózka,Nb
1064,ellri,A-
1065,úlýðni,Nb
1066,dirfð,Nb
1067,villa,Nb
1068,hœlni,Nb
1069,matvísi,Nb
1070,afát,Nb
1071,ústiltr,A-
1072,fýsi,Nb
1073,át,Nb
1074,drykkr,Nb
1075,meinsamligr,A-
1076,ætni,Nb
1077,matbræði,Nb
1078,fyrirbúa,V-
1079,beiða,V-
1080,tígn,Nb
1081,ústilling,Nb
1082,glíma,Nb
1083,geðløysi,Nb
1084,ústaðfesti,Nb
1085,lostasemi,Nb
1086,fylli,Nb
1087,vanstilling,Nb
1088,ústyrkt,Nb
1089,dróttning,Nb
1090,stýra,V-
1091,ambátt,Nb
1092,skynsamligr,A-
1093,samlag,Nb
1094,hiti,Nb
1095,blindleikr,Nb
1096,slag,Nb
1097,leikr,Nb
1098,úmegin,Nb
1099,tøyging,Nb
1100,nýligr,A-
1101,vándr,A-
1102,návist,Nb
1103,úfylliligr,A-
1104,vatnkalfr,Nb
1105,drekka,V-
1106,fleiri,A-
1107,hóf,Nb
1108,víking,Nb
1109,manndráp,Nb
1110,eiðr,Nb
1111,úrói,Nb
1112,gløyming,Nb
1113,harðleikr,Nb
1114,falsligr,A-
1115,œði,Nb
1116,úmáttugr,A-
1117,gegna,V-
1118,forsiá,Nb
1119,álit,Nb
