to|то
ilijǫ|илиѭ
zovetъ|зоветъ
i|и
abьje|абиѥ
tekъ|текъ
jedinъ|ѥдинъ
otъ|отъ
ńixъ|н҄ихъ
i|и
prijьmъ|приимъ
gǫbǫ|гѫбѫ
jьspĺ̥ńь|испльн҄ь
okьta|оцьта
i|и
vъznьzъ|възньзъ
na|на
trъstь|тръсть
napajǞaše|напаꙗаше
jь|и
a|а
pročiji|прочии
golgolaaxǫ|глаголаахѫ
ostani|остани
da|да
vidimъ|видимъ
aћe|аще
prijьdetъ|приидетъ
ilijǞ|илиꙗ
sъpastъ|съпастъ
jego|ѥго
drugъjь|дроугъіи
že|же
prijьmъ|приимъ
kopьje|копиѥ
probode|прободе
jemu|ѥмоу
rebra|ребра
i|и
jьzide|изиде
voda|вода
i|и
krъvь|кръвь
jisusъ|исоусъ
že|же
vъzъpivъ|възъпивъ
golsomь|гласомь
velьjemь|велиѥмь
jьspusti|испоусти
duxъ|доухъ
i|и
se|се
katapetazma|катапетазма
kŕ̥kъvьnajǞ|црькъвьнаꙗ
orzdьra|раздьра
sę|сѧ
﻿sъ|﻿съ
vyšьńǞjego|въішьнꙗѥго
krajǞ|краꙗ
do|до
nižьńǞjego|нижьнꙗѥго
na|на
dъvoje|дъвоѥ
i|и
zemĺǞ|землꙗ
potręse|потрѧсе
sę|сѧ
i|и
kamenьje|камениѥ
orspade|распаде
sę|сѧ
i|и
grobi|гроби
otversę|отврѣсѧ
sę|сѧ
i|и
mъnoga|мънога
tělesa|тѣлеса
počivajǫћьjixъ|почиваѭщиихъ
svętъjixъ|свѧтъіихъ
vъstašę|въсташѧ
i|и
jьsšьdъše|ишьдъше
jьz|из
grobъ|гробъ
po|по
vъskrьsnovenьji|въскрьсновении
jego|ѥго
vъnidǫ|вънидѫ
vъ|въ
svętъjь|свѧтъіи
gordъ|градъ
i|и
avišę|авишѧ
sę|сѧ
mъnogomъ|мъногомъ
sъtьnikъ|сътьникъ
že|же
i|и
jiže|иже
běaxǫ|бѣахѫ
﻿sъ|﻿съ
ńimь|н҄имь
stergǫћe|стрѣгѫще
jisusa|исоуса
viděvъše|видѣвъше
trǫsъ|трѫсъ
i|и
byvъšǞjǞ|бъівъшаꙗ
ubojǞšę|оубоꙗшѧ
sę|сѧ
gělo|ѕѣло
golgoĺǫћe|глаголѭще
vъ|въ
jьstinǫ|истинѫ
božьjь|божии
synъ|съінъ
sь|сь
bě|бѣ
běaxǫ|бѣахѫ
že|же
tu|тоу
ženy|женъі
mъnogy|мъногъі
jьzdaleče|издалече
zьręћę|зьрѧщѧ
jęže|ѩже
jьdǫ|идѫ
po|по
jisusě|исоусѣ
otъ|отъ
galileję|галилеѩ
služęћę|слоужѧщѧ
jemu|ѥмоу
vъ|въ
ńixъ|н҄ихъ
že|же
bě|бѣ
marijǞ|мариꙗ
magъdalyńi|магъдалъін҄и
i|и
marijǞ|мариꙗ
ijǞkovĺǞ|иꙗковлꙗ
i|и
ijosijь|иосии
mati|мати
i|и
mati|мати
synovu|съіновоу
zevedejovu|зеведеовоу
pozdě|поздѣ
že|же
byvъšu|бъівъшоу
prijьde|прииде
čьlověkъ|чьловѣкъ
bogatъ|богатъ
otъ|отъ
arimateję|ариматеѩ
jьmenьmь|именьмь
ijosifъ|иосифъ
jьže|иже
i|и
uči|оучи
sę|сѧ
u|оу
jisusa|исоуса
sь|сь
pristǫpĺь|пристѫпл҄ь
kъ|къ
pilatu|пилатоу
prosi|проси
těla|тѣла
jisusova|исоусова
pilatъ|пилатъ
že|же
povelě|повелѣ
vъdati|въдати
tělo|тѣло
jisusovo|исоусово
i|и
prijьmъ|приимъ
tělo|тѣло
ijosifъ|иосифъ
obvitъ|обитъ
je|ѥ
plašћǞnikejǫ|плащаницеѭ
čistojǫ|чистоѭ
i|и
položi|положи
je|ѥ
vъ|въ
novějemь|новѣѥмь
svojemь|своѥмь
grobě|гробѣ
jьže|иже
jьssěče|иссѣче
vъ|въ
kameni|камени
i|и
vъzvaĺь|възвал҄ь
kamenь|камень
velьjь|велии
na|на
dvьri|двьри
groba|гроба
i|и
otide|отиде
bě|бѣ
že|же
tu|тоу
marijǞ|мариꙗ
magъdalyńi|магъдалъін҄и
i|и
drugajǞ|дроугаꙗ
marijǞ|мариꙗ
sědęћi|сѣдѧщи
prěmo|прѣмо
grobu|гробоу
vъ|въ
utrьńьjь|оутрьн҄ии
že|же
dьnь|дьнь
jьže|иже
jestъ|ѥстъ
po|по
parasḱevьǵiji|параск҄евьꙉии
sъbьrašę|събьрашѧ
sę|сѧ
arъx́ijereji|аръхиѥреи
i|и
fariseji|фарисеи
kъ|къ
pilatu|пилатоу
golgoĺǫћe|глаголѭще
gospodi|господи
poměnǫxomъ|помѣнѫхомъ
ako|ако
lьstьkь|льстьць
onъ|онъ
reče|рече
ješčě|ѥщѣ
sy|съі
živъ|живъ
po|по
trьxъ|трьхъ
dьnьxъ|дьньхъ
vъstanǫ|въстанѫ
poveli|повели
ubo|оубо
utvŕ̥diti|оутврьдити
grobъ|гробъ
do|до
tretьjǞjego|третиꙗѥго
dьne|дьне
jeda|ѥда
kako|како
prišьdъše|пришьдъше
učeniki|оученици
jego|ѥго
noћьjǫ|нощиѭ
ukradǫtъ|оукрадѫтъ
jь|и
i|и
rekǫtъ|рекѫтъ
ĺudьmъ|людьмъ
vъsta|въста
otъ|отъ
mŕ̥tvъjixъ|мрьтвъіихъ
i|и
bǫdetъ|бѫдетъ
poslědьńǞjǞ|послѣдьнꙗꙗ
lьstь|льсть
goŕьši|гор҄ьши
pŕ̥vyjeję|прьвъіѥѩ
reče|рече
jimъ|имъ
pilatъ|пилатъ
jьmate|имате
kustodijǫ|коустодиѭ
jьděte|идѣте
utvŕ̥dite|оутврьдите
akože|акоже
věste|вѣсте
oni|они
že|же
šьdъše|шьдъше
utvŕ̥dišę|оутврьдишѧ
grobъ|гробъ
znamenavъše|знаменавъше
kamenь|камень
﻿sъ|﻿съ
kustodijejǫ|коустодиѥѭ
vъ|въ
večerъ|вечеръ
že|же
sǫbotьnъjь|сѫботьнъіи
svitajǫћi|свитаѭщи
vъ|въ
pŕ̥vǫjǫ|прьвѫѭ
sǫbotǫ|сѫботѫ
prijьde|прииде
marijǞ|мариꙗ
magъdalyńi|магъдалъін҄и
i|и
drugajǞ|дроугаꙗ
marijǞ|мариꙗ
vidětъ|видѣтъ
groba|гроба
i|и
se|се
trǫsъ|трѫсъ
bystъ|бъістъ
velьjь|велии
anǵelъ|анꙉелъ
bo|бо
gospodьńь|господьн҄ь
sъšьdъ|съшьдъ
﻿sъ|﻿съ
nebese|небесе
i|и
pristǫpĺь|пристѫпл҄ь
otъvali|отъвали
kamenь|камень
otъ|отъ
dvьrьjь|двьрии
groba|гроба
i|и
sěděaše|сѣдѣаше
na|на
ńemь|н҄емь
bě|бѣ
bo|бо
zorkъ|здракъ
jego|ѥго
ako|ако
mĺ̥dnьji|мльднии
i|и
oděnьje|одѣниѥ
jego|ѥго
bělo|бѣло
ako|ако
sněgъ|снѣгъ
otъ|отъ
straxa|страха
že|же
jego|ѥго
sъtręsǫ|сътрѧсѫ
sę|сѧ
stergǫћeji|стрѣгѫщеи
i|и
byšę|бъішѧ
ako|ако
mŕ̥tvi|мрьтви
otъvěћǞvъ|отъвѣщавъ
že|же
anǵelъ|анꙉелъ
reče|рече
ženama|женама
ne|не
bojita|боита
vy|въі
sę|сѧ
věmь|вѣмь
bo|бо
ako|ако
jisusa|исоуса
propętajego|пропѧтаѥго
jьščeta|ищета
něstъ|нѣстъ
sьde|сьде
vъsta|въста
bo|бо
akože|акоже
reče|рече
prijьděta|приидѣта
vidita|видита
město|мѣсто
jьdeže|идеже
ležǞ|лежа
xristosъ|христосъ
i|и
jędro|ѩдро
šьdъši|шьдъши
rьkěta|рьцѣта
učenikomъ|оученикомъ
jego|ѥго
ako|ако
vъsta|въста
otъ|отъ
mŕ̥tvъjixъ|мрьтвъіихъ
i|и
se|се
vaŕǞjetъ|варꙗѥтъ
vy|въі
vъ|въ
galileji|галилеи
tu|тоу
jь|и
uzьrite|оузьрите
se|се
rěxъ|рѣхъ
vama|вама
i|и
otъšьdъši|отъшьдъши
jędro|ѩдро
otъ|отъ
groba|гроба
﻿sъ|﻿съ
straxomь|страхомь
i|и
radostьjǫ|радостиѭ
velьjejǫ|велиѥѭ
těste|тѣсте
vъzvěstitъ|възвѣститъ
učenikomъ|оученикомъ
jego|ѥго
i|и
se|се
jisusъ|исоусъ
sъrěte|сърѣте
ji|и
golgoĺę|глаголѩ
radujita|радоуита
sę|сѧ
oně|онѣ
že|же
pristǫpĺьši|пристѫпл҄ьши
jęste|ѩсте
sę|сѧ
za|за
nogě|ноѕѣ
jego|ѥго
i|и
pokloniste|поклонисте
sę|сѧ
jemu|ѥмоу
tъgъda|тъгъда
golgola|глагола
jima|има
jisusъ|исоусъ
ne|не
bojita|боита
sę|сѧ
jьděta|идѣта
i|и
vъzvěstita|възвѣстита
bratrьji|братрии
mojejь|моѥи
da|да
jьdǫtъ|идѫтъ
vъ|въ
galilejǫ|галилеѭ
i|и
tu|тоу
mę|мѧ
vidętъ|видѧтъ
jьdǫћǞma|идѫщама
že|же
jima|има
se|се
jedini|ѥдини
otъ|отъ
kustodiję|коустодиѩ
prišьdъše|пришьдъше
vъ|въ
gordъ|градъ
vъzvěstišę|възвѣстишѧ
arъx́ijerejomъ|аръхиѥреомъ
vьxa|вьсꙗ
byvъšǞjǞ|бъівъшаꙗ
i|и
sъbьrašę|събьрашѧ
sę|сѧ
starьki|старьци
sъvětъ|съвѣтъ
že|же
sъtvoŕьše|сътвор҄ьше
sьrebro|сьребро
mъnogo|мъного
dašę|дашѧ
vojьnomъ|воиномъ
golgoĺǫћe|глаголѭще
rьkěte|рьцѣте
ako|ако
učeniki|оученици
jego|ѥго
noћьjǫ|нощиѭ
prišьdъše|пришьдъше
ukradǫ|оукрадѫ
jь|и
namъ|намъ
sъpęћemъ|съпѧщемъ
i|и
aћe|аще
se|се
uslyšǞno|оуслъішано
bǫdetъ|бѫдетъ
u|оу
iǵemona|иꙉемона
my|мъі
utolixomъ|оутолихомъ
jь|и
i|и
vy|въі
bez|без
pečǞli|печали
sъtvorimъ|сътворимъ
oni|они
že|же
prijьmъše|приимъше
sьrebro|сьребро
sъtvorišę|сътворишѧ
akože|акоже
naučeni|наоучени
byšę|бъішѧ
i|и
promъče|промъче
sę|сѧ
slovo|слово
se|се
vъ|въ
ijudejixъ|июдеихъ
do|до
sego|сего
dьne|дьне
jedinъ|ѥдинъ
že|же
na|на
desęte|десѧте
učenikъ|оученикъ
jьdǫ|идѫ
vъ|въ
galilejǫ|галилеѭ
vъ|въ
gorǫ|горѫ
amože|аможе
povelě|повелѣ
jimъ|имъ
jisusъ|исоусъ
i|и
viděvъše|видѣвъше
jь|и
poklonišę|поклонишѧ
sę|сѧ
jemu|ѥмоу
ovi|ови
že|же
usǫmьněšę|оусѫмьнѣшѧ
sę|сѧ
i|и
pristǫpĺь|пристѫпл҄ь
jisusъ|исоусъ
reče|рече
jimъ|имъ
golgoĺę|глаголѩ
dana|дана
mi|ми
jestъ|ѥстъ
vьxaka|вьсꙗка
volstь|власть
na|на
nebese|небесе
i|и
na|на
zemĺi|земл҄и
šьdъše|шьдъше
ubo|оубо
naučite|наоучите
vьxę|вьсѧ
języky|ѩзъікъі
krьstęћe|крьстѧще
ję|ѩ
vъ|въ
jьmę|имѧ
otьka|отьца
i|и
syna|съіна
i|и
svętajego|свѧтаѥго
duxa|доуха
učęћe|оучѧще
ję|ѩ
bĺusti|блюсти
vьxa|вьсꙗ
jeliko|ѥлико
zapovědaxъ|заповѣдахъ
vamъ|вамъ
i|и
se|се
azъ|азъ
﻿sъ|﻿съ
vami|вами
jesmь|ѥсмь
vьxę|вьсѧ
dьni|дьни
do|до
sъkonьčǞnьjǞ|съконьчаниꙗ
věka|вѣка
aminь|аминь
začęlo|зачѧло
jevanǵelьjǞ|ѥванꙉелиꙗ
jisuxristosova|исоухристосова
syna|съіна
božьjǞ|божиꙗ
akože|акоже
jestъ|ѥстъ
pisano|писано
vъ|въ
prorokěxъ|пророцѣхъ
se|се
azъ|азъ
posъĺǫ|посълѭ
anǵelъ|анꙉелъ
mojь|мои
perdъ|прѣдъ
likemь|лицемь
tvojimь|твоимь
jьže|иже
ugotovitъ|оуготовитъ
pǫtь|пѫть
tvojь|твои
golsъ|гласъ
vъpьjǫћǞjego|въпиѭщаѥго
vъ|въ
pustyńi|поустъін҄и
ugotovite|оуготовите
pǫtь|пѫть
gospodьńь|господьн҄ь
pravy|правъі
tvorite|творите
stьgę|стьѕѧ
jego|ѥго
bystъ|бъістъ
ijoanъ|иоанъ
krьstę|крьстѧ
vъ|въ
pustyńi|поустъін҄и
i|и
propovědaję|проповѣдаѩ
krьšћenьje|крьщениѥ
pokajǞnьju|покаꙗнию
vъ|въ
otъpušћenьje|отъпоущениѥ
grěxomъ|грѣхомъ
i|и
jьsxoђǞaše|исхождааше
kъ|къ
ńemu|н҄емоу
vьxa|вьсꙗ
ijudejьska|июдеиска
storna|страна
i|и
ijerusalimĺǞne|иѥроусалимлꙗне
i|и
krьšћǞaxǫ|крьщаахѫ
sę|сѧ
vьxi|вьси
vъ|въ
ijorъdanьskějejь|иоръданьсцѣѥи
rěkě|рѣцѣ
otъ|отъ
ńego|н҄его
jьspovědajǫћe|исповѣдаѭще
grěxy|грѣхъі
svoję|своѩ
bě|бѣ
že|же
ijoanъ|иоанъ
obvĺ̥čenъ|обльченъ
volsy|власъі
velьbǫђi|вельбѫжди
i|и
pojǞsъ|поꙗсъ
usnьjǞnъ|оусниꙗнъ
o|о
čerslěxъ|чрѣслѣхъ
jego|ѥго
i|и
jǞdь|ꙗдь
akridi|акриди
i|и
medъ|медъ
divьjьjь|дивиии
i|и
propovědaaše|проповѣдааше
golgoĺę|глаголѩ
grędetъ|грѧдетъ
krěpĺьjь|крѣпл҄ии
mene|мене
vъ|въ
slědъ|слѣдъ
mene|мене
jemuže|ѥмоуже
něsmь|нѣсмь
dostojьnъ|достоинъ
poklońь|поклон҄ь
sę|сѧ
orzrěšiti|раздрѣшити
remene|ремене
červьjemъ|чрѣвиѥмъ
jego|ѥго
azъ|азъ
ubo|оубо
krьstixъ|крьстихъ
vy|въі
vodojǫ|водоѭ
a|а
tъ|тъ
krьstitъ|крьститъ
vy|въі
duxomь|доухомь
svętomьjimь|свѧтъіимь
i|и
bystъ|бъістъ
vъ|въ
dьni|дьни
ty|тъі
prijьde|прииде
jisusъ|исоусъ
otъ|отъ
nazareta|назарета
galilejьskajego|галилеискаѥго
i|и
krьsti|крьсти
sę|сѧ
otъ|отъ
ijoana|иоана
vъ|въ
ijorъdaně|иоръданѣ
i|и
abьje|абиѥ
vъsxodę|въсходѧ
otъ|отъ
vody|водъі
i|и
vidě|видѣ
orzvodęћǞ|разводѧща
sę|сѧ
nebesa|небеса
i|и
duxъ|доухъ
ako|ако
golǫbь|голѫбь
sъxodęћь|съходѧщь
na|на
ńь|н҄ь
i|и
bystъ|бъістъ
golsъ|гласъ
﻿sъ|﻿съ
nebese|небесе
ty|тъі
jesi|ѥси
synъ|съінъ
mojь|мои
vъžĺubĺenъjь|въжлюбл҄енъіи
o|о
tebě|тебѣ
bolgovolixъ|благоволихъ
i|и
abьje|абиѥ
duxъ|доухъ
jьzvede|изведе
jь|и
vъ|въ
pustyńǫ|поустъінѭ
i|и
bě|бѣ
tu|тоу
vъ|въ
pustyńi|поустъін҄и
40|40
dьnъ|дьнъ
jьskušǞjemъ|искоушаѥмъ
sotonojǫ|сотоноѭ
i|и
bě|бѣ
﻿sъ|﻿съ
zvěrьmi|звѣрьми
i|и
anǵeli|анꙉели
služǞaxǫ|слоужаахѫ
jemu|ѥмоу
po|по
perdanьji|прѣдании
že|же
ijoanově|иоановѣ
prijьde|прииде
jisusъ|исоусъ
vъ|въ
galilejǫ|галилеѭ
propovědaję|проповѣдаѩ
jevanǵelьje|ѥванꙉелиѥ
kěsaŕьstvьjǞ|цѣсар҄ьствиꙗ
božьjǞ|божиꙗ
golgoĺę|глаголѩ
ako|ако
jьspĺ̥ni|испльни
sę|сѧ
vermę|врѣмѧ
i|и
približi|приближи
sę|сѧ
kěsaŕьstvьje|цѣсар҄ьствиѥ
božьje|божиѥ
kajite|каите
sę|сѧ
i|и
věrujite|вѣроуите
vъ|въ
jevanǵelьje|ѥванꙉелиѥ
xodę|ходѧ
že|же
pri|при
moŕi|мор҄и
galilejьskě|галилеисцѣ
vidě|видѣ
simona|симона
i|и
anьdrějǫ|аньдрѣѭ
bratra|братра
togo|того
simona|симона
vъmetajǫћǞ|въметаѭща
meržę|мрѣжѧ
vъ|въ
moŕe|мор҄е
běašete|бѣашете
bo|бо
rybaŕǞ|ръібарꙗ
i|и
reče|рече
jima|има
jisusъ|исоусъ
prijьděta|приидѣта
vъ|въ
slědъ|слѣдъ
mene|мене
i|и
sъtvoŕǫ|сътворѭ
vy|въі
byti|бъіти
lovьka|ловьца
čьlověkomъ|чьловѣкомъ
i|и
abьje|абиѥ
ostavĺьšǞ|оставл҄ьша
meržę|мрѣжѧ
svoję|своѩ
po|по
ńemь|н҄емь
jьdete|идете
i|и
peršьdъ|прѣшьдъ
otъtǫdu|отътѫдоу
uzьrě|оузьрѣ
ijǞkova|иꙗкова
zevedejova|зеведеова
i|и
ijoana|иоана
bratra|братра
jego|ѥго
i|и
ta|та
vъ|въ
oldьji|ладии
zavęzajǫћǞ|завѧзаѭща
meržę|мрѣжѧ
i|и
abьje|абиѥ
vъzъva|възъва
jǞ|ꙗ
i|и
ostavĺьšǞ|оставл҄ьша
otьka|отьца
svojego|своѥго
zevedejǞ|зеведеꙗ
vъ|въ
oldьji|ладии
﻿sъ|﻿съ
najьmьniky|наимьникъі
po|по
ńemь|н҄емь
jьdete|идете
i|и
vъnidǫ|вънидѫ
vъ|въ
kaperъnaumъ|каперънаоумъ
i|и
abьje|абиѥ
vъ|въ
sǫboty|сѫботъі
na|на
sъnьmišči|съньмищи
učǞaše|оучааше
ję|ѩ
i|и
divĺǞaxǫ|дивлꙗахѫ
sę|сѧ
o|о
učenьji|оучении
jego|ѥго
bě|бѣ
bo|бо
učę|оучѧ
ako|ако
volstь|власть
jьmy|имъі
i|и
ne|не
ako|ако
kъńižьniki|кън҄ижьници
jixъ|ихъ
i|и
bě|бѣ
na|на
sъnьmiščixъ|съньмищихъ
čьlověkъ|чьловѣкъ
nečistomь|нечистомь
duxomь|доухомь
i|и
vъzъva|възъва
golgoĺę|глаголѩ
ostani|остани
čьto|чьто
jestъ|ѥстъ
namъ|намъ
i|и
tebě|тебѣ
jisuse|исоусе
nazarěnine|назарѣнине
prišьdlъ|пришьлъ
jesi|ѥси
pogubitъ|погоубитъ
nasъ|насъ
věmь|вѣмь
tę|тѧ
kъto|къто
jesi|ѥси
svętъjь|свѧтъіи
božьjь|божии
i|и
zaperti|запрѣти
jemu|ѥмоу
jisusъ|исоусъ
golgoĺę|глаголѩ
umĺ̥či|оумльчи
jьzidi|изиди
jьz|из
ńego|н҄его
i|и
sъtręsъ|сътрѧсъ
jь|и
duxъ|доухъ
nečistъjь|нечистъіи
i|и
vъzъpivъ|възъпивъ
golsomь|гласомь
velьjemь|велиѥмь
jьzide|изиде
jьz|из
ńego|н҄его
i|и
užǞsǫ|оужасѫ
sę|сѧ
vьxi|вьси
i|и
sъtęgaaxǫ|сътѧгаахѫ
sę|сѧ
kъ|къ
sebě|себѣ
golgoĺǫћe|глаголѭще
čьto|чьто
ubo|оубо
jestъ|ѥстъ
se|се
čьto|чьто
učenьje|оучениѥ
novoje|новоѥ
se|се
ako|ако
po|по
obvolsti|области
duxomъ|доухомъ
nečistomъjimъ|нечистъіимъ
velitъ|велитъ
i|и
poslušǞjǫtъ|послоушаѭтъ
jego|ѥго
i|и
jьzide|изиде
sluxъ|слоухъ
jego|ѥго
abьje|абиѥ
vъ|въ
vьxǫ|вьсѭ
stornǫ|странѫ
galilejьskǫ|галилеискѫ
i|и
abьje|абиѥ
jьsšьdъše|ишьдъше
jьz|из
sъnьmiščǞ|съньмища
prijьdǫ|приидѫ
vъ|въ
domъ|домъ
simonovъ|симоновъ
i|и
anьdrejovъ|аньдреовъ
﻿sъ|﻿съ
ijǞkovomь|иꙗковомь
i|и
ijoanomь|иоаномь
tьščǞ|тьща
že|же
simonova|симонова
ležǞaše|лежааше
ogńemь|огн҄емь
žegoma|жегома
i|и
abьje|абиѥ
golgolašę|глаголашѧ
jemu|ѥмоу
o|о
ńejь|н҄еи
i|и
pristǫpĺь|пристѫпл҄ь
vъzdviže|въздвиже
jǫ|ѭ
jьmъ|имъ
za|за
rǫkǫ|рѫкѫ
i|и
ostavi|остави
jǫ|ѭ
abьje|абиѥ
ogńь|огн҄ь
i|и
služǞaše|слоужааше
jimъ|имъ
pozdě|поздѣ
že|же
byvъšu|бъівъшоу
jegъda|ѥгъда
zaxoђǞaše|захождааше
sl̥nьke|слъньце
prinošǞaxǫ|приношаахѫ
kъ|къ
ńemu|н҄емоу
vьxę|вьсѧ
nedǫžьnyję|недѫжьнъіѩ
i|и
běsьnyję|бѣсьнъіѩ
i|и
bě|бѣ
vьxь|вьсь
gordъ|градъ
sъbьralъ|събьралъ
sę|сѧ
kъ|къ
dvьrьmъ|двьрьмъ
i|и
jьskěli|исцѣли
mъnogy|мъногъі
nedǫžьny|недѫжьнъі
jьmǫћę|имѫщѧ
orzličьny|различьнъі
jęgę|ѩѕѧ
i|и
běsy|бѣсъі
mъnogy|мъногъі
jьzgъna|изгъна
i|и
ne|не
ostavĺǞaše|оставлꙗаше
golgolati|глаголати
běsъ|бѣсъ
ako|ако
viděaxǫ|видѣахѫ
jь|и
i|и
utro|оутро
probrězgu|пробрѣзгоу
gělo|ѕѣло
vъstavъ|въставъ
jьzide|изиде
jisusъ|исоусъ
i|и
jьde|иде
vъ|въ
pusto|поусто
město|мѣсто
i|и
tu|тоу
modlitvǫ|молитвѫ
dějǞaše|дѣꙗаше
i|и
gъnašę|гънашѧ
jь|и
simonъ|симонъ
i|и
jiže|иже
běaxǫ|бѣахѫ
﻿sъ|﻿съ
ńimь|н҄имь
i|и
obrětъše|обрѣтъше
jь|и
golgolašę|глаголашѧ
jemu|ѥмоу
ako|ако
vьxi|вьси
jьščǫtъ|ищѫтъ
tebe|тебе
i|и
golgola|глагола
jimъ|имъ
jьděmъ|идѣмъ
vъ|въ
bližьńęję|ближьнѩѩ
vьsi|вьси
i|и
gordy|градъі
da|да
i|и
tu|тоу
propověmъ|проповѣмъ
na|на
se|се
bo|бо
