povědaaše|повѣдааше
avi|ави
sę|сѧ
nama|нама
ugasiti|оугасити
silǫ|силѫ
ogńǞ|огнꙗ
i|и
jǞrostь|ꙗрость
mǫčiteĺǞ|мѫчителꙗ
|
i|и
slyšǞaxǫ|слъішаахѫ
jeju|ѥю
narodi|народи
|
stojęћe|стоѩще
běaxǫ|бѣахѫ
bo|бо
mъnogi|мъноѕи
modlęћe|модлѧще
sę|сѧ
o|о
ńeju|н҄ею
kъ|къ
bogu|богоу
akože|акоже
i|и
mъnogomъ|мъногомъ
otъ|отъ
poganyńь|поганъін҄ь
pokajǞti|покаꙗти
sę|сѧ
i|и
orzversti|разврѣсти
sŕ̥dьka|срьдьца
o|о
svętujeju|свѧтоуѥю
i|и
ukloniti|оуклонити
sę|сѧ
otъ|отъ
|
i|и
věrovati|вѣровати
xristosu|христосоу
mъnogi|мъноѕи
že|же
otъ|отъ
|
mǫčęћьjixъ|мѫчѧщиихъ
svętajǞ|свѧтаꙗ
povelěnьjemь|повелѣниѥмь
|
vidęћe|видѧще
sily|силъі
byvajemyję|бъіваѥмъіѩ
bogomь|богомь
věrovašę|вѣровашѧ
kъ|къ
bogu|богоу
i|и
vъzvěstišę|възвѣстишѧ
|
vьxa|вьсꙗ
byvavъšǞjǞ|бъівавъшаꙗ
i|и
povelě|повелѣ
tu|тоу
sǫћǞjǞ|сѫщаꙗ
vъ|въ
|
kamenьjemь|камениѥмь
pobiti|побити
i|и
se|се
|
šumъ|шоумъ
i|и
gromъ|громъ
﻿sъ|﻿съ
nebese|небесе
mъnogami|мъногами
mĺ̥dnьjǞmi|мльдниꙗми
obvolki|облаци
dvižǫћe|движѫще
sę|сѧ
pĺ̥ni|пльни
ogńǞ|огнꙗ
i|и
prijьdošę|приидошѧ
obvolki|облаци
|
i|и
do|до
|
i|и
stašę|сташѧ
i|и
|
ogńь|огн҄ь
na|на
zemĺǫ|землѭ
i|и
golsъ|гласъ
﻿sъ|﻿съ
nebese|небесе
golgoĺę|глаголѩ
|
vъ|въ
|
ogńьnoje|огн҄ьноѥ
ugotovanoje|оуготованоѥ
i|и
otьku|отьцоу
posъlavъ|посълавъ
|
povelě|повелѣ
|
jǞ|ꙗ
jьz|из
|
i|и
vъ|въ
tьmьnikǫ|тьмьницѫ
vъverћi|въврѣщи
i|и
běasta|бѣаста
slavęћǞ|славѧща
boga|бога
o|о
čudesьxъ|чоудесьхъ
jǞže|ꙗже
sъtvori|сътвори
o|о
ńeju|н҄ею
i|и
po|по
sedmi|седми
dьnьjь|дьнии
jьzide|изиде
|
i|и
sěde|сѣде
na|на
sǫdьjišči|сѫдиищи
i|и
prinesošę|принесошѧ
jelikože|ѥликоже
běaše|бѣаше
u|оу
ńego|н҄его
|
|
i|и
|
ukrašenyję|оукрашенъіѩ
kamenьjemь|камениѥмь
mъnogokěnьnomьjimь|мъногоцѣньнъіимь
i|и
postavi|постави
ję|ѩ
po|по
činu|чиноу
podъstьlavъ|подъстьлавъ
podъ|подъ
nogy|ногъі
jixъ|ихъ
|
|
i|и
reče|рече
zovi|зови
pavьla|павьла
i|и
|
i|и
postavi|постави
jǞ|ꙗ
perdъ|прѣдъ
sǫdьjiščemь|сѫдиищемь
i|и
pertę|прѣтѧ
jima|има
reče|рече
pristǫpĺьšǞ|пристѫпл҄ьша
požьrěta|пожьрѣта
bogomъ|богомъ
a|а
ne|не
nadějěta|надѣѣта
sę|сѧ
|
rǫku|рѫкоу
mojeju|моѥю
svętъjь|свѧтъіи
že|же
pavьlъ|павьлъ
|
sę|сѧ
reče|рече
ne|не
ostavĺǫ|оставлѭ
boga|бога
sъtvoŕьšǞjego|сътвор҄ьшаѥго
nebo|небо
i|и
zemĺǫ|землѭ
i|и
poklońǫ|поклонѭ
sę|сѧ
|
|
reče|рече
|
i|и
|
|
li|ли
ti|ти
sę|сѧ
mьnętъ|мьнѧтъ
a|а
ne|не
bogi|боѕи
ne|не
vidiši|видиши
li|ли
kaki|каци
sǫtъ|сѫтъ
svętъjь|свѧтъіи
že|же
pavьlъ|павьлъ
otъvěћǞvъ|отъвѣщавъ
reče|рече
sego|сего
|
jegože|ѥгоже
|
bogu|богоу
byti|бъіти
čьlověkъ|чьловѣкъ
bě|бѣ
učenikъ|оученикъ
|
navykъ|навъікъ
gělo|ѕѣло
|
|
|
sy|съі
jьzlixa|излисꙗ
pače|паче
vьxěxъ|вьсѣхъ
čьlověkъ|чьловѣкъ
živǫћьjixъ|живѫщиихъ
vidę|видѧ
čьlověčьsky|чьловѣчьскъі
dobryję|добръіѩ
ženy|женъі
i|и
|
|
poxotę|похотѧ
i|и
vъ|въ
like|лице
besěduję|бесѣдоуѩ
jimъ|имъ
i|и
|
sę|сѧ
﻿sъ|﻿съ
ńimi|н҄ими
|
ję|ѩ
čisti|чисти
jь|и
|
boga|бога
svojejǫ|своѥѭ
|
|
|
sę|сѧ
jьže|иже
|
sę|сѧ
|
türu|тѵроу
byvъ|бъівъ
|
že|же
|
pъtikamъ|пътицамъ
podobę|подобѧ
sę|сѧ
orьlu|орьлоу
i|и
|
jьže|иже
těmь|тѣмь
|
perlьsti|прѣльсти
ženy|женъі
|
ověmъ|овѣмъ
bo|бо
avi|ави
sę|сѧ
vъ|въ
zolto|злато
|
sę|сѧ
i|и
bogatьstvo|богатьство
|
nъ|нъ
da|да
ne|не
vьxego|вьсего
po|по
rędu|рѧдоу
jьzgolgoĺǫ|изглаголѭ
vědě|вѣдѣ
bo|бо
ako|ако
gněvaješi|гнѣваѥши
sę|сѧ
sьjь|сии
že|же
jьže|иже
blizъ|близъ
|
golgoĺemъjь|глагол҄емъіи
|
ne|не
otъ|отъ
|
li|ли
rodi|роди
sę|сѧ
otъ|отъ
ženy|женъі
rekomyjeję|рекомъіѥѩ
|
jǞže|ꙗже
ne|не
rodi|роди
li|ли
togo|того
vъ|въ
pustyńi|поустъін҄и
|
|
dъvoju|дъвою
|
ako|ако
i|и
tъ|тъ
sъtvori|сътвори
děla|дѣла
|
podražǞję|подражаѩ
otьka|отьца
svojego|своѥго
takoђe|такожде
že|же
i|и
|
naročitъjь|нарочитъіи
vašь|вашь
bogъ|богъ
ne|не
li|ли
i|и
tъ|тъ
otъ|отъ
|
rodilъ|родилъ
sę|сѧ
byvъ|бъівъ
otъ|отъ
|
|
|
reče|рече
|
|
otъ|отъ
|
i|и
|
raђǞjǫtъ|раждаѭтъ
sę|сѧ
materi|матери
|
pavьlъ|павьлъ
|
sę|сѧ
reče|рече
to|то
jesmь|ѥсмь
li|ли
bogъ|богъ
ženǫ|женѫ
jemĺę|ѥмлѩ
|
reče|рече
|
|
dokolě|доколѣ
xuly|хоулъі
golgoĺeši|глагол҄еши
o|о
bogěxъ|боѕѣхъ
mъnogo|мъного
|
i|и
dosaђǞjęjь|досаждаѩи
a|а
xristosъ|христосъ
vašь|вашь
jegože|ѥгоже
golgoĺete|глагол҄ете
vy|въі
|
byti|бъіти
bogu|богоу
nebesьskujemu|небесьскоуѥмоу
ne|не
otъ|отъ
ženy|женъі
li|ли
rodi|роди
sę|сѧ
svętъjь|свѧтъіи
že|же
pavьlъ|павьлъ
otъvěћǞvъ|отъвѣщавъ
reče|рече
něsi|нѣси
ubo|оубо
dostojьnъ|достоинъ
slyšǞti|слъішати
tajьnъ|таинъ
božьjь|божии
da|да
ne|не
blędьmi|блѧдьми
svojimi|своими
perlьstiši|прѣльстиши
otъ|отъ
perdъstojęћьjixъ|прѣдъстоѩщиихъ
sixъ|сихъ
i|и
pogubiši|погоубиши
poterba|потрѣба
jesmь|ѥсмь
reћi|рещи
vъ|въ
načęlo|начѧло
sъtvori|сътвори
bogъ|богъ
nebo|небо
i|и
zemĺǫ|землѭ
i|и
vьxe|вьсе
ježe|ѥже
na|на
ńejь|н҄еи
|
že|же
vьxěxъ|вьсѣхъ
sъzьda|съзьда
čьlověka|чьловѣка
po|по
obrazu|образоу
|
jьže|иже
jesmь|ѥсмь
o|о
bolgovoĺenьji|благовол҄ении
|
|
|
|
i|и
posadi|посади
jь|и
vъ|въ
raji|раи
piћę|пищѧ
vermeni|врѣмени
že|же
peršьdъšujemu|прѣшьдъшоуѥмоу
reče|рече
bogъ|богъ
ne|не
dobro|добро
jesmь|ѥсмь
byti|бъіти
čьlověku|чьловѣкоу
|
sъtvorimъ|сътворимъ
jemu|ѥмоу
|
podobьnǫ|подобьнѫ
jemu|ѥмоу
sъtvorite|сътворите
rekъšǞ|рекъша
otьkь|отьць
i|и
sъnъ|сънъ
ničьsože|ничьсоже
bo|бо
tvoritъ|творитъ
otьkь|отьць
bez|без
syna|съіна
ni|ни
synъ|съінъ
tvoritъ|творитъ
ničьsože|ничьсоже
bez|без
otьka|отьца
i|и
reče|рече
|
gospodь|господь
|
sьjǫ|сиѭ
na|на
|
i|и
prijьmъ|приимъ
jedьno|ѥдьно
otъ|отъ
rebrъ|ребръ
jego|ѥго
sъtvori|сътвори
jemu|ѥмоу
ženǫ|женѫ
otъ|отъ
|
jemu|ѥмоу
udovъ|оудовъ
i|и
běaše|бѣаше
﻿sъ|﻿съ
|
|
vъ|въ
raji|раи
jǫže|ѭже
viděvъ|видѣвъ
dьjǞvolъ|диꙗволъ
i|и
|
sъtvori|сътвори
|
jima|има
otъlǫčivъšu|отълѫчивъшоу
bo|бо
sę|сѧ
|
na|на
ono|оно
město|мѣсто
|
i|и
|
jedinǫ|ѥдинѫ
ostavivъšu|оставивъшоу
pristǫpi|пристѫпи
dьjǞvolъ|диꙗволъ
i|и
upodobivъ|оуподобивъ
sę|сѧ
zmьji|змии
perlьsti|прѣльсти
jǫ|ѭ
i|и
ta|та
žena|жена
perlьsti|прѣльсти
|
i|и
běasta|бѣаста
oba|оба
vъ|въ
|
božьji|божии
byvъšǞ|бъівъша
i|и
jьzgъnana|изгънана
bysta|бъіста
jьz|из
|
piћę|пищѧ
dělati|дѣлати
zemĺǫ|землѭ
rǫkama|рѫкама
svojima|своима
i|и
|
žitьje|житиѥ
vъsprijьmavъšǞ|въсприимавъша
živěaste|живѣасте
|
|
i|и
30|30
lětъ|лѣтъ
rodivъšǞ|родивъша
syny|съінъі
i|и
|
otъ|отъ
ńixъže|н҄ихъже
jьspĺ̥ni|испльни
sę|сѧ
mirъ|миръ
vьxь|вьсь
|
že|же
otъ|отъ
|
konьkь|коньць
prijьmъšu|приимъшоу
po|по
devęti|девѧти
|
i|и
|
lětěxъ|лѣтѣхъ
i|и
vьxěmъ|вьсѣмъ
otьkemъ|отьцемъ
našimъ|нашимъ
|
byvъšemъ|бъівъшемъ
vъ|въ
adъ|адъ
žiti|жити
vъ|въ
sъmŕ̥ti|съмрьти
i|и
ne|не
běaše|бѣаше
|
|
pravьdьnajego|правьдьнаѥго
i|и
grěšьnajego|грѣшьнаѥго
nъ|нъ
běaše|бѣаше
|
ako|ако
|
i|и
grěšьnъjь|грѣшьнъіи
ako|ако
pravьdьnъjь|правьдьнъіи
akože|акоже
bolženъjь|блаженъіи
pavьlъ|павьлъ
apostolъ|апостолъ
světidlo|свѣтидло
kŕ̥kъvьnoje|црькъвьноѥ
sъvěděteĺьstvova|съвѣдѣтел҄ьствова
golgoĺę|глаголѩ
kěsaŕьstvova|цѣсар҄ьствова
sъmŕ̥tь|съмрьть
otъ|отъ
|
|
i|и
do|до
mosijǞ|мосиꙗ
i|и
ne|не
o|о
sъgrěšǞvъšixъjixъ|съгрѣшавъшиихъ
bogъ|богъ
že|же
nebesьskъjь|небесьскъіи
po|по
mъnogěxъjixъ|мъноѕъіихъ
roděxъ|родѣхъ
uslyšǞvъ|оуслъішавъ
|
i|и
modlitvy|модлитвъі
dŕ̥žimъjixъ|дрьжимъіихъ
adomь|адомь
svojimь|своимь
slovomь|словомь
ježe|ѥже
jesmь|ѥсмь
jego|ѥго
jedьnočędъjь|ѥдьночѧдъіи
synъ|съінъ
po|по
|
jьzvoli|изволи
čьlověčьskъ|чьловѣчьскъ
rodъ|родъ
vъsprijęti|въсприѩти
i|и
orzrěšiti|разрѣшити
|
|
akože|акоже
ijoanъ|иоанъ
sъvěděteĺьstvujetъ|съвѣдѣтел҄ьствоуѥтъ
o|о
ńemь|н҄емь
golgoĺę|глаголѩ
vъ|въ
načęlo|начѧло
bě|бѣ
slovo|слово
i|и
slovo|слово
bě|бѣ
otъ|отъ
boga|бога
i|и
bogъ|богъ
bě|бѣ
slovo|слово
sьji|сии
bě|бѣ
vъ|въ
načęlo|начѧло
otъ|отъ
boga|бога
vьxa|вьсꙗ
těmь|тѣмь
byšę|бъішѧ
i|и
bez|без
togo|того
ne|не
bystъ|бъістъ
ni|ни
jedino|ѥдино
ježe|ѥже
by|бъі
sьjь|сии
ubo|оубо
bogъ|богъ
slovo|слово
nebesьnoje|небесьноѥ
otьčь|отьчь
synъ|съінъ
jьže|иже
jesmь|ѥсмь
sila|сила
i|и
mǫdrostь|мѫдрость
otьčǞ|отьча
i|и
desnika|десница
vyšьńǞjego|въішьнꙗѥго
bolgověsti|благовѣсти
sę|сѧ
gavrijilomь|гаврииломь
|
děvě|дѣвѣ
svętě|свѧтѣ
i|и
perčistě|прѣчистѣ
otъ|отъ
roda|рода
|
sǫћi|сѫщи
jьmenьmь|именьмь
marijǞ|мариꙗ
golgoĺǫћu|глаголѭщоу
duxъ|доухъ
svętъjь|свѧтъіи
vъnidetъ|вънидетъ
vъ|въ
tę|тѧ
i|и
silъ|силъ
vyšьńǞjego|въішьнꙗѥго
osěnitъ|осѣнитъ
tę|тѧ
zańe|зан҄е
i|и
raђǞjemoje|раждаѥмоѥ
otъ|отъ
tebe|тебе
svęto|свѧто
narečetъ|наречетъ
sę|сѧ
synъ|съінъ
božьjь|божии
i|и
raђǞjetъ|раждаѥтъ
sę|сѧ
otъ|отъ
svętajego|свѧтаѥго
duxa|доуха
i|и
otъ|отъ
|
i|и
perčistyjeję|прѣчистъіѥѩ
děvy|дѣвъі
|
radi|ради
|
i|и
sъpasenьjǞ|съпасениꙗ
nikъtože|никътоже
bo|бо
možǞaše|можааше
svojima|своима
očima|очима
boga|бога
|
viděti|видѣти
ogńь|огн҄ь
bo|бо
jestъ|ѥстъ
|
bogъ|богъ
i|и
nikъtože|никътоже
otъ|отъ
čьlověkъ|чьловѣкъ
boga|бога
viděvъ|видѣвъ
živъ|живъ
bǫdetъ|бѫдетъ
togo|того
radi|ради
ubo|оубо
|
rodi|роди
sę|сѧ
xristosъ|христосъ
plъtьjǫ|плътиѭ
i|и
|
|
|
po|по
|
i|и
|
﻿sъ|﻿съ
čьlověky|чьловѣкъі
|
čьlověkъ|чьловѣкъ
vęћe|вѧще
trьjь|трии
desętъ|десѧтъ
lětъ|лѣтъ
obъxodę|объходѧ
gordy|градъі
i|и
vьxę|вьсѧ
|
vьxę|вьсѧ
|
|
i|и
potomь|потомь
|
sę|сѧ
na|на
dervě|дрѣвѣ
|
straђę|страждѧ
|
radi|ради
sъpasenьjǞ|съпасениꙗ
|
mirъ|миръ
pogybъšь|погъібъшь
po|по
perlьšћenьju|прѣльщению
|
i|и
umirajetъ|оумираѥтъ
po|по
|
i|и
pogrěbajetъ|погрѣбаѥтъ
sę|сѧ
sy|съі
sъvŕ̥šenъ|съврьшенъ
prisno|присно
i|и
perђe|прѣжде
sy|съі
i|и
|
i|и
|
i|и
bessъmŕ̥tьnъ|бессъмрьтьнъ
i|и
prisno|присно
sy|съі
po|по
|
i|и
tretьjьjь|третиии
dьnь|дьнь
vъstavъ|въставъ
jьz|из
mŕ̥tvъjixъ|мрьтвъіихъ
avi|ави
svojimъ|своимъ
učenikomъ|оученикомъ
rekъše|рекъше
svętomъjimъ|свѧтъіимъ
apostolomъ|апостоломъ
mъnogomъ|мъногомъ
jiže|иже
po|по
jьstině|истинѣ
věrovavъšemъjimъ|вѣровавъшиимъ
vъ|въ
ńь|н҄ь
|
﻿sъ|﻿съ
ńimi|н҄ими
jǞdy|ꙗдъі
že|же
i|и
pьję|пиѩ
﻿sъ|﻿съ
apostoly|апостолъі
do|до
četyrъ|четъіръ
desętъ|десѧтъ
dьnьjь|дьнии
i|и
vъzide|възиде
na|на
nebesa|небеса
i|и
sěde|сѣде
o|о
desnǫjǫ|деснѫѭ
otьka|отьца
﻿sъ|﻿съ
plъtьjǫ|плътиѭ
sъměsivъšejǫjejǫ|съмѣсивъшеѭѥѭ
sę|сѧ
﻿sъ|﻿съ
božьjemь|божиѥмь
slovomь|словомь
i|и
togo|того
radi|ради
vidęjь|видѧи
sotona|сотона
bolitъ|болитъ
sъkrušivъ|съкроушивъ
sę|сѧ
sъtьre|сътьре
bo|бо
jь|и
xristosъ|христосъ
podъ|подъ
nogama|ногама
čьlověčьskama|чьловѣчьскама
jiže|иже
čьlověki|чьловѣци
bolgodětьjǫ|благодѣтиѭ
božьjejǫ|божиѥѭ
vъxodętъ|въходѧтъ
vъ|въ
kěsaŕьstvo|цѣсар҄ьство
nebesьskoje|небесьскоѥ
jegože|ѥгоже
ty|тъі
lixъ|лихъ
jesi|ѥси
jьmaši|имаши
bo|бо
čęstь|чѧсть
|
|
ogńьnajego|огн҄ьнаѥго
i|и
|
jesi|ѥси
otьku|отьцоу
tvojemu|твоѥмоу
dьjǞvolu|диꙗволоу
si|си
slyšǞvъ|слъішавъ
|
like|лице
svoje|своѥ
|
|
otъ|отъ
jǞrosti|ꙗрости
i|и
skrьžьtaaše|скрьжьтааше
zǫby|зѫбъі
na|на
ńь|н҄ь
ako|ако
|
vъ|въ
|
|
zvěrь|звѣрь
i|и
ne|не
postigъ|постигъ
i|и
otъvěћǞvъ|отъвѣщавъ
reče|рече
kъ|къ
svętujemu|свѧтоуѥмоу
pavьlu|павьлоу
mъnogo|мъного
ti|ти
|
|
|
|
i|и
|
dokolě|доколѣ
|
i|и
xuliši|хоулиши
bogy|богъі
pristǫpivъ|пристѫпивъ
požьri|пожьри
bogomъ|богомъ
aћe|аще
li|ли
ni|ни
to|то
zъlo|зъло
zъlě|зълѣ
pogubĺǫ|погоублѭ
va|ва
da|да
nikъtože|никътоже
vъzmožetъ|възможетъ
jьzbaviti|избавити
vaju|ваю
otъ|отъ
rǫku|рѫкоу
mojeju|моѥю
pavьlъ|павьлъ
že|же
i|и
|
vъzъpista|възъписта
kupьno|коупьно
velikomь|великомь
golsomь|гласомь
golgoĺǫћǞ|глаголѭща
|
jesvě|ѥсвѣ
i|и
vъ|въ
xristosa|христоса
jьmavě|имавѣ
|
a|а
běsomъ|бѣсомъ
ne|не
poklańǞjevě|покланꙗѥвѣ
sę|сѧ
i|и
bogomъ|богомъ
tvojimъ|твоимъ
ne|не
služivě|слоуживѣ
i|и
mǫkъ|мѫкъ
tvojeję|твоѥѩ
ne|не
bojivě|боивѣ
sę|сѧ
|
ubo|оубо
mǫky|мѫкъі
jeliky|ѥликъі
xoћeši|хощеши
věrujevě|вѣроуѥвѣ
bo|бо
bogu|богоу
ako|ако
poběђenъ|побѣжденъ
bǫdeši|бѫдеши
nama|нама
akože|акоже
i|и
dьjǞvolъ|диꙗволъ
poběђenъ|побѣжденъ
bystъ|бъістъ
silǫ|силѫ
podajǫћu|подаѭщоу
nama|нама
xristosu|христосоу
i|и
|
tvoję|твоѩ
|
|
i|и
povelě|повелѣ
|
prinesti|принести
dervo|дрѣво
veliko|велико
i|и
prineseno|принесено
bystъ|бъістъ
i|и
reče|рече
privęžěte|привѧжѣте
pavьla|павьла
na|на
ńemь|н҄емь
i|и
pristǫpĺьšę|пристѫпл҄ьшѧ
slugy|слоугъі
sъvęzašę|съвѧзашѧ
jemu|ѥмоу
rǫkě|рѫцѣ
i|и
povelě|повелѣ
prinesti|принести
svěћę|свѣщѧ
goręћę|горѧщѧ
i|и
|
like|лице
|
|
vъpьjǫћu|въпиѭщоу
i|и
golgoĺǫћu|глаголѭщоу
ne|не
bǫdi|бѫди
|
voldykamъ|владъікамъ
vьxeję|вьсеѩ
vъsedĺenyjeję|въседл҄енъіѥѩ
i|и
|
o|о
bogěxъ|боѕѣхъ
|
že|же
vidęћi|видѧщи
svojego|своѥго
bratra|братра
ogńemь|огн҄емь
|
vъzъpi|възъпи
golgoĺǫћi|глаголѭщи
|
mǫčiteĺu|мѫчителю
i|и
|
čьto|чьто
bratra|братра
mojego|моѥго
zъlě|зълѣ
mǫčiši|мѫчиши
i|и
povelě|повелѣ
i|и
tǫ|тѫ
privęzati|привѧзати
kъ|къ
dervu|дрѣвоу
i|и
svěћę|свѣщѧ
goręћę|горѧщѧ
prinesti|принести
na|на
like|лице
jeję|ѥѩ
i|и
potomь|потомь
po|по
vьxemu|вьсемоу
tělu|тѣлоу
|
|
golgoĺǫћu|глаголѭщоу
|
žena|жена
sǫћi|сѫщи
stydi|стъіди
sę|сѧ
akože|акоже
podobajetъ|подобаѥтъ
ženamъ|женамъ
|
že|же
|
sę|сѧ
reče|рече
po|по
jьstině|истинѣ
|
prijemĺǫ|приѥмлѭ
tǫ|тѫ
učęћu|оучѧщоу
ti|ти
mę|мѧ
ako|ако
bolga|блага
otьka|отьца
golgoĺǫћu|глаголѭщоу
ti|ти
žena|жена
sǫћi|сѫщи
stydi|стъіди
sę|сѧ
styђǫ|стъіждѫ
bo|бо
sę|сѧ
xristosa|христоса
mojego|моѥго
syna|съіна
boga|бога
živajego|живаѥго
sǫћǞ|сѫща
perdъ|прѣдъ
likemь|лицемь
mojimь|моимь
i|и
ne|не
mogǫ|могѫ
ostavĺьši|оставл҄ьши
jego|ѥго
pokloniti|поклонити
sę|сѧ
běsomъ|бѣсомъ
nъ|нъ
styђǫ|стъіждѫ
sę|сѧ
jego|ѥго
gělo|ѕѣло
|
že|же
|
sę|сѧ
slyšę|слъішѧ
to|то
vьxe|вьсе
otъ|отъ
ńeję|н҄еѩ
i|и
povelě|повелѣ
slugamъ|слоугамъ
ogńь|огн҄ь
|
po|по
vьxemu|вьсемоу
tělu|тѣлоу
jeju|ѥю
slugamъ|слоугамъ
že|же
|
žegǫћǞmъ|жегѫщамъ
vьxi|вьси
gorђǞne|граждане
perdъstojęћiji|прѣдъстоѩщии
i|и
|
jeju|ѥю
vъzъpišę|възъпишѧ
golgoĺǫћe|глаголѭще
|
kěsaŕu|цѣсарю
|
|
sǫdiši|сѫдиши
|
mǫčiši|мѫчиши
ne|не
xoћeta|хощета
požŕ̥ti|пожрьти
otъvěћǞji|отъвѣщаи
o|о
ńeju|н҄ею
|
že|же
ubojǞvъ|оубоꙗвъ
sę|сѧ
naroda|народа
jeda|ѥда
kormolǫ|крамолѫ
vъzdvignǫtъ|въздвигнѫтъ
dastъ|дастъ
o|о
ńeju|н҄ею
otъvětъ|отъвѣтъ
povelěvъ|повелѣвъ
golvě|главѣ
jima|има
otъsěћi|отъсѣщи
i|и
tělesě|тѣлесѣ
jeju|ѥю
poverћi|поврѣщи
pьsomъ|пьсомъ
i|и
zvěrьmъ|звѣрьмъ
i|и
pъtikamъ|пътицамъ
nebesьskamъjimъ|небесьскъіимъ
sьjǞ|сиꙗ
že|же
otъvětъ|отъвѣтъ
prijьmavъšǞ|приимавъша
vъ|въ
|
dьnь|дьнь
|
měsęka|мѣсѧка
jьzidoste|изидосте
radujǫћǞ|радоуѭща
sę|сѧ
i|и
pojǫћǞ|поѭща
golgolaasta|глаголааста
sъpase|съпасе
na|на
otъ|отъ
|
naju|наю
i|и
nenavidęћęję|ненавидѧщѧѩ
naju|наю
posormi|посрами
jьsšьdъšema|ишьдъшема
že|же
jima|има
vъnъ|вънъ
gorda|града
svętъjь|свѧтъіи
pavьlъ|павьлъ
umodli|оумодли
|
ako|ако
da|да
|
perђe|прѣжде
jego|ѥго
usěknǫtъ|оусѣкнѫтъ
svętajǞ|свѧтаꙗ
že|же
|
|
like|лице
