jьz|из 
dьjavolьskovъ|дьявольсков dьjavolьskami|дьявольсками dьjavolьskama|дьявольскама dьjavolьsko|дьявольско dьjavolьskoju|дьявольскою dьjavolьsku|дьявольску dьjavolьskamъ|дьявольскам dьjavolьscěxъ|дьявольсцех dьjavolьskomъ|дьявольском dьjavolьskaxъ|дьявольсках dьjavolьskoma|дьявольскома dьjavolьšče|дьявольще dьjavolьskъmь|дьявольскомь dьjavolьscě|дьявольсце dьjavolьsku|дьявольску dьjavolьska|дьявольска dьjavolьsky|дьявольскы dьjavolьsci|дьявольсци dьjavolьskъ|дьяволеск 
plačevьnovъ|плачевьнов plačevьnami|плачевьнами plačevьnama|плачевьнама plačevьnoju|плачевьною plačevьnu|плачевьну plačevьnomъ|плачевьном plačevьny|плачевьны plačevьni|плачевьни plačevьnoma|плачевьнома plačevьne|плачевьне plačevьnaxъ|плачевьнах plačevьnъmь|плачевьномь plačevьně|плачевьне plačevьno|плачевьно plačevьnu|плачевьну plačevьnamъ|плачевьнам plačevьněxъ|плачевьнех plačevьna|плачевьна plačevьnъ|плачевен 
dräxlъmь|дряхломь 
lъbami|лбами lъbaxъ|лбах lъbamъ|лбам lъbovъ|лбов lъběxъ|лбех lъbomъ|лбом lъby|лбы lъbi|лби lъboma|лбома lъbe|лбе lъbъmь|лбомь lъbě|лбе lъbovi|лбови lъbu|лбу lъba|лба lъbъ|лоб 
molьbьnovъ|молебьнов molьbьnama|молебьнама molьbьno|молебьно molьbьnoju|молебьною molьbьnu|молебьну molьbьněxъ|молебьнех molьbьnomъ|молебьном molьbьny|молебьны molьbьni|молебьни molьbьnoma|молебьнома molьbьne|молебьне molьbьnъmь|молебьномь molьbьně|молебьне molьbьnaxъ|молебьнах molьbьnamъ|молебьнам molьbьnu|молебьну molьbьna|молебьна molьbьnami|молебьнами molьbьnъ|мольбен 
kutьjě|кутье kutьjami|кутьями kutьjamъ|кутьям kutьjama|кутьяма kutьjaxъ|кутьях kutьjь|кутей kutьju|кутью kutьje|кутье kutьjeju|кутьею kutьji|кутьи kutьjě|кутье kutьju|кутью kutьja|кутья 
bělъkaxъ|белках bělъkъ|белок bělъkama|белкама bělъku|белку bělъko|белко bělъkoju|белкою bělъkamъ|белкам bělъcě|белце bělъky|белкы bělъku|белку bělъkami|белками bělъka|белка 
monastyŕьskovъ|монастырьсков monastyŕьskaxъ|монастырьсках monastyŕьsko|монастырьско monastyŕьskama|монастырьскама monastyŕьskoju|монастырьскою monastyŕьsku|монастырьску monastyŕьskomъ|монастырьском monastyŕьsky|монастырьскы monastyŕьsci|монастырьсци monastyŕьskami|монастырьсками monastyŕьskoma|монастырьскома monastyŕьscěxъ|монастырьсцех monastyŕьšče|монастырьще monastyŕьskъmь|монастырьскомь monastyŕьskamъ|монастырьскам monastyŕьscě|монастырьсце monastyŕьsku|монастырьску monastyŕьska|монастырьска monastyŕьskъ|монастыреск 
pafъnutьjevovъ|пафнутьевов pafъnutьjevamъ|пафнутьевам pafъnutьjevama|пафнутьевама pafъnutьjevo|пафнутьево pafъnutьjevaxъ|пафнутьевах pafъnutьjevoju|пафнутьевою pafъnutьjevu|пафнутьеву pafъnutьjevomъ|пафнутьевом pafъnutьjevěxъ|пафнутьевех pafъnutьjevy|пафнутьевы pafъnutьjevi|пафнутьеви pafъnutьjevami|пафнутьевами pafъnutьjevoma|пафнутьевома pafъnutьjevъmь|пафнутьевомь pafъnutьjevě|пафнутьеве pafъnutьjevu|пафнутьеву pafъnutьjeve|пафнутьеве pafъnutьjeva|пафнутьева pafъnutьjevъ|пафнутьев 
posъlanьnikami|посланьниками posъlanьnikaxъ|посланьниках posъlanьnikamъ|посланьникам posъlanьnikovi|посланьникови posъlanьnicěxъ|посланьницех posъlanьniky|посланьникы posъlanьnici|посланьници posъlanьnikovъ|посланьников posъlanьnikoma|посланьникома posъlanьniče|посланьниче posъlanьnikъmь|посланьникомь posъlanьnicě|посланьнице posъlanьniku|посланьнику posъlanьnikomъ|посланьником posъlanьnika|посланьника posъlanьnikъ|посланьник 
pričastьjami|причастьями pričastьjaxъ|причастьях pričastьjamъ|причастьям pričastьjě|причастье pričastьjixъ|причастьих pričastьjemъ|причастьем pričastьjь|причастей pričastьjema|причастьема pričastьjemь|причастьемь pričastьji|причастьи pričastьju|причастью pričastьja|причастья pričastьje|причастье 
děvьstvami|девьствами děvьstvaxъ|девьствах děvьstvamъ|девьствам děvьstvovъ|девьствов děvьstvěxъ|девьствех děvьstvy|девьствы děvьstvomъ|девьством děvьstvъ|девеств děvьstvoma|девьствома děvьstvъmь|девьствомь děvьstvě|девьстве děvьstvu|девьству děvьstva|девьства děvьstvo|девьство 
rimĺanьxъ|римлянех rimĺanьmъ|римлянем 
jasnъmь|ясномь 
mokrъmь|мокромь 
zapasьnovъ|запасьнов zapasьnami|запасьнами zapasьnaxъ|запасьнах zapasьnama|запасьнама zapasьnoju|запасьною zapasьnu|запасьну zapasьno|запасьно zapasьněxъ|запасьнех zapasьni|запасьни zapasьnoma|запасьнома zapasьne|запасьне zapasьny|запасьны zapasьnъmь|запасьномь zapasьnomъ|запасьном zapasьně|запасьне zapasьnamъ|запасьнам zapasьnu|запасьну zapasьna|запасьна zapasьnъ|запасен 
čṝvьmi|червьми čṝvьxъ|червех čṝvьjь|червей čṝvьma|червьма čṝvьju|червью čṝvьmъ|червем čṝvьju|червью 
stojanьjamъ|стояньям stojanьjě|стоянье stojanьjixъ|стояньих stojanьjь|стояней stojanьjema|стояньема stojanьjemь|стояньемь stojanьjami|стояньями stojanьjaxъ|стояньях stojanьjemъ|стояньем stojanьji|стояньи stojanьju|стоянью stojanьja|стоянья stojanьje|стоянье 
jelinъmь|елиномь 
kъńižьnikami|кньижниками kъńižьnikaxъ|кньижниках kъńižьnikamъ|кньижникам kъńižьnikovi|кньижникови kъńižьnikovъ|кньижников kъńižьnikomъ|кньижником kъńižьniky|кньижникы kъńižьnici|кньижници kъńižьnikoma|кньижникома kъńižьniče|кньижниче kъńižьnikъmь|кньижникомь kъńižьnicě|кньижнице kъńižьniku|кньижнику kъńižьnicěxъ|кньижницех kъńižьnika|кньижника kъńižьnikъ|кньижник 
prědivьnovъ|предивьнов prědivьnami|предивьнами prědivьnaxъ|предивьнах prědivьnamъ|предивьнам prědivьnama|предивьнама prědivьno|предивьно prědivьnoju|предивьною prědivьnu|предивьну prědivьněxъ|предивьнех prědivьnomъ|предивьном prědivьny|предивьны prědivьni|предивьни prědivьnoma|предивьнома prědivьne|предивьне prědivьnъmь|предивьномь prědivьně|предивьне prědivьna|предивьна prědivьnu|предивьну prědivьnъ|предивен 
vьśemoguštami|вьсьемогущами vьśemoguště|вьсьемогуще vьśemoguštaxъ|вьсьемогущах vьśemoguštamъ|вьсьемогущам vьśemoguštama|вьсьемогущама vьśemogušte|вьсьемогуще vьśemoguštu|вьсьемогущу vьśemoguštixъ|вьсьемогущих vьśemogušteju|вьсьемогущею vьśemoguštemъ|вьсьемогущем vьśemoguště|вьсьемогуще vьśemoguštemь|вьсьемогущемь vьśemogušti|вьсьемогущи vьśemoguštema|вьсьемогущема vьśemoguštu|вьсьемогущу vьśemogušta|вьсьемогуща vьśemoguštь|вьсьемогущ 
bezvěrьnamъ|безверьнам bezvěrьnu|безверьну bezvěrьněxъ|безверьнех bezvěrьnoju|безверьною bezvěrьny|безверьны bezvěrьni|безверьни bezvěrьnoma|безверьнома bezvěrьnaxъ|безверьнах bezvěrьnomъ|безверьном bezvěrьne|безверьне bezvěrьno|безверьно bezvěrьnъmь|безверьномь bezvěrьnovъ|безверьнов bezvěrьně|безверьне bezvěrьnu|безверьну bezvěrьnama|безверьнама bezvěrьna|безверьна bezvěrьnami|безверьнами bezvěrьnъ|безверен 
raspьŕě|распьрье raspьŕami|распьрями raspьŕamъ|распьрям raspьŕaxъ|распьрях raspьŕь|расперь raspьŕama|распьряма raspьŕu|распьрю raspьŕe|распьре raspьŕeju|распьрею raspьŕě|распьрье raspьŕi|распьрьи raspьŕu|распьрю raspьŕa|распьря 
jadrъmь|ядромь 
pažitьmi|пажитьми pažitьxъ|пажитех pažitьmъ|пажитем pažitьjь|пажитей pažitьju|пажитью pažitьju|пажитью pažitьma|пажитьма 
