id,lemma,pos,normalised,count,Mst,MstCol,NovMarg,OstrCol,RusPrav,Usp,Varl,bitflag
1148,триклятыи,A-,тріклꙗтьіі,2,,,,,,usp-sbor,,32
1149,съвѣтьникъ,Nb,съвѣтьнікъ,2,,,,,,usp-sbor,,32
1150,зъло,Nb,зъло,10,,,,,,usp-sbor,,32
1151,начальникъ,Nb,начальнікъ,2,,,,,,usp-sbor,,32
1152,неправьда,Nb,неправьда,4,,,,,,usp-sbor,,32
1153,отъврѣсти,V-,отъврѣсті,10,,,,,,usp-sbor,,32
1154,прѣсквьрньныи,A-,прѣсквьрньньіі,1,,,,,,usp-sbor,,32
1155,уста,Nb,уста,10,,,,,,usp-sbor,,32
1156,испустити,V-,іспустіті,1,,,,,,usp-sbor,,32
1157,гласъ,Nb,гласъ,27,,,,,,usp-sbor,,32
1158,путьшинъ,A-,путьшінъ,1,,,,,,usp-sbor,,32
1159,чадь,Nb,чадь,1,,,,,,usp-sbor,,32
1160,обѣщати,V-,обѣщаті,13,,,,,,usp-sbor,,32
1161,съмотрити,V-,съмотріті,6,,,,,,usp-sbor,,32
1162,скорыи,A-,скорьіі,1,,,,,,usp-sbor,,32
1163,пролияти,V-,проліꙗті,2,,,,,,usp-sbor,,32
1164,обѣщевати,V-,обѣщеваті,1,,,,,,usp-sbor,,32
1165,събирати,V-,събіраті,6,,,,,,usp-sbor,,32
1166,безаконие,Nb,безаконіе,5,,,,,,usp-sbor,,32
1167,нечьстие,Nb,нечьстіе,1,,,,,,usp-sbor,,32
1168,обимати,V-,обіматі,1,,,,,,usp-sbor,,32
1169,льто,Ne,льто,3,,,,,,usp-sbor,,32
1170,шатьръ,Nb,шатьръ,7,,,,,,usp-sbor,,32
1171,отъвѣщевати,V-,отъвѣщеваті,2,,,,,,usp-sbor,,32
1172,акы,Df,акьі,8,,,,,,usp-sbor,,32
1173,разити,V-,разіті,3,,,,,,usp-sbor,,32
1174,суботьныи,A-,суботьньіі,1,,,,,,usp-sbor,,32
1175,туга,Nb,туга,2,,,,,,usp-sbor,,32
1176,удручити,V-,удручіті,1,,,,,,usp-sbor,,32
1177,съкрутити,V-,съкрутіті,1,,,,,,usp-sbor,,32
1178,жалостьныи,A-,жалостьньіі,1,,,,,,usp-sbor,,32
1179,испущати,V-,іспущаті,5,,,,,,usp-sbor,,32
1180,жрѣбии,Nb,жрѣбіі,1,,,,,,usp-sbor,,32
1181,яко,Df,ꙗко,60,,,,,,usp-sbor,,32
1182,милостивыи,A-,мілостівьіі,5,,,,,,usp-sbor,,32
1183,въсылати,V-,въсьілаті,3,,,,,,usp-sbor,,32
1184,мучение,Nb,мученіе,2,,,,,,usp-sbor,,32
1185,никита,Ne,нікіта,1,,,,,,usp-sbor,,32
1186,вячеславъ,Ne,вꙗчеславъ,1,,,,,,usp-sbor,,32
1187,подобьно,Df,подобьно,1,,,,,,usp-sbor,,32
1188,варвара,Ne,варвара,1,,,,,,usp-sbor,,32
1189,убоица,Nb,убоіца,2,,,,,,usp-sbor,,32
1190,прѣмудрыи,A-,прѣмудрьіі,3,,,,,,usp-sbor,,32
1191,правьдьникъ,Nb,правьдьнікъ,7,,,,,,usp-sbor,,32
1192,жити,V-,жіті,20,,,,,,usp-sbor,,32
1193,мьзда,Nb,мьзда,5,,,,,,usp-sbor,,32
1194,строение,Nb,строеніе,1,,,,,,usp-sbor,,32
1195,вышьнии,A-,вьішьніі,2,,,,,,usp-sbor,,32
1196,тъчию,Df,тъчію,1,,,,,,usp-sbor,,32
1197,утѣшати,V-,утѣшаті,11,,,,,,usp-sbor,,32
1198,радовати,V-,радоваті,11,,,,,,usp-sbor,,32
1199,вечеръ,Nb,вечеръ,9,,,,,,usp-sbor,,32
1200,пѣти,V-,пѣті,17,,,,,,usp-sbor,,32
1201,вечерьнии,A-,вечерьніі,10,,,,,,usp-sbor,,32
1202,частыи,A-,частьіі,3,,,,,,usp-sbor,,32
1203,въздыхание,Nb,въздьіханіе,4,,,,,,usp-sbor,,32
1204,стонание,Nb,стонаніе,2,,,,,,usp-sbor,,32
1205,лещи,V-,лещі,6,,,,,,usp-sbor,,32
1206,съпати,V-,съпаті,5,,,,,,usp-sbor,,32
1207,сънъ,Nb,сънъ,5,,,,,,usp-sbor,,32
1208,тяжькыи,A-,тꙗжькьіі,3,,,,,,usp-sbor,,32
1209,страшьныи,A-,страшьньіі,3,,,,,,usp-sbor,,32
1210,пострадати,V-,пострадаті,1,,,,,,usp-sbor,,32
1211,течение,Nb,теченіе,2,,,,,,usp-sbor,,32
1212,вѣра,Nb,вѣра,16,,,,,,usp-sbor,,32
1213,съблюсти,V-,съблюсті,4,,,,,,usp-sbor,,32
1214,щадѣти,V-,щадѣті,1,,,,,,usp-sbor,,32
1215,вѣньць,Nb,вѣньць,7,,,,,,usp-sbor,,32
1216,вьседьржителевъ,A-,вьседьржітелевъ,1,,,,,,usp-sbor,,32
1217,възбьнути,V-,възбьнуті,1,,,,,,usp-sbor,,32
1218,рано,Df,рано,1,,,,,,usp-sbor,,32
1219,утрьнии,A-,утрьніі,10,,,,,,usp-sbor,,32
1220,заутрьнии,A-,заутрьніі,4,,,,,,usp-sbor,,32
1221,обути,V-,обуті,1,,,,,,usp-sbor,,32
1222,умыти,V-,умьіті,1,,,,,,usp-sbor,,32
1223,подъступити,V-,подъступіті,1,,,,,,usp-sbor,,32
1224,близъ,Df,блізъ,2,,,,,,usp-sbor,,32
1225,страстотьрпьць,Nb,страстотьрпьць,7,,,,,,usp-sbor,,32
1226,псалътырь,Nb,псалътьірь,5,,,,,,usp-sbor,,32
1227,умъножити,V-,умъножіті,6,,,,,,usp-sbor,,32
1228,сътужати,V-,сътужаті,1,,,,,,usp-sbor,,32
1229,псалъмъ,Nb,псалъмъ,5,,,,,,usp-sbor,,32
1230,обити,V-,обіті,1,,,,,,usp-sbor,,32
1231,уньць,Nb,уньць,1,,,,,,usp-sbor,,32
1232,тучьныи,A-,тучьньіі,1,,,,,,usp-sbor,,32
1233,одьржати,V-,одьржаті,4,,,,,,usp-sbor,,32
1234,таже,C-,таже,3,,,,,,usp-sbor,,32
1235,канонъ,Nb,канонъ,1,,,,,,usp-sbor,,32
1236,икона,Nb,ікона,7,,,,,,usp-sbor,,32
1237,господьнь,A-,господьнь,10,,,,,,usp-sbor,,32
1238,исусъ,Ne,ісусъ,16,,,,,,usp-sbor,,32
1239,христ(ос)ъ,Ne,хрістосъ,24,,,,,,usp-sbor,,32
1240,явити,V-,ꙗвіті,23,,,,,,usp-sbor,,32
1241,изволити,V-,ізволіті,9,,,,,,usp-sbor,,32
1242,пригвоздити,V-,прігвоздіті,2,,,,,,usp-sbor,,32
1243,крьстъ,Nb,крьстъ,2,,,,,,usp-sbor,,32
1244,шьпътъ,Nb,шьпътъ,1,,,,,,usp-sbor,,32
1245,окрьстъ,R-,окрьстъ,2,,,,,,usp-sbor,,32
1246,трепетьныи,A-,трепетьньіі,3,,,,,,usp-sbor,,32
1247,зависть,Nb,завість,1,,,,,,usp-sbor,,32
1248,прѣстрадати,V-,прѣстрадаті,1,,,,,,usp-sbor,,32
1249,въсхотѣти,V-,въсхотѣті,9,,,,,,usp-sbor,,32
1250,ничьтоже,Px,нічьтоже,19,,,,,,usp-sbor,,32
1251,отъмести,V-,отъместі,1,,,,,,usp-sbor,,32
1252,въину,Df,въіну,2,,,,,,usp-sbor,,32
1253,законъ,Nb,законъ,3,,,,,,usp-sbor,,32
1254,годѣ,Df,годѣ,2,,,,,,usp-sbor,,32
1255,попинъ,Nb,попінъ,1,,,,,,usp-sbor,,32
1256,служити,V-,служіті,9,,,,,,usp-sbor,,32
1257,дряхлыи,A-,дрꙗхльіі,2,,,,,,usp-sbor,,32
1258,облияти,V-,обліꙗті,2,,,,,,usp-sbor,,32
1259,зѣло,Df,зѣло,27,,,,,,usp-sbor,,32
1260,расплакати,V-,расплакаті,1,,,,,,usp-sbor,,32
1261,милыи,A-,мільіі,7,,,,,,usp-sbor,,32
1262,вѣ,Pp,вѣ,1,,,,,,usp-sbor,,32
1263,благость,Nb,благость,2,,,,,,usp-sbor,,32
1264,христ(ос)овъ,A-,хрістосовъ,11,,,,,,usp-sbor,,32
1265,умилити,V-,уміліті,7,,,,,,usp-sbor,,32
1266,абие,Df,абіе,18,,,,,,usp-sbor,,32
1267,тещи,V-,тещі,9,,,,,,usp-sbor,,32
1268,блистание,Nb,блістаніе,1,,,,,,usp-sbor,,32
1269,мечьныи,A-,мечьньіі,1,,,,,,usp-sbor,,32
1270,оцѣщение,Nb,оцѣщеніе,1,,,,,,usp-sbor,,32
1271,пробости,V-,пробості,4,,,,,,usp-sbor,,32
1272,мъногомилостивыи,A-,мъногомілостівьіі,2,,,,,,usp-sbor,,32
1273,насунути,V-,насунуті,1,,,,,,usp-sbor,,32
1274,копие,Nb,копіе,2,,,,,,usp-sbor,,32
1275,тальць,Ne,тальць,1,,,,,,usp-sbor,,32
1276,еловичь,Ne,еловічь,1,,,,,,usp-sbor,,32
1277,ляшько,Ne,лꙗшько,1,,,,,,usp-sbor,,32
1278,врѣщи,V-,врѣщі,1,,,,,,usp-sbor,,32
1279,идѣже,Dq,ідѣже,24,,,,,,usp-sbor,,32
1280,увядати,V-,увꙗдаті,1,,,,,,usp-sbor,,32
1281,угъринъ,Nb,угърінъ,1,,,,,,usp-sbor,,32
1282,златыи,A-,златьіі,1,,,,,,usp-sbor,,32
1283,паче,Df,паче,21,,,,,,usp-sbor,,32
1284,мѣра,Nb,мѣра,2,,,,,,usp-sbor,,32
1285,проньзти,V-,проньзті,1,,,,,,usp-sbor,,32
1286,уранити,V-,ураніті,1,,,,,,usp-sbor,,32
1287,искочити,V-,іскочіті,1,,,,,,usp-sbor,,32
1288,оторопъ,Nb,оторопъ,1,,,,,,usp-sbor,,32
1289,округъ,R-,округъ,1,,,,,,usp-sbor,,32
1290,приступити,V-,пріступіті,6,,,,,,usp-sbor,,32
1291,помолити,V-,помоліті,6,,,,,,usp-sbor,,32
1292,небо,Nb,небо,12,,,,,,usp-sbor,,32
1293,горѣ,Df,горѣ,1,,,,,,usp-sbor,,32
1294,въздъхнути,V-,въздъхнуті,1,,,,,,usp-sbor,,32
1295,сиции,A-,сіціі,6,,,,,,usp-sbor,,32
1296,глаголъ,Nb,глаголъ,6,,,,,,usp-sbor,,32
1297,прѣльсть,Nb,прѣльсть,2,,,,,,usp-sbor,,32
1298,прѣщедрыи,A-,прѣщедрьіі,2,,,,,,usp-sbor,,32
1299,живодавець,Nb,жіводавець,1,,,,,,usp-sbor,,32
1300,человѣколюбьць,Nb,человѣколюбьць,1,,,,,,usp-sbor,,32
1301,хотѣние,Nb,хотѣніе,2,,,,,,usp-sbor,,32
1302,милосьрдие,Nb,мілосьрдіе,5,,,,,,usp-sbor,,32
1303,направити,V-,направіті,1,,,,,,usp-sbor,,32
1304,мирьныи,Nb,мірьньіі,1,,,,,,usp-sbor,,32
1305,бесъблазньныи,A-,бесъблазньньіі,1,,,,,,usp-sbor,,32
1306,призьрѣти,V-,прізьрѣті,3,,,,,,usp-sbor,,32
1307,высота,Nb,вьісота,1,,,,,,usp-sbor,,32
1308,святыни,Nb,свꙗтьіні,2,,,,,,usp-sbor,,32
1309,болѣзнь,Nb,болѣзнь,4,,,,,,usp-sbor,,32
1310,съродьникъ,Nb,съродьнікъ,1,,,,,,usp-sbor,,32
1311,умьрщвляти,V-,умьрщвлꙗті,1,,,,,,usp-sbor,,32
1312,въмѣнити,V-,въмѣніті,1,,,,,,usp-sbor,,32
1313,сънѣдь,Nb,сънѣдь,1,,,,,,usp-sbor,,32
1314,въпрекы,Df,въпрекьі,1,,,,,,usp-sbor,,32
1315,умыслити,V-,умьісліті,4,,,,,,usp-sbor,,32
1316,селико,Df,селіко,1,,,,,,usp-sbor,,32
1317,елико,Dq,еліко,3,,,,,,usp-sbor,,32
1318,въздвигнути,V-,въздвігнуті,1,,,,,,usp-sbor,,32
1319,врагъ,Nb,врагъ,15,,,,,,usp-sbor,,32
1320,поносити,V-,поносіті,2,,,,,,usp-sbor,,32
1321,протьрпѣти,V-,протьрпѣті,1,,,,,,usp-sbor,,32
1322,велерѣчевати,V-,велерѣчеваті,1,,,,,,usp-sbor,,32
1323,укрыти,V-,укрьіті,2,,,,,,usp-sbor,,32
1324,межу,R-,межу,4,,,,,,usp-sbor,,32
1325,съпасти#2,V-,съпасті#2,1,,,,,,usp-sbor,,32
1326,служьба,Nb,служьба,12,,,,,,usp-sbor,,32
1327,вашь,Ps,вашь,15,,,,,,usp-sbor,,32
1328,жалостьно,Df,жалостьно,2,,,,,,usp-sbor,,32
1329,водитель,Nb,водітель,1,,,,,,usp-sbor,,32
1330,слѣпыи,A-,слѣпьіі,3,,,,,,usp-sbor,,32
1331,одежа,Nb,одежа,30,,,,,,usp-sbor,,32
1332,нагыи,A-,нагьіі,3,,,,,,usp-sbor,,32
1333,староста,Nb,староста,1,,,,,,usp-sbor,,32
1334,жьзлъ,Nb,жьзлъ,1,,,,,,usp-sbor,,32
1335,казатель,Nb,казатель,1,,,,,,usp-sbor,,32
1336,наказати,V-,наказаті,3,,,,,,usp-sbor,,32
1337,веселити,V-,веселіті,8,,,,,,usp-sbor,,32
1338,вельможа,Nb,вельможа,7,,,,,,usp-sbor,,32
1339,величие,Nb,велічіе,1,,,,,,usp-sbor,,32
1340,почудити,V-,почудіті,2,,,,,,usp-sbor,,32
1341,съмѣрение,Nb,съмѣреніе,26,,,,,,usp-sbor,,32
1342,съмѣрити,V-,съмѣріті,3,,,,,,usp-sbor,,32
1343,усънути,V-,усънуті,8,,,,,,usp-sbor,,32
1344,живыи,A-,жівьіі,8,,,,,,usp-sbor,,32
1345,иулии,Nb,іуліі,2,,,,,,usp-sbor,,32
1346,каланды,Nb,каландьі,1,,,,,,usp-sbor,,32
1347,съняти,V-,сънꙗті,6,,,,,,usp-sbor,,32
1348,отъсѣчи,V-,отъсѣчі,1,,,,,,usp-sbor,,32
1349,отъврѣщи,V-,отъврѣщі,3,,,,,,usp-sbor,,32
1350,кромѣ,R-,кромѣ,2,,,,,,usp-sbor,,32
1351,послѣдь,Df,послѣдь,3,,,,,,usp-sbor,,32
1352,коло,Nb,коло,1,,,,,,usp-sbor,,32
1353,повезти,V-,повезті,1,,,,,,usp-sbor,,32
1354,боръ,Nb,боръ,1,,,,,,usp-sbor,,32
1355,въскланяти,V-,въскланꙗті,3,,,,,,usp-sbor,,32
1356,увѣдѣти,V-,увѣдѣті,14,,,,,,usp-sbor,,32
1357,въсприяти,V-,въспріꙗті,5,,,,,,usp-sbor,,32
1358,неувядаемыи,A-,неувꙗдаемьіі,1,,,,,,usp-sbor,,32
1359,принести,V-,прінесті,10,,,,,,usp-sbor,,32
1360,погрети,V-,погреті,5,,,,,,usp-sbor,,32
1361,оставити,V-,оставіті,12,,,,,,usp-sbor,,32
1362,неистовити,V-,неістовіті,1,,,,,,usp-sbor,,32
1363,простирати,V-,простіраті,2,,,,,,usp-sbor,,32
1364,желание,Nb,желаніе,2,,,,,,usp-sbor,,32
1365,улучити,V-,улучіті,2,,,,,,usp-sbor,,32
1366,въспомянути,V-,въспомꙗнуті,3,,,,,,usp-sbor,,32
1367,съблажнение,Nb,съблажненіе,1,,,,,,usp-sbor,,32
1368,малы,Df,мальі,7,,,,,,usp-sbor,,32
1369,покаяние,Nb,покаꙗніе,9,,,,,,usp-sbor,,32
1370,прѣклонити,V-,прѣклоніті,2,,,,,,usp-sbor,,32
1371,вънити,V-,въніті,28,,,,,,usp-sbor,,32
1372,сотона,Ne,сотона,2,,,,,,usp-sbor,,32
1373,пострѣкати,V-,пострѣкаті,2,,,,,,usp-sbor,,32
1374,вящии,A-,вꙗщіі,5,,,,,,usp-sbor,,32
1375,гории,A-,горіі,2,,,,,,usp-sbor,,32
1376,съдѣяти,V-,съдѣꙗті,1,,,,,,usp-sbor,,32
1377,сьдѣ,Df,сьдѣ,12,,,,,,usp-sbor,,32
1378,дъвои,Ma,дъвоі,2,,,,,,usp-sbor,,32
1379,чаяти,V-,чаꙗті,4,,,,,,usp-sbor,,32
1380,варити,V-,варіті,5,,,,,,usp-sbor,,32
1381,въздати,V-,въздаті,1,,,,,,usp-sbor,,32
1382,изгънати,V-,ізгънаті,1,,,,,,usp-sbor,,32
1383,прѣстолъ,Nb,прѣстолъ,2,,,,,,usp-sbor,,32
1384,жалость,Nb,жалость,1,,,,,,usp-sbor,,32
1385,сънѣсти,V-,сънѣсті,1,,,,,,usp-sbor,,32
1386,поношение,Nb,поношеніе,1,,,,,,usp-sbor,,32
1387,напасти,V-,напасті,2,,,,,,usp-sbor,,32
1388,възлюбити,V-,възлюбіті,7,,,,,,usp-sbor,,32
1389,погънати,V-,погънаті,4,,,,,,usp-sbor,,32
1390,язва,Nb,ꙗзва,2,,,,,,usp-sbor,,32
1391,приложити,V-,пріложіті,4,,,,,,usp-sbor,,32
1392,оцѣстити,V-,оцѣстіті,3,,,,,,usp-sbor,,32
1393,потрѣбити,V-,потрѣбіті,1,,,,,,usp-sbor,,32
1394,послѣди,Df,послѣді,3,,,,,,usp-sbor,,32
1395,прѣдълежати,V-,прѣдълежаті,2,,,,,,usp-sbor,,32
1396,дияволь,A-,діꙗволь,4,,,,,,usp-sbor,,32
1397,въбързѣ,Df,въбързѣ,4,,,,,,usp-sbor,,32
1398,зъвати,V-,зъваті,3,,,,,,usp-sbor,,32
1399,съдравити,V-,съдравіті,1,,,,,,usp-sbor,,32
1400,вельми,Df,вельмі,11,,,,,,usp-sbor,,32
1401,поѣхати,V-,поѣхаті,2,,,,,,usp-sbor,,32
1402,вълга,Ne,вълга,1,,,,,,usp-sbor,,32
1403,потъкнути,V-,потъкнуті,2,,,,,,usp-sbor,varlaam,96
1404,подъ,R-,подъ,2,,,,,,usp-sbor,,32
1405,ръвъ,Nb,ръвъ,1,,,,,,usp-sbor,,32
1406,наломити,V-,наломіті,1,,,,,,usp-sbor,,32
1407,смольньскъ,Ne,смольньскъ,4,,,,,,usp-sbor,,32
1408,зьрѣемо,Nb,зьрѣемо,2,,,,,,usp-sbor,,32
1409,смядина,Ne,смꙗдіна,2,,,,,,usp-sbor,,32
1410,корабльць,Nb,корабльць,2,,,,,,usp-sbor,,32
1411,передъслава,Ne,передъслава,1,,,,,,usp-sbor,,32
1412,присълати,V-,прісълаті,2,,,,,,usp-sbor,,32
1413,възъпити,V-,възъпіті,2,,,,,,usp-sbor,,32
1414,плачь,Nb,плачь,10,,,,,,usp-sbor,,32
1415,стенати,V-,стенаті,2,,,,,,usp-sbor,,32
1416,сѣтование,Nb,сѣтованіе,1,,,,,,usp-sbor,,32
1417,сѣтовати,V-,сѣтоваті,1,,,,,,usp-sbor,,32
1418,тужити,V-,тужіті,2,,,,,,usp-sbor,,32
1419,отъчаяти,V-,отъчаꙗті,2,,,,,,usp-sbor,,32
1420,уне,Df,уне,3,,,,,,usp-sbor,,32
1421,неже,Df,неже,3,,,,,,usp-sbor,,32
1422,уединеныи,A-,уедіненьіі,1,,,,,,usp-sbor,,32
1423,усиреныи,A-,усіреньіі,1,,,,,,usp-sbor,,32
1424,пожити,V-,пожіті,6,,,,,,usp-sbor,,32
1425,ангельскыи,A-,ангельскьіі,4,,,,,,usp-sbor,,32
1426,селикыи,A-,селікьіі,1,,,,,,usp-sbor,,32
1427,състичи,V-,състічі,1,,,,,,usp-sbor,,32
1428,умиленыи,A-,уміленьіі,2,,,,,,usp-sbor,,32
1429,очужити,V-,очужіті,1,,,,,,usp-sbor,,32
1430,уполучити,V-,уполучіті,1,,,,,,usp-sbor,,32
1431,дьрзновение,Nb,дьрзновеніе,4,,,,,,usp-sbor,,32
1432,уныние,Nb,уньініе,2,,,,,,usp-sbor,,32
1433,прѣльстьныи,A-,прѣльстьньіі,1,,,,,,usp-sbor,,32
1434,омачати,V-,омачаті,1,,,,,,usp-sbor,,32
1435,призывати,V-,прізьіваті,10,,,,,,usp-sbor,,32
1436,приспѣти,V-,пріспѣті,4,,,,,,usp-sbor,,32
1437,вънезаапу,Df,вънезаапу,3,,,,,,usp-sbor,,32
1438,слуга,Nb,слуга,4,,,,,,usp-sbor,,32
1439,немилостивыи,A-,немілостівьіі,1,,,,,,usp-sbor,,32
1440,кръвопиица,Nb,кръвопііца,1,,,,,,usp-sbor,,32
1441,братоненавидьникъ,Nb,братоненавідьнікъ,2,,,,,,usp-sbor,,32
1442,лютыи,A-,лютьіі,3,,,,,,usp-sbor,,32
1443,сверѣпыи,A-,сверѣпьіі,2,,,,,,usp-sbor,,32
1444,звѣрь,Nb,звѣрь,3,,,,,,usp-sbor,,32
1445,изимати,V-,ізіматі,1,,,,,,usp-sbor,,32
1446,сърѣсти,V-,сърѣсті,5,,,,,,usp-sbor,,32
1447,устие,Nb,устіе,1,,,,,,usp-sbor,,32
1448,възрадовати,V-,възрадоваті,7,,,,,,usp-sbor,,32
1449,омрачати,V-,омрачаті,1,,,,,,usp-sbor,,32
1450,грети,V-,греті,1,,,,,,usp-sbor,,32
1451,цѣлование,Nb,цѣлованіе,1,,,,,,usp-sbor,,32
1452,равьно,Df,равьно,1,,,,,,usp-sbor,,32
1453,плути,V-,плуті,1,,,,,,usp-sbor,,32
1454,скакати,V-,скакаті,1,,,,,,usp-sbor,,32
1455,обънажити,V-,обънажіті,2,,,,,,usp-sbor,,32
1456,бльщати,V-,бльщаті,1,,,,,,usp-sbor,,32
1457,весло,Nb,весло,1,,,,,,usp-sbor,,32
1458,испасти,V-,іспасті,1,,,,,,usp-sbor,,32
1459,омьртвѣти,V-,омьртвѣті,1,,,,,,usp-sbor,,32
1460,разумѣти,V-,разумѣті,18,,,,,,usp-sbor,,32
1461,умывати,V-,умьіваті,2,,,,,,usp-sbor,,32
1462,съкрушити,V-,съкрушіті,4,,,,,,usp-sbor,,32
1463,утьрпати,V-,утьрпаті,1,,,,,,usp-sbor,,32
1464,брѣщи,V-,брѣщі,2,,,,,,usp-sbor,,32
1465,помиловати,V-,поміловаті,4,,,,,,usp-sbor,,32
1466,пожати,V-,пожаті,1,,,,,,usp-sbor,,32
1467,съзьрѣти#2,V-,съзьрѣті#2,2,,,,,,usp-sbor,,32
1468,класъ,Nb,класъ,1,,,,,,usp-sbor,,32
1469,млѣко,Nb,млѣко,1,,,,,,usp-sbor,,32
1470,безълобие,Nb,безълобіе,1,,,,,,usp-sbor,,32
1471,носити,V-,носіті,10,,,,,,usp-sbor,,32
1472,лоза,Nb,лоза,2,,,,,,usp-sbor,varlaam,96
1473,възрасти,V-,възрасті,4,,,,,,usp-sbor,,32
1474,убояти,V-,убоꙗті,5,,,,,,usp-sbor,,32
1475,апостольскыи,A-,апостольскьіі,1,,,,,,usp-sbor,,32
1476,зълобие,Nb,зълобіе,2,,,,,,usp-sbor,,32
1477,младеньствовати,V-,младеньствоваті,2,,,,,,usp-sbor,,32
1478,сырорѣзание,Nb,сьірорѣзаніе,1,,,,,,usp-sbor,,32
1479,съвѣдѣтельствовати,V-,съвѣдѣтельствоваті,2,,,,,,usp-sbor,,32
1480,жалити,V-,жаліті,5,,,,,,usp-sbor,,32
1481,постыдити,V-,постьідіті,1,,,,,,usp-sbor,,32
1482,въсхытити,V-,въсхьітіті,1,,,,,,usp-sbor,,32
1483,вънимати,V-,въніматі,2,,,,,,usp-sbor,,32
1484,старѣишина,Nb,старѣішіна,5,,,,,,usp-sbor,,32
1485,поспѣшитель,Nb,поспѣшітель,1,,,,,,usp-sbor,,32
1486,разлучати,V-,разлучаті,1,,,,,,usp-sbor,,32
1487,приклонити,V-,пріклоніті,1,,,,,,usp-sbor,,32
1488,ухо,Nb,ухо,4,,,,,,usp-sbor,,32
1489,приключити,V-,пріключіті,1,,,,,,usp-sbor,,32
1490,закалати,V-,закалаті,2,,,,,,usp-sbor,,32
1491,вънушити,V-,вънушіті,1,,,,,,usp-sbor,,32
1492,послушати,V-,послушаті,18,,,,,,usp-sbor,,32
1493,рѣка,Nb,рѣка,2,,,,,,usp-sbor,,32
