id,lemma,pos,count
1105,верблюдъ,Nb,2
1106,нагара,Nb,2
1107,ковре,Nb,1
1108,шапъка,Nb,6
1109,чичакъ,Nb,1
1110,сагадакъ,Nb,4
1111,седьло,Nb,7
1112,скакати,V-,13
1113,играти,V-,16
1114,теремьць,Nb,2
1115,благыи,A-,107
1116,наряжати,V-,9
1117,обивати,V-,2
1118,людъ,Nb,2
1119,чепь,Nb,22
1120,наступити,V-,6
1121,близъкыи,A-,5
1122,надъ,R-,109
1123,теремъ,Nb,6
1124,аксамитьныи,A-,1
1125,маковица,Nb,2
1126,нести,V-,36
1127,махтумъ,Nb,1
1128,шидяныи,A-,1
1129,везти,V-,25
1130,мъножьство,Nb,142
1131,пѣвьць,Nb,2
1132,платище,Nb,2
1133,завѣсити,V-,2
1134,пълныи,A-,40
1135,сладъкыи,A-,21
1136,варъ,Nb,2
1137,сильно,Df,12
1138,катобагряимъ,Ne,2
1139,жида,Ne,1
1140,остань,Ne,1
1141,чеготань,Ne,2
1142,ширязь,Ne,5
1143,ездъ,Ne,2
1144,вѣтръ,Nb,30
1145,гилянь,Ne,1
1146,душьныи,A-,1
1147,парище,Nb,1
1148,лихыи,A-,27
1149,шамахѣя,Ne,1
1150,паръ,Nb,1
1151,вавилонъ,Ne,8
1152,хумитъ,Ne,1
1153,ляпъ,Ne,1
1154,тако,Df,790
1155,севастѣя,Ne,2
1156,губа,Nb,10
1157,гурзыньскыи,A-,1
1158,обильныи,A-,6
1159,турьскыи,A-,9
1160,волошьскыи#1,A-,3
1161,съѣстьныи,A-,1
1162,подольскыи,A-,2
1163,урусъ,F-,3
1164,ерь,F-,3
1165,тангры,F-,1
1166,сакласынъ,F-,1
1167,сакла,F-,2
1168,будонья,F-,1
1169,да,F-,1
1170,мѹнѹкыбит,F-,1
1171,ектѹръ,F-,1
1172,нечикъ,F-,1
1173,ери,F-,1
1174,бегълѧри,F-,1
1175,акаи,F-,1
1176,тѹсил,F-,1
1177,абадан,F-,1
1178,больсынъ,F-,1
1179,расте,F-,1
1180,камъ,F-,1
1181,даретъ,F-,1
1182,данъгры,F-,1
1183,иже,Df,14
1184,камо,Du,17
1185,вьсьдѣ,Df,19
1186,булгакъ,Nb,1
1187,выбити,V-,7
1188,янша,Ne,1
1189,мурза,Ne,1
1190,узуасанъ,Ne,2
1191,амусаить,Ne,1
1192,сѣсти,V-,195
1193,обрѣнити,V-,1
1194,едигеръ,Ne,1
1195,блюсти,V-,64
1196,никуды,Df,4
1197,занеже,Df,2
1198,собина,Nb,1
1199,исхарчити,V-,1
1200,харчь,Nb,2
1201,пивати,V-,1
1202,казна,Nb,13
1203,юкъ,Nb,3
1204,бесчисльныи,A-,29
1205,курбантъ,Nb,1
1206,багрямъ,Nb,1
1207,петровъ,A-,9
1208,сърѣтити,V-,3
1209,вьрста,Nb,41
1210,суфрея,Nb,1
1211,скатерть,Nb,6
1212,въшеретьныи,A-,1
1213,конюшьна,Nb,10
1214,оседьлати,V-,3
1215,готовыи,A-,30
1216,бубънъ,Nb,8
1217,мызамлылкъ,Ne,1
1218,мекханъ,Ne,1
1219,фаратханъ,Ne,1
1220,покупити,V-,1
1221,ктучаръ,Ne,1
1222,заповѣдати,V-,18
1223,дѣлярь,Nb,1
1224,госпожинъ,A-,6
1225,четвьргъ,Nb,11
1226,въторьникъ,Nb,11
1227,сестра,Nb,35
1228,возыреня,Nb,1
1229,попона,Nb,4
1230,сукъняныи,A-,2
1231,подъмывати,V-,1
1232,чунердара,Ne,1
1233,къняжение,Nb,35
1234,бинедарьскыи,A-,1
1235,осмыи,Mo,4
1236,коньныи,A-,9
1237,малханъ,Ne,1
1238,бедерьханъ,Ne,1
1239,возырханъ,Nb,1
1240,кутарханъ,Ne,1
1241,авдономъ,Nb,1
1242,ополѣти,V-,1
1243,еще,Df,159
1244,прибавити,V-,9
1245,сила,Nb,148
1246,маметь,F-,2
1247,дени,F-,3
1248,иариа,F-,1
1249,растъ,F-,1
1250,доносит,F-,1
1251,чистыи,A-,94
1252,пятыи,Mo,13
1253,възмыслити,V-,2
1254,изити,V-,121
1255,улубаграмъ,Nb,2
1256,росолялъ,F-,1
1257,розговѣти,V-,1
1258,воина,Nb,18
1259,удати,V-,3
1260,изгыбнути,V-,5
1261,истеряти,V-,6
1262,кадамъ,Nb,1
1263,биченѣгира,Ne,1
1264,сквозѣ,R-,24
1265,тещи,V-,36
1266,сторона,Nb,51
1267,женьгѣль,Nb,1
1268,зълыи,A-,142
1269,долъ,Nb,1
1270,угодьныи,A-,8
1271,нѣкуды,Df,3
1272,дьбрь,Nb,5
1273,тикень,Nb,1
1274,помрѣти,V-,14
1275,безводие,Nb,2
1276,голодъ,Nb,14
1277,безводица,Nb,1
1278,съмотрити,V-,52
1279,меликъчанъ,Ne,1
1280,высѣчи,V-,6
1281,поголовие,Nb,1
1282,мужьскыи,A-,12
1283,женьскыи,A-,12
1284,полонъ,Nb,38
1285,продавати,V-,4
1286,робя,Nb,13
1287,куруль,Ne,3
1288,отътудова,Df,5
1289,розвозити,V-,1
1290,алмазьникъ,Nb,1
1291,суляхъ,F-,1
1292,микунѣтъ,F-,1
1293,калики,Ne,1
1294,камендрея,Ne,2
1295,кынарясъ,Ne,2
1296,суря,Ne,2
1297,поморие,Nb,1
1298,ефиопьскыи,A-,5
1299,оканьныи,A-,59
1300,вышьнии,A-,18
1301,крьщение,Nb,56
1302,устроити,V-,62
1303,заповѣдь,Nb,61
1304,апостольскыи,A-,11
1305,устрьмити,V-,17
1306,умъ,Nb,81
1307,съговорити,V-,3
1308,налонъ,Nb,2
1309,корабльныи,A-,1
1310,видати,V-,18
1311,въскличати,V-,1
1312,бервогыдирь,F-,1
1313,конъкаръ,F-,1
1314,бизимъ,F-,1
1315,баши,F-,1
1316,мудна,F-,1
1317,насипъ,F-,1
1318,болумышьти,F-,1
1319,государь,Nb,207
1320,небесьныи,A-,81
1321,сьдѣ,Df,90
1322,ла,F-,1
1323,судити,V-,43
1324,благодать,Nb,82
1325,раздати,V-,1
1326,ефиоп(ин)ъ,Nb,1
1327,шестыи,Mo,15
1328,ларь,Ne,2
1329,вергъ,Ne,3
1330,спагань,Ne,3
1331,кумъ,Ne,2
1332,сава#2,Ne,2
1333,султания,Ne,2
1334,терьвизъ,Ne,2
1335,не быти,V-,77
1336,тоханъ,Ne,1
1337,пожещи,V-,65
1338,амасия,Ne,1
1339,село,Nb,101
1340,караманъ,Ne,1
1341,арцицинъ,Ne,2
1342,трепизонъ,Ne,5
1343,присьнодѣвыи,A-,3
1344,мария,Ne,20
1345,кафа,Ne,4
1346,шубаши,Nb,1
1347,паша,Nb,5
1348,хламъ,Nb,1
1349,възнести,V-,15
1350,обыскати,V-,3
1351,обыскывати,V-,4
1352,чьрмьныи,A-,7
1353,вонада,Ne,1
1354,стрѣтити,V-,2
1355,полънощь,Nb,10
1356,възвратити,V-,154
1357,платана,Ne,2
1358,стрѣчати,V-,4
1359,развѣ,R-,17
1360,бо,Df,1155
1361,прѣити,V-,21
1362,занести,V-,3
1363,сы,Df,1
1364,балыкая,Ne,1
1365,тъкъръзофъ,Ne,1
1366,кафа,Nb,1
1367,дигырь,F-,1
1368,доно,F-,2
1369,аминъ,I-,40
1370,смилна,F-,1
1371,рахмамъ,F-,2
1372,акберь,F-,2
1373,акши,F-,2
1374,илелло,F-,2
1375,иса,F-,1
1376,рухолло,F-,1
1377,ааликсоломъ,F-,1
1378,илягяиля,F-,1
1379,ахамду,F-,1
1380,лилло,F-,1
1381,шукуръ,F-,1
1382,афатаде,F-,1
1383,бисмилна,F-,1
1384,ги,F-,1
1385,хуво,F-,2
1386,мугу,F-,1
1387,лези,F-,1
1388,ляиляга,F-,1
1389,ильля,F-,1
1390,гуя,F-,1
1391,алимулъ,F-,1
1392,гяиби,F-,1
1393,ба,F-,1
1394,шагадити,F-,1
1395,хуа,F-,1
1396,рахману,F-,1
1397,рагыму,F-,1
1398,могу,F-,1
1399,лязи,F-,1
1400,ля,F-,1
1401,иляга,F-,1
1402,иль,F-,2
1403,ляхуя,F-,1
1404,альмелику,F-,1
1405,алакудосу,F-,1
1406,асалому,F-,1
1407,альмумину,F-,1
1408,альмугамину,F-,1
1409,альазизу,F-,1
1410,альчебару,F-,1
1411,альмутаканъбиру,F-,1
1412,альхалику,F-,1
1413,альбариюу,F-,1
1414,альмусавирю,F-,1
1415,алькафару,F-,1
1416,алькахару,F-,1
1417,альвахаду,F-,1
1418,альрязаку,F-,1
1419,альфатагу,F-,1
1420,альалиму,F-,1
1421,алькабизу,F-,1
1422,альбасуту,F-,1
1423,альхафизу,F-,1
1424,альррафию,F-,1
1425,альмавифу,F-,1
1426,альмузилю,F-,1
1427,альсемию,F-,1
1428,альвасирю,F-,1
1429,альакаму,F-,1
1430,альадьюлю,F-,1
1431,альлятуфу,F-,1
1432,вьсесвятыи,A-,4
1433,съдѣтель,Nb,3
1434,миръ,Nb,280
1435,поспѣшити,V-,1
1436,направити,V-,2
1437,сьрдьце,Nb,194
1438,начати,V-,379
1439,разумъ,Nb,62
1440,коньчати,V-,38
1441,дѣло,Nb,260
1442,иже,Pr,1202
1443,нынѣ,Df,196
1444,глаголати,V-,636
1445,недостоиныи,A-,21
1446,разумѣти,V-,77
1447,невѣжьство,Nb,4
1448,припадати,V-,9
1449,помощь,Nb,73
1450,просити,V-,142
1451,управити,V-,22
1452,утвьрдити,V-,48
1453,глаголание,Nb,1
1454,устьна,Nb,12
1455,сътужати,V-,11
1456,нъ,C-,925
1457,приготовити,V-,6
1458,творение,Nb,4
1459,да,G-,334
1460,просвѣтити,V-,26
1461,судище,Nb,3
1462,десныи,A-,17
1463,причастьникъ,Nb,1
1464,избьрати,V-,59
1465,въздъхнути,V-,15
1466,възглаголати,V-,5
1467,дионисии,Ne,22
1468,ареопагитъ,Ne,3
1469,божьствьныи,A-,81
1470,присьносущьныи,A-,3
1471,близостьныи,A-,1
1472,виновьныи,A-,3
1473,сирѣчь,Df,14
1474,похвальныи,A-,3
1475,сии,Pd,1775
1476,животъ,Nb,77
1477,своиствьныи,A-,1
1478,непостижимыи,A-,5
1479,неприступьныи,A-,1
1480,трисияньныи,A-,1
1481,триипостасьныи,A-,2
1482,непостояньныи,A-,1
1483,духъ,Nb,156
1484,прочии,A-,149
1485,разумѣвати,V-,8
1486,отъвьржение,Nb,5
1487,испадение,Nb,3
1488,аще,G-,612
1489,мощи,V-,237
1490,потеряти,V-,5
1491,новолюбьць,Nb,1
1492,сущьство,Nb,6
1493,животворити,V-,7
1494,ужь,Df,25
1495,испасти,V-,5
1496,отъврѣщи,V-,13
1497,символъ,Nb,1
1498,нежели,Df,27
1499,отъсѣкати,V-,3
1500,съдьржати,V-,11
1501,правовѣрьныи,A-,10
1502,обои,Ma,44
1503,исповѣдовати,V-,1
1504,покланяти,V-,13
1505,страдати,V-,15
1506,умирати,V-,24
1507,владычьнь,A-,19
1508,тѣшити,V-,10
1509,убо,Df,182
1510,зане,G-,84
1511,богоразумие,Nb,2
1512,сътяжати,V-,23
1513,иступити,V-,2
1514,мирьскыи,A-,24
1515,нравъ,Nb,21
1516,прѣльсть,Nb,14
1517,трѣзвити,V-,1
1518,измѣнити,V-,11
1519,прѣльстьныи,A-,4
1520,невѣрие,Nb,1
1521,тъкъмо#1,Df,106
1522,даже,Df,6
1523,съмьрть,Nb,154
1524,бѣдьствовати,V-,1
1525,ради,R-,306
1526,невѣдѣние,Nb,3
1527,съконьчавати,V-,2
1528,вьсегда,Df,95
1529,свидѣтельствовати,V-,3
1530,научити,V-,58
1531,павьлъ,Ne,53
1532,апостолъ,Nb,108
1533,афины,Ne,2
1534,прѣжде,Df,19
1535,даже,Dq,5
1536,хытрость,Nb,21
1537,имѣти,V-,396
1538,съчитати,V-,4
1539,бѣгъ,Nb,3
1540,егда,Dq,215
1541,въмѣнити,V-,8
1542,уметы,Nb,3
1543,тимофѣи,Ne,16
1544,сице,Df,176
1545,али,Df,4
1546,яко,G-,696
1547,вънѣшьнии,A-,1
1548,тьля,Nb,3
1549,пагуба,Nb,23
1550,обрѣсти,V-,143
1551,тъкъмо#2,Df,6
1552,тъщета,Nb,9
1553,чисти,V-,38
1554,да#1,Df,379
1555,исчитати,V-,2
1556,погыбати,V-,16
1557,понеже,G-,75
1558,любы,Nb,151
1559,приняти,V-,8
1560,воеже,G-,2
1561,дѣиство,Nb,14
1562,льсть,Nb,29
1563,судъ#1,Nb,77
1564,истиньнѣ,Df,6
1565,благоволити,V-,4
1566,неправьда,Nb,23
1567,ученикъ,Nb,43
1568,врѣмя,Nb,281
1569,распятие,Nb,4
1570,господьнь,A-,97
1571,сълньчьныи,A-,9
1572,прѣложити,V-,21
1573,луна,Nb,22
1574,кръвь,Nb,117
1575,звѣзда,Nb,29
1576,полъдьнь,Nb,8
1577,явити,V-,82
1578,видъ,Nb,5
1579,коньчина,Nb,8
1580,вѣкъ#1,Nb,135
1581,слово,Nb,272
1582,плъть,Nb,37
1583,обычаи,Nb,75
1584,тварь,Nb,10
1585,недоумѣние,Nb,7
1586,знамение,Nb,89
1587,къгда,Dq,9
1588,затьмити,V-,1
1589,заблудьныи,A-,1
1590,именовати,V-,8
1591,положити,V-,211
1592,прѣдѣлъ,Nb,13
1593,яко,Dq,195
1594,обътекати,V-,1
1595,гнѣвъ,Nb,67
1596,заблудьница,Nb,1
1597,подътещи,V-,1
1598,западъ,Nb,16
1599,закрыти,V-,2
1600,затьмение,Nb,3
1601,подътекати,V-,4
1602,шьствие,Nb,2
1603,закрывати,V-,3
1604,россия,Ne,1
1605,моръ,Nb,14
1606,плыти,V-,7
1607,архиепископъ,Nb,92
1608,симеонъ,Ne,16
1609,сибирьскыи,A-,4
1610,помьркнути,V-,8
1611,никонъ,Ne,42
1612,отъступьникъ,Nb,11
1613,вира,Nb,22
1614,казити,V-,1
1615,законъ,Nb,91
1616,цьркъвьныи,A-,69
1617,излияти,V-,8
1618,фияль,Nb,2
1619,ярость,Nb,15
1620,зѣло,Df,137
1621,нѣколи,Df,14
1622,забыти,V-,29
1623,помьнити,V-,16
1624,пакы,Df,430
1625,потомь,Df,137
1626,минути,V-,26
1627,четырьнадесять,Ma,30
1628,въдругорядъ,Df,3
1629,постъ,Nb,55
1630,пятъкъ,Nb,28
1631,протопопъ,Nb,26
1632,аввакумъ,Ne,13
1633,бѣдьныи,A-,41
1634,горемыка,Nb,1
1635,съборьныи,A-,26
1636,цьркы,Nb,609
1637,власть,Nb,67
1638,отъстричи,V-,1
1639,угрѣша,Ne,4
1640,тьмьница,Nb,29
1641,проклинати,V-,7
1642,бръсити,V-,13
1643,вѣрьныи,A-,32
1644,нестроение,Nb,1
1645,разорение,Nb,2
1646,прѣстати,V-,19
1647,потьрпѣти,V-,7
1648,како,Dq,132
1649,при,R-,151
1650,навинъ,Ne,1
1651,израиль,Ne,13
1652,сѣщи,V-,42
1653,иноплеменьникъ,Nb,10
1654,противъ,R-,26
1655,гаваонъ,Ne,1
1656,крьстообразьно,Df,4
1657,распрострѣти,V-,3
1658,течение,Nb,6
1659,доньдеже,G-,73
1660,врагъ,Nb,86
1661,погубити,V-,66
1662,назадъ,Df,17
1663,отъбѣжати,V-,7
1664,потещи,V-,11
1665,сутъкы,Nb,5
1666,прибыти,V-,4
1667,езекия,Ne,2
1668,отътечи,V-,1
1669,дионисиевъ,A-,1
1670,тамо,Df,89
1671,пространьно,Df,3
1672,уразумѣти,V-,12
1673,възвѣщати,V-,7
1674,хвала,Nb,22
1675,раздѣляти,V-,4
1676,чинъ,Nb,65
1677,прѣстолъ,Nb,22
1678,херувимъ,Nb,3
1679,серафимъ,Nb,1
1680,освящение,Nb,5
1681,приимати,V-,70
1682,въсклицати,V-,3
1683,благословеныи,A-,42
1684,чрѣсъ,R-,40
1685,прѣходити,V-,13
1686,господьство,Nb,2
1687,начало,Nb,37
1688,славословити,V-,4
1689,алилуя,I-,8
1690,алфавитъ,Nb,1
1691,аль,F-,1
1692,уия,F-,1
1693,григории,Ne,21
1694,нисьскыи,A-,1
1695,тълковати,V-,6
1696,алилуя,Nb,8
1697,ангельскыи,A-,21
1698,рѣчь,Nb,81
1699,человѣчьскы,Df,2
1700,пѣти,V-,83
1701,съгласьно,Df,2
1702,тришьды,Df,12
1703,въспѣвати,V-,2
1704,ангелъ,Nb,59
1705,славити,V-,35
1706,четырешьды,Df,1
1707,римьскыи,A-,16
1708,мьрзъкыи,A-,6
1709,четверичьныи,A-,1
1710,въспѣвание,Nb,2
1711,сицевыи,A-,22
1712,проклятыи,A-,10
1713,костелъ,Nb,2
1714,арханъгелъ,Nb,3
1715,срѣдьнии,A-,3
1716,саваофъ,Ne,3
1717,испълнь,A-,9
1718,зьрѣти,V-,47
1719,тричисльныи,A-,4
1720,протълковати,V-,7
1721,ефросинъ,Ne,2
1722,пльсковьскыи,A-,24
1723,зломудрьствовати,V-,1
1724,досада,Nb,4
1725,четверица,Nb,1
1726,исхождение,Nb,4
1727,мудрование,Nb,6
1728,избавити,V-,68
1729,начинание,Nb,7
1730,присьно,Df,46
1731,прѣжде,R-,8
1732,подобати,V-,58
1733,католичьскыи,A-,2
1734,цѣлыи,A-,24
1735,непорочьныи,A-,19
1736,съблюдати,V-,12
1737,кромѣ,R-,47
1738,единица,Nb,1
1739,почитати,V-,30
1740,ниже,C-,16
1741,съливати,V-,3
1742,съставъ,Nb,5
1743,отьчии,A-,10
1744,сыновьнии,A-,2
1745,божьство,Nb,16
1746,равьныи,A-,13
1747,съприсьносущьныи,A-,2
1748,величьство,Nb,23
1749,яковыи,Pr,1
1750,вѣчьныи#1,A-,57
1751,съзьдати,V-,66
1752,равьнѣ,Df,1
1753,подобьнѣ,Df,1
1754,ничьтоже,Px,95
1755,болии,A-,59
1756,особьно,Df,1
1757,нерождение,Nb,1
1758,рождение,Nb,8
1759,обьщии,A-,11
1760,цѣсарьство,Nb,67
1761,нужьныи,A-,23
1762,побесѣдовати,V-,4
1763,въчеловѣчение,Nb,4
1764,вашь,Ps,193
1765,съпасение,Nb,61
1766,благость,Nb,6
1767,щедрота,Nb,9
1768,отьчьскыи,A-,13
1769,нѣдро,Nb,1
1770,дѣва,Nb,8
1771,богоотроковица,Nb,2
1772,наставати,V-,1
1773,въплътити,V-,5
1774,въчеловѣчити,V-,1
1775,пострадати,V-,17
1776,въскрьснути,V-,11
1777,величьствие,Nb,3
1778,въздати,V-,36
1779,къжьдо,Px,54
1780,цѣсарьствие,Nb,24
1781,коньць,Nb,101
1782,съмотрѣние,Nb,10
1783,въобразити,V-,1
1784,подобие,Nb,6
1785,отъвѣщати,V-,70
1786,прѣступити,V-,16
1787,единородьныи,A-,3
1788,сияние,Nb,2
1789,промышляти,V-,24
1790,облѣщи,V-,30
1791,тьлѣныи,A-,5
1792,въсприяти,V-,22
1793,съвьршити,V-,47
1794,воля,Nb,132
1795,пространьныи,A-,6
1796,маргаритъ,Ne,1
1797,кратъкыи,A-,2
1798,помянути,V-,38
1799,показовати,V-,7
1800,постыдити,V-,7
1801,осудити,V-,7
1802,вышереченныи,A-,3
1803,аѳонасии,Ne,4
1804,исповѣдати,V-,32
1805,нижегородьскыи,A-,1
1806,кудьма,Ne,1
1807,григорово,Ne,1
1808,священикъ,Nb,34
1809,петръ,Ne,52
1810,мария,Nb,1
1811,инока,Nb,2
1812,марфа,Ne,2
1813,прилежати,V-,16
1814,питие,Nb,83
1815,хъмельныи,A-,11
1816,постьница,Nb,1
1817,молитвьница,Nb,1
1818,страхъ,Nb,97
1819,нѣкъгда,Df,21
1820,съсѣдъ,Nb,1
1821,скотина,Nb,9
1822,довольныи,A-,25
1823,душа,Nb,218
1824,поминати,V-,24
1825,обыкнути,V-,6
1826,овъдовѣти,V-,5
1827,осиротѣти,V-,3
1828,молодыи,A-,29
